auto_commuters,annual_excess_fuel_consumed_commuters,ahd_ph,tti,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km,builing_area_sqkm,area_sqkm,ms_cara_per,ms_carp_per,ms_pt_per,ms_taxi_per,ms_bike_per,ms_walk_per,ms_wfh_per,unemp,med_hh_inc_dol,households
289,3598,9684,1.15,41727,108328,5.192225657248304,35767635.07700043,330.1790402942954,2.744002684113404,32222,18978067.01999985,57222,331.6568281430193,1.0763729852558854,0.0028485547516689,1.9747034222298163,1.5248854140266288,1692.6803123066593,898.1248086778469,54.93725626128381,21130.76805877121,80.53597994298212,100.12062956750572,0.817928034187021,1.8299658011249476,0.3461376608443625,1.0123341176749507,3.3946976926131613,9.8,53350,270282
1275,39125,102994,1.26,91320,218780,4.791502409110819,42454624.83899869,194.05167217752395,2.663250109505037,68878,23469613.13700013,121763,192.74831547350288,1.0814034828480072,0.0195543802304476,11.327782353172497,8.543966194938845,5266.280662086817,2911.28635051572,151.80662617506303,8061.595566799057,76.5049999750518,100.08116575083024,6.197345939538401,1.209417302786286,0.29973476502719,2.5918325305953998,5.080094403976885,5.1,81598,1049909
36,723,1689,1.09,9041,21349,4.7227076650812965,11606909.526999958,543.6746230268377,2.4425395420860525,6178,6016368.348000005,11001,546.8928595582224,1.09022333741624,0.0149077356603945,0.9821397226968388,0.6711269999802091,1260.878985091808,653.5686694996973,10.063578935071568,9205.411196662008,79.76437587657784,100.09914446002806,0.4221598877980365,1.3309957924263676,0.2244039270687237,3.784011220196353,4.55960729312763,5.0,50808,62156
142,2195,5252,1.05,23380,59937,5.127202737382378,9525890.585000051,158.93172139079456,2.653421727972626,18474,4922310.030000028,31060,158.4774639407607,1.120357534377341,0.0584352865421764,8.34070988676913,6.590516443463341,3398.3186391185163,1756.011973180671,29.236382332577,2803.1187173993067,79.80096722606501,100.0756247471147,1.4701065490067629,1.0327354000886304,0.4884298953777384,2.3458122194177378,7.299473998574209,4.1,74336,94323
45,542,1313,1.05,6826,18810,5.511280398476414,6619370.204000018,351.90697522594456,2.848666861998242,5621,3439490.942000014,9661,356.0181080633489,1.042991410343491,0.0067280819790911,3.669016105001818,3.0213213486983914,3557.9513453626187,1848.747093349828,2.746272716522151,1860.4442729739987,82.4257721234033,100.09021607517438,0.992547367702986,0.7537902689428176,0.3325545304159489,3.0629124955233045,3.410815696573836,6.3,48607,53991
42,526,1244,1.06,4978,13969,5.61229409401366,4711197.50999999,337.26089984966643,2.904379268782644,3969,2461823.9550000075,7179,342.9201776013383,1.0299771884450994,0.0061289873241398,4.240714915161481,3.3811565886452226,4013.428193838608,2097.20642114712,1.1113924281334322,1173.8586770364034,86.46283468328593,100.06968361164796,0.5906494972964756,0.4951032550867517,0.5081322881153504,1.341990401945669,3.632928709474279,6.4,48819,44339
82,1999,4772,1.12,28576,72659,5.085316349384098,19188755.617000137,264.0933073260041,2.69138437849944,21535,10114921.832000006,38424,263.2448946491777,1.07307018788266,0.0045544451384551,4.210608380374783,3.173133100201951,2827.419345251416,1490.4106464394974,11.70227902745086,6786.667725545274,88.25453643965825,100.07566073901188,0.4770744272385916,0.8041939014288046,0.06288433514932,0.9245206581087536,1.9107163372293403,4.7,54016,145308
37,517,1168,1.05,10967,25596,4.6678216467584575,8739234.813000096,341.4297082747342,2.387435032369837,7252,4548089.799000002,13054,348.405837214647,1.1807730435381223,0.0062815995097288,3.315569563731801,2.192441914487373,2642.0662857926955,1374.98934172367,1.6899177748644525,3307.727311761247,80.98206601381685,100.1066734898002,0.2628457118931869,1.7538554581191412,0.0395431601963201,2.5005233653555394,3.793817310599893,7.9,42817,48644
69,1417,3537,1.13,9509,23068,4.851824587233147,6308885.12599995,273.490771891796,2.5352823640761386,6590,3262893.231999994,12058,270.5998699618505,1.095053618684618,0.0080444518162215,1.467396782245734,1.0169465553685335,973.5658569197916,503.5186696233226,9.72430986936795,6480.183216326283,76.30606457034271,100.0856258892507,2.5075675830524338,1.0341567754934446,1.7894827306322394,3.698327969977941,6.101811445432236,5.7,62984,86523
56,1237,2582,1.11,12623,32310,5.119226808207241,9682531.40799993,299.675995295572,2.6916739285431355,9764,4949627.7939999895,17008,291.0176266462835,1.1069313693630525,0.029574317968015,1.5961814690569656,1.2346602126176196,1224.358489028879,625.8816575704737,14.779974804385038,7908.248682687534,74.44559051057246,100.09278651030338,0.2645917886853375,1.0101576339215643,1.6536986792833597,2.111128551247842,11.236181805951071,5.4,67043,74397
68,1217,2710,1.1,13038,33362,5.1176560822212,16933092.497999933,507.5562765421717,2.6675870532290227,9776,8766506.810000036,17353,505.1868155362206,1.0996543066764728,0.0040915115541981,0.772427427237835,0.579172459631621,1003.1895285634585,519.3657233556747,17.541709356325928,16879.25563003801,81.57780037774226,100.08870237709408,0.6157869444227136,0.997999530616122,0.4380916192626202,3.1381664971669334,4.361917321382671,3.3,61278,74670
91,1329,3539,1.06,10477,26912,5.137348477617639,10415024.979999963,387.0030090665861,2.6803474276987687,8245,5483928.640000017,13961,392.80342668863386,1.0716749194213036,0.0052288518014468,3.268159337759143,2.5719169361290577,3248.827063222451,1710.6378345347766,8.83843013998542,3205.780048405992,81.38810729694241,100.0853592196586,2.678671918964547,0.5908835115362971,0.2382292252860626,3.626899268429938,2.941286812980679,6.2,54295,98579
417,11276,28789,1.17,78431,189591,4.834593464318956,47035196.51400066,248.08770729623592,2.524945493491094,55084,24575308.492000222,98997,248.2429618271283,1.0926746375976344,0.0064143357879531,6.638502561209091,4.662381903604972,3981.1206350188863,2080.08629708466,30.1243205090974,11814.56198545401,84.43195384408526,100.09274168904246,0.576134034690277,0.8976119366497032,0.0947320813758765,1.0997070435849066,3.625692155368762,5.7,57447,417562
52,791,1808,1.09,6859,19081,5.56378480828109,12557890.118999971,658.1358481735743,2.9026097098702435,5742,6520616.62100001,9904,658.3821305533128,1.0617589804335392,0.002827140549273,0.6095733935912887,0.5103033133111503,1116.0454433861096,579.5005688833268,10.456106027305044,11252.131526919748,85.1941466241669,100.08146913937988,0.2013909011880614,0.8041147493480151,0.2057374674007534,1.5415821501014195,3.9061141698058535,2.1,71398,53810
53,598,1401,1.07,9460,22150,4.6828752642706135,7508689.059999981,338.9927340857779,2.50708245243129,6589,4031526.715999989,11835,340.6444204478233,1.1403021167260616,0.0082805238698774,3.352796176396882,2.33526152286248,2661.216064494824,1428.8464438104272,5.934730948336399,2821.525527437904,80.08895379713223,100.0731014338821,2.8199681359532662,0.8696229421136484,0.8629845990440785,4.314922995220393,3.733404142326075,4.6,55065,62701
77,678,1581,1.04,9033,24503,5.425218642754345,9449337.03399995,385.6400046524895,2.9479685597254512,7647,4997883.852000003,13257,376.9996116768502,1.043363873413884,0.0055819567021196,2.940565208381241,2.489372539410091,3076.097832884828,1626.9902989839068,4.594963851216923,3071.8584217258685,80.79427157565875,100.07929033214371,1.0638176573207303,0.7924472366965782,0.4059154190848659,4.337365882580984,4.677149014286854,3.2,67675,65845
67,847,1888,1.1,7717,19047,4.9363742386937925,6274297.861000077,329.4113435711701,2.593235713360114,5666,3223635.125000016,9956,323.7881804941759,1.0841163463694474,0.0114503816793893,3.7305179891222897,2.739032645635207,3033.0933056333147,1558.3554262250923,10.209268767409933,2068.6135336974057,73.18216585654717,100.09948431986972,3.4234745490883074,0.7648844037602704,1.447111944533544,7.032001776505712,4.201929482592711,5.4,49798,64400
30,287,778,1.04,6107,16016,5.245128541018503,6281489.434000032,392.2008887362657,2.732438185688554,4861,3226310.0059999893,8262,390.4998796901464,1.0819469158783177,0.0077463083999031,3.7745818830100606,3.004460870036336,3882.429378728613,1994.1004253515048,2.202038481446424,1617.9275451642714,83.58170407293576,100.07252253415636,0.3176734936336166,0.7231591724992897,0.1988687724373046,3.670032800433896,4.256308272424391,4.0,51745,33776
204,5659,12525,1.18,43821,111007,5.066383697314073,34176719.23499992,307.87895569648686,2.631249857374318,33086,17426396.137999967,58009,300.40849071695715,1.127429861793831,0.0074815976831181,1.43122679946098,1.080613630153716,1116.2373402429305,569.1591969769944,73.02067763343719,30617.788890274835,79.85179108071233,100.08916315168378,0.3564029166183635,1.0739647520785216,1.2442890817051455,1.7163223023806764,6.840914698127622,4.4,60568,260369
1755,86430,209231,1.28,166287,415686,4.999621136949972,70762208.69199961,170.22995408072347,2.696398395545052,132633,38059163.87200032,224475,169.54745014812482,1.093933780479568,0.0283995990644837,15.000228940013931,11.96440710940042,6383.236997967599,3433.197852781708,271.781972619872,11085.630803701955,66.39216229309868,100.07171402516812,13.380003343546276,1.3346257574858391,1.0532170772207916,5.403512119967371,5.2650768918673085,4.5,90333,1831217
67,2285,4865,1.22,14392,36240,5.036131183991106,6702837.937000082,184.9568967163378,2.743468593663146,11311,3553050.3990000025,19740,179.99242142857156,1.1195170550556912,0.0130699088145896,7.50168579802257,5.895745418387527,3493.7871149555594,1851.9919203610848,18.20133490965292,1918.5021057258496,65.02082645394138,100.07218292520436,4.8795889165030095,0.9251695951151973,4.180932353128602,4.961272644061709,12.813917516814682,4.2,83019,127415
53,1397,2808,1.14,11171,27250,4.878703786590278,11050134.449000046,405.5095210642219,2.54372929907797,8105,5722810.554999992,14160,404.1532877824853,1.0986694956676253,0.0140536723163841,2.631664371044597,1.909376038610372,2603.190862473006,1348.1798084174595,6.751971606417863,4244.842208190039,81.68150890534321,100.10820242145287,0.1938663197918751,1.0881528917350412,0.2063738242945767,2.8904842905743444,3.119371622973784,4.9,49700,65672
123,2059,5142,1.14,12374,28776,4.651042508485534,6541792.045999993,227.33500298860136,2.385485695813803,7977,3379408.2850000216,14763,228.9106743209389,1.1049544594383085,0.0092122197385355,8.530875918369869,5.499498723196739,4510.03848619726,2329.8297039636577,3.989498285458119,1450.4958363483615,69.09304787672038,100.07206211033996,9.26008704858252,2.079755322903188,0.5920872054268125,5.437791632356977,6.331019880014116,4.6,75411,103913
484,16449,39387,1.3,30857,77301,5.01027319570924,15506861.320000228,200.6036315183533,2.634086268917912,23833,8163304.714999944,40624,200.94783170047128,1.091871271547315,0.0225728633320204,16.553302056655195,12.785262595724252,8318.688122002355,4379.2218533205305,68.32242502141834,1864.099373912775,72.20102379161824,100.08127307376768,10.0518305189034,0.950297395228003,0.15083407397279,2.47743898270322,6.04126786080536,6.6,95645,340189
123,2764,5944,1.13,15184,40115,5.283851422550053,10338105.756999953,257.71172272217257,2.815595363540569,12290,5519015.506000018,21369,258.2720532547156,1.068539078009165,0.0044456923580888,3.920060420297138,3.172915079389609,2668.993624793302,1424.8468285087492,10.41596344950044,3873.409685570373,84.69992660481397,100.08230297783716,0.7063502518646768,1.2050611312895598,0.163100413396817,1.420228215116899,3.57503559980177,5.8,38758,124605
44,687,1513,1.05,11009,27385,4.975020437823599,9346181.532000037,341.2883524557252,2.605141248069761,8082,4869108.120999992,14310,340.25912795248024,1.092856360740593,0.0115303983228511,2.648827695256525,1.9445749326063435,2248.744162672064,1171.5349661280077,2.377118692590903,4156.178229227491,82.77111737972105,100.09859348064566,0.5171603196991067,1.3908478294938096,0.2585801598495533,1.3790941858642844,3.8238520608055167,5.1,50671,46984
444,11904,27343,1.16,30091,81425,5.411917184540228,20889065.31700024,256.54363299969594,2.871955069622146,25522,11079167.473999944,43224,256.3198101517662,1.0570463450308498,0.0138349065334073,4.92741871234684,4.1792423108742165,3420.5965679579394,1814.2201033070285,45.03849009507663,6106.848586786367,82.507212605415,100.0739476993638,3.246597129752922,0.8568205355821867,0.4201805000739754,2.509431868619618,3.0649874241751736,4.4,57621,478104
78,948,2105,1.04,8557,21105,4.932803552646956,5343392.991999999,253.18137844112763,2.55685403763001,6132,2745265.9540000134,10901,251.83615760022136,1.0589585732143114,0.0072470415558205,7.610602514885873,5.453805611929434,4752.417920175148,2441.641693764528,3.3694901483632425,1124.3525047147098,85.7651292116454,100.08711808963037,0.1818776578344782,0.5273143604841348,0.0863591756624141,1.455021262675826,3.272489368662087,5.3,49688,64439
65,1289,3024,1.1,10854,26095,4.808365579509858,9185818.64699997,352.0145103276478,2.480375898286346,7690,4727688.385000015,13448,351.5532707465805,1.0888534763263316,0.024390243902439,2.788371537689015,1.9755460774671567,2359.8189852282785,1214.5339719731885,8.325908385996573,3892.594603442168,74.7919573659701,100.08588168048014,2.231730074138829,0.775011347780038,1.571877679336953,6.543045912277458,5.498209572482894,3.5,71413,87679
322,8916,21377,1.19,43551,110468,5.073040802737021,19121296.59699978,173.09353475214343,2.8562145530527427,36063,10604652.33600008,62302,170.21367429617158,1.0820652057792306,0.0231774260858399,13.877764546299026,11.491672357309405,6093.105829788335,3379.230516276758,48.062355039050246,3138.1855380745988,79.01298889727923,100.10179087842404,0.6693948077385997,2.0203852152780297,0.6456527258877724,1.1683082777427876,6.304182233668251,5.3,57832,275965
31,550,1224,1.08,8862,21982,4.960956894606183,9437404.863999989,429.3242136293326,2.561611374407583,6369,4811705.714999984,11299,425.85235109301567,1.0934348794841078,0.0061067351093017,2.344863758520753,1.6852219902977514,2497.114493351506,1273.1656903374687,1.15135371798551,3779.3240514709287,80.42975656194751,100.11262976562854,0.516795865633075,1.3214560950179066,0.1586653973434879,2.47744684709189,3.832902670111973,4.6,51429,36341
40,319,784,1.05,15822,39644,5.0112501580078375,11298887.853000142,285.0087744173177,2.573821261534572,11281,5814306.2949999785,20298,286.44725071435505,1.0798829926653553,0.0133510690708444,4.37162358777625,3.116943856257356,3121.8862756803164,1606.494662228406,4.213465854965188,3619.250304221253,81.97681621095478,100.08404565967614,0.9149632775860544,0.8424033271391912,0.7556853375807451,3.2970533581099017,3.80851252101584,6.9,45052,55215
34,512,1193,1.09,2699,7017,5.199703593923675,1100686.8170000005,156.86002807467585,2.7751018895887367,2137,597034.722000001,3747,159.33672858286656,1.0724195207360143,0.002668801708033,6.614549055517636,5.237232801645494,2697.497942129702,1463.1772717733757,5.66509504203298,408.0399098028586,80.00158906721754,100.119656761481,0.794533608771651,1.3030351183855078,0.5959002065787383,2.0181153662799938,3.3211504846655013,5.1,55718,22755
44,450,1116,1.09,5774,15528,5.378593695878074,8166183.903999978,525.9005605358049,2.772081745756841,4557,4216255.106999992,7972,528.8829788008019,1.1079744986283624,0.0022579026593075,0.4149340853968152,0.3274774207054532,586.8424055054423,302.990640218686,1.3966645497360155,13915.463210206346,84.60347877358491,100.08394752358492,0.5699685534591195,0.7787932389937107,0.2825275157232704,1.4003537735849056,3.9701257861635217,4.3,62772,32799
108,1567,3752,1.09,14163,38954,5.5008119748640825,15512251.311999964,398.2197287056519,2.8830050130622045,11677,8088962.180000001,20346,397.5701454831417,1.0414299434985197,0.0067335102722893,2.710385106714321,2.2346372160632018,2968.5924541166696,1547.9914298840224,14.45945952774668,5225.456694295805,84.6688228700352,100.07484595997458,0.5404787913837542,0.7175444984685244,0.3312842261586023,2.031971783722806,4.225301832772863,3.6,64687,109313
30,404,872,1.05,7228,18575,5.139734366353071,6737179.098000005,362.7014319246301,2.6411178749308246,5526,3456835.8000000063,9498,363.9540745420095,1.079661927810267,0.0097915350600126,3.607829781685535,2.758282702489522,3362.8383224009,1725.4669548473662,4.745853124578187,2003.4204597710168,82.33113673805602,100.09755628775396,0.2539813289401428,1.0351455244371226,0.0741350906095551,2.2185612300933557,4.331411312465678,4.8,63379,60438
87,826,1875,1.06,10905,31189,5.720128381476387,12025524.01599993,385.5693999807602,2.981292984869326,9329,6257414.634999986,16189,386.5226162826602,1.0277261998607947,0.0198282784606831,2.927356411998085,2.5042923399844232,3228.1517501948056,1679.7508348737151,10.81752157947859,3725.2040630599968,72.0679814363996,100.07957001012063,5.304667341375128,1.0093273886047212,2.176390674434932,7.490175697730608,3.9944564493923065,4.8,53641,89061
101,1087,2669,1.05,19782,45587,4.608937417854615,17886359.721999723,392.3565867900876,2.399454049135578,12998,9318266.830000011,23627,394.3906052397686,1.1688510431915955,0.0061793710585347,2.8643097295609894,1.8820290094446328,2589.8328873800224,1349.2266880909146,13.04791450942498,6906.376009493908,82.88330706845524,100.08148518276512,1.6969673674904868,0.8801937194911019,0.07495099358112,2.75492946919322,3.5611331052773183,6.0,45225,110818
325,9369,24780,1.24,43999,105673,4.803427350621605,25334051.70300016,239.74006324226767,2.5582854155776267,32118,13318320.744999995,56448,235.9396390483276,1.0845311668451778,0.0108949829931972,5.583251257241904,4.075612261189924,3214.763426937136,1690.0277516278136,29.0475608186785,7880.533755834457,81.05552820921001,100.08184964862856,0.790193018652535,1.202308264298357,0.6676581171517443,2.304860551092865,5.794486976739314,4.2,63649,291427
741,18348,51737,1.22,129839,307364,4.734540469350503,72915066.4159995,237.2270871539917,2.519535732715132,91507,38486169.03800027,163720,235.07310675543772,1.0739433591608556,0.0079403860249205,8.783879885811132,6.190639921063157,4932.856732292153,2603.6698225865707,160.87794872460876,14781.509047013824,80.40304694397155,100.08948176820078,1.5566083418775507,1.036991859181692,0.1006096609286343,1.3611518645603469,6.593414509401841,5.2,63217,952806
60,1561,4026,1.18,13047,29496,4.521499195217292,11219546.868999816,380.3751989761261,2.3999386832221967,8629,5836539.310999981,15628,373.4668102764257,1.1289379250294902,0.0161249040184284,3.0361801446552565,2.0080630388771525,2610.9117372335627,1358.22677776945,5.652871172725456,4297.175852021594,72.13761295180723,100.09673381024096,3.1372364457831328,1.2932981927710845,0.9572665662650602,4.6187876506024095,8.1824171686747,3.2,72697,84003
228,6079,12878,1.13,33250,80732,4.85606015037594,21448346.20300031,265.6734157830886,2.510827067669173,23525,11179346.882000154,41691,268.1477268954967,1.1142391748631677,0.009402508934782,5.97871891086425,4.230056011370872,3856.650618064403,2010.1706049481384,41.29371206117299,5561.392080095896,82.44037114598774,100.09050016863142,0.7819791838239332,0.7513902287896971,0.1898083876483368,1.668274547636415,5.118159642971992,4.9,53126,219166
45,513,1193,1.06,6626,18189,5.490190159975853,8465060.044000026,465.39447160371793,2.8892242680350138,5492,4472443.615999992,9546,468.5149398701018,1.0726485579773153,0.0026188979677351,0.9535182137226864,0.7903293132757311,1218.1691717793829,643.609485014148,4.947734084638125,6949.002027062539,81.46926660345467,100.10590757307168,0.5276827307581317,1.0120789875087604,0.3504143133940718,1.7891742589767905,4.260625798738508,5.1,66910,39683
