auto_commuters,annual_excess_fuel_consumed_commuters,ahd_ph,tti,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km,builing_area_sqkm,area_sqkm,ms_cara_per,ms_carp_per,ms_pt_per,ms_taxi_per,ms_bike_per,ms_walk_per,ms_wfh_per,unemp,med_hh_inc_dol,households
3446,136878,331657,1.29,264614,704691,5.326180776527319,131327439.60599776,186.3617381320292,2.892110772672648,218762,71755042.28499983,383224,187.2404710691393,1.058542230351346,0.0127053629209026,10.667107244415948,8.818723555831973,5294.065629224971,2892.5859228222785,334.47668850830496,24806.537886690978,69.99828736182343,100.07697633408404,12.13441658948363,1.2654231213012963,0.6874559649430039,3.0163437982885197,5.200439755755075,6.1,71770,3514621
62,780,1793,1.1,13425,32244,4.803575418994414,10575261.23300008,327.9760958007716,2.4764245810055865,9020,5410187.61600004,16600,325.91491662650844,1.1453268899918907,0.0043975903614457,3.092410983615219,2.0777316254904488,2435.9816753467167,1246.221497738366,7.338830056155094,4341.272900377991,75.92053691275169,100.10779060402685,1.1865771812080537,1.0706040268456376,2.381744966442953,3.0292617449664427,5.632214765100671,8.1,52537,85320
858,25279,57734,1.17,79943,190256,4.759791351337828,51731287.06799957,271.9035776427528,2.524361107288944,55840,27295976.974000067,101209,269.6991075299634,1.0774668454764966,0.0091592644922882,6.660834128794059,4.652577183141242,4310.240076416626,2274.2951228649968,142.47899459492942,12001.950274428113,82.31056164017942,100.07967008184715,1.7719755565206636,0.8079628232944015,0.1659076515604526,2.0205580411737407,4.956026102555852,4.5,63987,861242
103,2049,3995,1.12,17867,44029,4.928527452846029,16351882.206999712,371.38890747007,2.55868360664913,13006,8510266.797000024,22809,373.1100353807718,1.098384505932832,0.0087246262440264,3.078206050545328,2.2407313982981214,2817.174833345889,1466.1865308266906,5.439656461524104,5804.354778925447,84.01785055690787,100.0812347864572,0.6675518182488751,1.3247768680386516,0.0730250055321973,3.115733569373756,2.677583536180571,6.8,53027,109408
47,882,1865,1.07,56679,149681,5.281709275040138,34623033.71899912,231.31214862941263,2.7743079447414387,46048,18464610.529999804,78691,234.6470438804921,1.0586413812359594,0.0227853248783215,5.505988189681926,4.473257187996848,3363.397638415784,1793.714206412524,57.85508304155945,10294.064943004223,81.43360800145689,100.07654933079058,2.993384638365005,1.0255549803462578,0.2865701815592446,2.179508953144087,4.426440166069518,6.2,56008,861912
874,27628,53157,1.14,7410,18105,4.886639676113361,6093387.561999955,336.5582746202681,2.5473684210526315,5379,3153172.1869999864,9395,335.6223722192641,1.129790839159883,0.0077700904736562,3.696985466640782,2.683682162626285,3040.1032738628264,1573.1756746497815,4.20652208558856,2004.335712667272,82.82003845177205,100.1049080422244,0.1668661805782275,1.20071099503029,0.139659738092647,1.5199332535277688,3.661987158559147,5.4,49921,47575
65,1150,2632,1.09,10319,26047,5.048357398972769,9557349.552999968,366.9270761699992,2.6633394708789613,7775,4971967.374999981,13715,362.520406489244,1.2158810146339367,0.0051768137076193,3.025890878733579,2.279901306536833,2802.548390085381,1457.9543298162012,2.2973864075276174,3410.235336813862,80.84407906633838,100.09300449303788,0.3199376817037377,1.03075574844552,0.4381755205942495,1.9474467581966644,6.119155920933662,4.1,57242,62304
114,2677,5657,1.16,15470,38345,4.957336780866193,12708179.944999857,331.41687169122065,2.6641241111829346,11613,6708741.131000006,20592,325.7935669677547,1.0759424076526756,0.0046134421134421,2.7929926655877555,2.096640195570175,2294.366734282741,1211.2129782941124,6.270639150771733,5538.861662833799,79.81649065663773,100.10674770403452,1.6999378788133177,1.039270663689327,1.333087087187925,1.8955356693138128,3.540907640905962,4.2,50240,92666
303,7792,20010,1.16,37008,91141,4.9254755728491135,20661306.54499991,226.69607031961365,2.67960981409425,28150,11026795.962000016,49654,222.07266206146568,1.1001536295319323,0.0076529584726306,5.317528875457404,4.044758912779018,2968.739033660669,1584.3954261703466,35.79102936606159,6959.623702432014,77.02119803292996,100.1044096831764,0.6940131921250062,0.9712268452470866,0.4467307810655522,3.4367779437516432,6.989084887240339,5.8,68687,267755
76,1199,2845,1.1,13860,34171,4.930880230880231,12692942.315000096,371.4536394896285,2.574603174603175,10133,6554215.299000013,17795,368.3178026973876,1.0860436262836657,0.0087665074459117,3.094361063664004,2.262277103759549,2833.8056625447,1463.283450512018,5.40129067098143,4479.115305176605,78.87913649720552,100.10685270900954,0.8450650123878849,0.9209288032727064,0.797049954865846,3.3341655943303823,4.538383236983118,4.2,54808,80487
306,6564,16893,1.15,50727,125470,4.946872474224771,37973470.13499994,302.64979784012064,2.5855264454826816,37579,19622567.78400003,65592,299.1609919502383,1.0803210041213342,0.0091017197219173,5.107705332944923,3.7838322531736015,3823.5514798620848,1975.7977825696416,44.48222709379807,9931.465637379006,80.67370520056261,100.08642085210175,0.7147053811465299,1.8617948007091096,0.1159806597163052,4.394547891619125,3.5971808560695275,5.9,55971,312401
152,2521,5458,1.08,20876,52155,4.996646867215942,17559227.326000053,336.6739013709146,2.6362808967235103,15725,9247185.59799999,27444,336.94744199096306,1.0831836091352125,0.0058300539279988,2.8627220494636543,2.156366364620424,2407.893621272517,1268.0648642880494,15.593812065599826,7292.360082220076,80.30197529959321,100.09237365778576,0.8707443104775168,1.7935280536519222,0.2345439220141459,1.988492688826181,5.573349946861143,8.3,47571,118780
34,387,877,1.05,4766,12698,5.328577423415863,3801103.612000018,299.34663821074327,2.8757868233319344,3972,1975485.8050000065,6813,289.95828636430446,1.059961629292797,0.0154117129018053,4.48479481774326,3.737642680670632,3576.829580529347,1858.927507509316,4.74948974444425,1062.7019058138856,84.37920272019082,100.09510517902002,0.327336395239666,0.7079601106346266,0.1649369433378162,1.2230708721358066,3.686975056459184,4.2,63431,31452
778,19677,46578,1.18,78973,203726,5.159383586795487,51632759.87200068,253.44217170120984,2.717346434857483,62243,27267990.771000184,107271,254.1972273121364,1.0678259972606328,0.0127434255297331,6.286419279626452,4.954675588135049,4110.077838244312,2170.590238429485,79.25886331614682,12562.47737976088,82.2041046096129,100.07619100864744,1.6559365116698268,0.95429137118175,0.3514491251847132,2.19824391109089,5.016873606517714,4.5,65150,794449
178,4907,9813,1.13,18373,49267,5.362978283350569,13539040.265999934,274.8095127773141,2.915582648451532,15654,7410486.076000014,26774,276.77919160379525,1.0468613757829317,0.0020915813849256,3.526640218059278,3.0047366229521555,2598.7766786044394,1422.419758939201,29.257110223044617,5209.774420967365,83.80691579637863,100.0936058558324,1.0375777011901166,0.9605272748097168,0.2280276132068595,1.5951520704699036,3.0112139607042825,5.6,56013,152349
38,406,905,1.11,4224,10374,4.911931818181818,3355752.564000016,323.4772087912103,2.53125,2948,1693206.5940000026,5329,317.7343955714023,1.1281753338652076,0.003377744417339,2.401992136794862,1.6763903454714142,1908.260244260709,962.8477568080532,6.088230390753204,1758.5403113085808,66.5204036858271,100.07831227916216,2.468765155539133,1.0992817717835617,7.882035056927092,7.946698690561418,6.251587723147272,5.4,62077,35718
30,687,1518,1.1,7332,17325,4.725859247135843,5427516.958999971,313.2765921500705,2.488543371522095,5076,2831839.417999983,9094,311.3964611831958,1.1230127990275218,0.0058280184737189,3.743197109492989,2.591444152725916,2770.9036814856618,1445.7355597389314,3.1739964946890056,1958.7533826112376,83.81722624757629,100.0878661087866,0.7041534850494948,0.7296662924788244,0.0204102459434636,3.5513827941626697,2.3905500561281765,6.9,47330,38315
2684,83609,219759,1.25,306229,762195,4.977941344549341,141165592.0449943,185.2092863965184,2.837203530691084,251068,80187102.4009992,434864,184.39581662542588,1.0692543779827168,0.0043530851024688,13.131556621679884,10.766170603998724,6053.391301842105,3438.542644580245,703.9591168151902,23320.083735878143,80.64347618239857,100.0966858253163,1.361997140521976,1.155935179290153,0.1483436837038391,1.249121558657852,5.772543723798215,4.4,70281,2553470
52,791,1772,1.05,6715,16341,4.867014147431124,5499575.242000025,336.5507155008888,2.4930752047654505,4726,2809868.782999991,8341,336.8743295767883,1.1012926012922888,0.0056348159693082,4.06475607268438,2.860765033433564,3329.029316769065,1700.8832761199528,13.684253761293164,1652.0056505052191,85.79040576648232,100.10636612191637,0.0838874044615671,0.8652830423165352,0.0652457590256633,0.7503262287951282,1.8082396072826692,5.6,48481,50014
28,247,541,1.05,6307,17356,5.50372601870937,6849589.432000014,394.6525369900907,2.809735214840653,5005,3478837.5100000035,8773,396.5390983699992,1.0402977967900604,0.0046734298415593,2.7039339710229866,2.1457411645742903,2936.5526482868054,1491.4455244899364,0.7968117906006345,2332.527372187959,84.35043175666968,100.07765175924732,0.7056321690939554,0.6218584869184174,0.1159943291661296,2.1007861837865702,4.340121149632684,6.5,46515,31151
40,1027,2564,1.11,17941,43038,4.797725879270944,11113367.953999808,258.22222115339486,2.55102837077086,12959,5858519.173000013,23067,253.97837486452568,1.0779624863375448,0.0160835826071877,3.418299772616481,2.4690790230944195,2117.430642113641,1116.2239984914577,7.774603461131945,5248.515693012892,83.76010564627822,100.07775308403389,0.0483138467484781,1.2314662715667644,0.0815967189529852,0.6001653407199837,6.503043772345155,4.3,58320,80930
166,1733,4002,1.05,21448,56885,5.304457292055203,18742820.0059998,329.4861563856869,2.8183047370384187,17093,9883489.47700007,30173,327.5607157723816,1.0454545525311407,0.0058993139561859,3.576777631459916,2.8505156683394413,3125.6480486730457,1648.221003455022,15.556681438447876,5996.458882808904,85.58389708328711,100.06778862149274,0.9127204169901296,0.8683597648885438,0.2462016191638017,1.964067871797716,3.645891094599091,4.7,58531,153939
375,6379,14481,1.12,35069,91624,5.225355727280504,19357781.58299972,211.2741375949502,2.76671704354273,27747,10306675.326999877,48469,212.644686851387,1.0516497788452823,0.0077781674884978,10.484391571997236,8.295372350172725,5787.292539888949,3081.3316585505536,38.72180242531939,3344.876978237421,82.8403434192779,100.08167111331277,1.7690561892736667,0.7077840087658606,0.2226463960629009,2.5532991780659646,3.7397594772790295,6.0,55634,330975
52,839,1876,1.08,10821,27196,5.026522502541355,9943451.660000077,365.6218436534812,2.641622770538768,8148,5214131.346999993,14256,365.7499541947245,1.079158694326216,0.0119248035914702,3.178201848224268,2.393123432153344,2920.459887583486,1531.426105158439,2.00525994004747,3404.755429881187,88.28024072848726,100.08171849891292,0.1811765447269748,0.6506601128020922,0.0236317232252575,0.6223020449317831,2.0701389545325646,5.1,50422,58595
36,463,1091,1.07,6321,16968,5.368770764119601,5495405.666999963,323.8687922560092,2.869482676791647,5126,2921396.2189999945,9030,323.52117596899166,1.036979310562622,0.0044296788482834,4.165895147677753,3.378322817116937,3621.7819653023207,1925.3647102003176,2.8809857867529898,1517.3209540628009,85.21978863531935,100.08128569240532,1.3565849068988909,0.6695402927597751,0.0284445222414283,1.6847909327615256,2.91228146948778,7.6,50480,43912
116,1540,3343,1.08,32969,84130,5.1035821529315415,16658144.858999984,198.00481230238896,2.750492887257727,26196,9033314.176000034,45455,198.73092456275512,1.0694960716566502,0.0100758992410075,6.362483961328322,5.055404466345862,3214.752630982779,1743.2835864733534,47.14377825007117,5181.781235188674,80.95518890069896,100.0763978351255,0.9246913626615488,1.5778344494480772,0.6677909190951395,1.2413098917938337,6.993400963752248,4.9,50360,258616
1358,44960,111366,1.32,95402,234440,4.914781660761829,55081155.90400115,234.947773008024,2.690939393304124,73093,29614294.97699993,128377,230.68224819866435,1.1059379574354984,0.0053903736650646,3.0041977525474017,2.3016899679980214,1734.4991171517715,932.5506636462444,140.3628023410565,31756.23173244974,75.25840589761373,100.08118658652488,4.162877912203642,1.0367059669671983,0.8137473992448176,2.193367753204387,8.416236418278492,3.7,79664,1112126
287,3641,8791,1.07,32219,86749,5.38495918557373,30190729.559999727,348.0239490945109,2.8803190663893976,26345,15998990.148000011,46316,345.4311716901289,1.0461696775757916,0.004749978409189,3.414488832371883,2.7919770411507887,3199.537816933448,1695.5328591692423,24.020330760963407,9435.965844884313,83.59384849868738,100.0784935601996,1.1212565245530524,0.7385387802903164,0.2224581910282667,1.8407434698434668,4.633798515637914,3.9,70126,266943
2045,60243,159551,1.23,146391,386138,5.275433599060052,71488192.0310033,185.1363813740251,2.904714087614676,124094,38576989.5650001,212881,181.2138686167394,1.0567736009494784,0.0097707169733325,13.463069510294142,11.412492214756654,6574.519598053522,3547.79113477938,168.92206296519845,10873.523299279292,83.81505040547083,100.08406374722308,1.3256289435437612,0.8904220807784557,0.2467864721398734,1.4046066472984449,3.911130728459975,6.5,60984,1703819
47,1298,2901,1.11,12672,33332,5.260732323232324,12721966.378,381.6742583103324,2.794270833333333,10373,6554041.934000014,17654,371.2496847173453,1.0557697262996624,0.0082134360484875,2.828938075762226,2.315701914447725,2840.092730846832,1463.1454211833127,8.589296021024984,4479.419365369343,87.6779359430605,100.07596876235668,0.0313035455384209,1.22742849611177,0.1120337419269803,0.6639646764201925,2.690457361275867,6.2,46351,56324
67,1219,2777,1.09,8018,19869,4.956098777750063,5535471.314999995,278.5983851728821,2.714018458468446,6271,2941284.628999995,10857,270.9113593994653,1.070956152034814,0.008842221608179,3.8795604633776737,3.0342633656574445,2678.373117963981,1423.1593362694998,3.922292185304984,2066.728969863577,82.39360846927292,100.09243479228762,1.0660796220488022,0.8014148434891227,0.2621912759563179,2.1408165032093693,4.092410057261586,5.4,60910,65796
42,573,1214,1.09,5437,13784,5.070443259150267,4594720.732999966,333.3372557312801,2.6952363435718225,4122,2450874.3480000054,7296,335.9202779605271,1.0622299027511208,0.0041118421052631,3.409677477261341,2.5850083798549286,2881.463269747232,1537.0040581153562,4.178573826110598,1594.5789700810672,83.12185539318861,100.0775753202237,1.0042696494076613,0.667508569366769,0.2625934612223625,3.2052438511034937,3.980997053340549,3.9,63031,38210
72,875,2093,1.07,28903,71903,4.97546967442826,36662407.82899959,509.8870398870643,2.5695256547763208,20073,18848106.965000063,37074,508.3915133247036,1.0725604698667943,0.0068241894589199,0.9924373578627826,0.6892431610690806,1258.870814749339,647.1842188374831,8.146157436492848,29123.248707850653,80.05119307101067,100.084511586555,1.816135138235632,0.8252552483652633,0.4724962716530916,4.078954915682001,4.304806699552598,4.2,56573,123623
218,4613,12999,1.17,32806,76735,4.678107663232336,22182975.86000006,289.0855002280584,2.50268243613973,22928,11684310.672999956,41017,284.8650723602398,1.072837750040004,0.0094838725406538,5.393155488282181,3.769257728322071,3646.77918691064,1920.846925345479,40.13910270028983,6082.895268137228,76.48144065158746,100.08673674517534,3.43886179705333,1.247989728159369,0.6893286989001868,2.809517015978419,6.659187590786471,4.5,62289,245658
33,640,1480,1.05,12393,30460,4.915678205438554,8053570.425999955,264.39824116874445,2.5343338981683208,9000,4182698.774000016,15674,266.8558615541671,1.1075828513659605,0.0082301901237718,7.752217707371451,5.629787732295898,5037.765776163955,2616.41180508382,4.47333745361677,1598.6393142978568,78.18237493142121,100.10065452875206,4.369904436250431,1.1266060196231038,0.0,1.579545019584827,4.676116717914694,6.5,63934,57098
62,611,1549,1.06,11281,29158,5.169399875897527,12205034.133999957,418.58269202277097,2.798244836450669,8991,6422259.365999977,15721,408.51468519814114,1.0553096168631508,0.0062973093314674,2.583438416172636,2.05901026503042,2795.049556996172,1470.748299330632,4.936017032504212,4366.661086008314,81.21801668894933,100.07712876308146,0.4137660780969066,0.7353280162279286,0.7191922917338989,2.9240237886681117,6.276796828177584,3.4,59584,66582
68,844,1754,1.12,8682,24590,5.6645934116563,10563912.63200002,429.6019777145189,2.9349228288412808,7203,5633911.167999993,12728,442.639155248271,1.0395437387745634,0.0019641734758013,0.7478631974235002,0.6204628669709136,909.9702232515592,485.30232896803057,2.804135231507997,11609.075068690076,80.78122103702205,100.08971572047253,0.93524088772054,1.9075543872065788,0.3134320812901269,2.529363193636992,4.561616365872976,14.2,47622,44829
419,10965,24967,1.16,36058,94407,5.2363969160796495,27296013.37999995,289.1312442933252,2.901575239891286,30026,14781606.420000097,52297,282.64731093561954,1.0669891709963886,0.0018739124615178,2.495141926027811,2.077739516082729,1888.8298684856056,1022.8577822559236,15.667358756910556,14451.28215908873,80.70963389279764,100.1057318701896,1.371903784989467,2.102190585028019,0.1437442343967285,1.6078976717289235,3.49144281209985,6.1,46795,269288
46,644,1496,1.09,9789,23366,4.77392992134028,8848936.064000007,378.7099231361811,2.500255388701604,6822,4643347.918000022,12207,380.384035225692,1.0888678119430135,0.012124191037929,3.109947092763118,2.1673367112912443,2811.290528785732,1475.1829970652616,2.8226586483798632,3147.641972038404,83.32045769258801,100.10196049850596,0.3046425187668537,1.1617229064936958,0.0510166897456453,1.9226003935573208,3.0435099482545005,5.7,54132,58072
83,1036,2252,1.07,8987,23967,5.333704239456994,6075715.036000023,253.50336028706232,2.766440413931234,7078,3150972.786999984,12389,254.3363295665497,1.048368062175748,0.0074259423682298,7.427976354558543,5.850140941088835,5021.727787297649,2604.356443272873,14.399989080850016,1209.8853807584735,77.8795231564511,100.14001476949043,0.2795653549952526,1.257516615676759,1.1615149277349932,1.681611984386539,3.738791011710096,4.5,57021,71718
40,424,974,1.05,4060,10714,5.277832512315271,3643954.3709999816,340.1114775994009,2.774137931034483,3262,1904628.6559999983,5590,340.7206898032197,1.07694694993006,0.0076923076923076,3.814104917288192,3.064436019752237,3423.257213006116,1789.274266615171,9.168683254876523,1064.469931489624,82.22912071453857,100.0886093184108,2.1893636140838164,0.6889415352776189,0.4792636767148653,3.3875228058709803,2.164855812433625,5.6,54940,33989
113,1551,3547,1.08,10375,28802,5.5521927710843375,8667464.752999946,300.9327391500572,2.9624096385542167,9018,4579331.558999989,15415,297.0698384041511,1.0461211813043014,0.0112228349010703,2.578015946788234,2.240823885121571,2153.721672429765,1137.8881720224192,13.180903809326756,4024.4126545941153,79.08637660713713,100.1064638173715,1.8452018339799283,0.8352303696816185,0.3414665426913335,3.5132578793805505,3.732085029978518,5.4,51529,110318
135,2061,4685,1.09,17940,46366,5.169007803790413,14054670.461000016,303.1244977138424,2.692586399108138,13613,7387666.107,24107,306.4531508275605,1.0672652342216498,0.0061807773675695,4.585646871960378,3.479621564548307,3592.5170365617973,1888.3627633585425,5.695687476452109,3912.207045356416,86.45941762083967,100.0695945765607,1.057597352336723,1.0729441908879815,0.1000880775082072,1.9597245576106972,2.3907705447460432,4.3,54063,128919
117,1826,4052,1.16,11470,32019,5.58308631211857,16722478.055999894,522.2673430150815,3.062772449869224,10011,8791460.622999992,17517,501.881636296169,1.0326496250228017,0.0033681566478278,1.5672025078137894,1.3678521626611897,2284.874415538282,1201.2205000620547,20.91615428873188,7318.773383026537,82.16071950862826,100.08598274349224,0.7692307692307693,0.7867797601637906,0.4862532904357999,2.777127815150629,4.421614507165838,2.7,64666,100207
32,597,1154,1.09,15227,36902,4.846916661193932,19478288.10400015,527.8382771665533,2.51796151572864,10724,10051603.546999956,19159,524.6413459470723,1.1048708104874274,0.0065765436609426,1.0572708805941986,0.7446097670908377,1352.4546408474253,697.9226199199064,6.130189814553781,14402.174768534482,83.97016567830286,100.10187279656007,0.3321717511361089,0.5787532351083124,0.0509465875975627,1.7179189337898149,3.162764158056693,8.7,50518,43387
185,2807,7829,1.1,28238,67345,4.769813726184574,17358309.256999783,257.75201213155816,2.516077625894185,19787,9147120.94599997,35489,257.7452434838956,1.0669379118327516,0.0083969680746146,6.586184242052586,4.615087031570739,4048.623234546622,2133.459304295423,21.41226171990703,4287.459773703448,81.28740044641694,100.09224502557778,0.4016883940280878,1.3757284673307917,0.1024848226925715,4.234012801917682,3.3741825098359373,8.2,48459,188642
195,4680,10490,1.14,33165,81981,4.943826322930801,24540541.436000705,299.34425581538045,2.534328358208956,23962,12564657.411999945,42007,299.1086583664614,1.1168054958859968,0.0091889446996929,4.796263445605359,3.465341917189676,3549.0095529882046,1817.0784577635984,23.323080301797315,6914.7577851228925,82.01725579782568,100.10892365431292,0.36510494217472,0.5678503681644808,0.3598017418973219,1.552205927346156,4.245415791298672,3.5,57603,190853
46,681,1467,1.08,13528,33471,4.948403311649911,26433157.605000112,789.7331303217744,2.56785925487877,9897,13537895.313000036,17351,780.2371801625287,1.1344376227701558,0.0087603019998847,0.2801509281128372,0.2049566628868088,547.4034325838027,280.3558498396946,9.565052256143382,48288.25694466837,68.86349381186226,100.11905089724172,1.620083528385883,1.3799011733749444,1.944406198846513,8.992304985696146,5.294720577661511,7.6,59460,47447
189,2274,5663,1.05,15691,41778,5.325090816391562,9751182.480000012,233.40472210254228,2.800395130966796,12516,5125076.81100002,21930,233.7016329685372,1.054887953049439,0.0067487460100319,9.323495708183843,7.436930232848702,5794.092664712102,3045.289124432556,10.821735258213392,1682.952455936348,83.77564542464327,100.09296244586952,1.4488038051066046,0.5590525095245983,0.1342909202773373,1.0826096216190633,3.703353131877233,9.3,48588,167902
48,1122,2481,1.12,13582,34548,5.087321454866736,10566238.33899984,305.8422582783328,2.6568988366956265,10233,5457207.193999982,18026,302.7408850549197,1.0781526480737442,0.0120381670919782,3.9077865098937976,2.9442187715905783,3040.097455563704,1570.1369941399291,16.480357988110427,3475.6248750060604,88.80690586419753,100.0712287808642,0.040187757201646,0.6156764403292181,0.1478909465020576,1.0545267489711936,2.211934156378601,4.6,48084,60351
56,1321,3186,1.12,16532,41184,4.982337285264941,13118633.103000036,318.5371285693482,2.570529881442052,12123,6751439.017000021,21200,318.4641045754728,1.0655815308998535,0.0056603773584905,4.65589146215412,3.4141889786894746,3694.588184090871,1901.401359575648,3.412404333596416,3550.770058619712,85.26376744455384,100.0834211593028,0.2605825467600903,1.104869998262783,0.1806705657536626,1.0423301870403614,3.8056633273495857,7.3,44114,78672
34,350,786,1.04,5686,14590,5.131902919451284,5834534.020999979,399.8995216586689,2.750791417516708,4480,3044246.369999999,7751,392.75530512191966,1.0428264972065802,0.0117404205908914,2.86657132774034,2.258571851613916,2941.454086409444,1534.743116218714,10.04463915753906,1983.554340677145,83.2794222740437,100.07785759957872,0.2162711099409485,0.8425170195960431,0.4927220069959002,3.2252604656411026,4.15804716590815,3.3,62391,41542
170,2671,6704,1.11,19068,47497,4.98185441577512,11747320.97800008,247.32764128260905,2.6660373400461506,14490,6134766.297000034,25440,241.14647393868057,1.1387130124673095,0.0135613207547169,2.796143632199371,2.1248228042043675,1722.6346102389873,899.6060266618397,21.84953203709301,6819.392172998505,74.89190257040941,100.07970550754315,1.5759687032203853,1.1602735685785674,3.0690209739620142,2.7390247024190453,8.593258727093641,4.7,71881,137021
73,1364,3068,1.06,19351,49116,5.076326804816288,17781111.195000246,362.0227867701003,2.604206500956023,14118,9191933.22200002,25115,365.9937575950634,1.1011775429624866,0.0057734421660362,3.008420184637297,2.194867250618023,2764.356044872045,1429.031959118547,4.617606217463537,6432.279672506254,83.79715877064764,100.10133463261778,0.2789640117317742,1.222855941837914,0.0773838525694305,1.75594470398288,2.734229457453212,5.0,44750,97383
183,2890,6291,1.09,18120,46048,5.082560706401766,12251092.841999924,266.0504873610129,2.7421633554083886,14008,6538892.762000005,24791,263.7607503529509,1.0478737541015914,0.0101649792263321,7.011609966605328,5.420454327384516,4740.61173690805,2530.2519680244304,18.500301577538007,2584.2852192722294,83.92093499768085,100.08966171066244,0.6804524116558696,0.6045067866845402,0.2568898992318787,1.378744399647286,4.192300438853578,4.8,55341,158807
359,7821,19335,1.15,35959,95037,5.285853332962541,29716786.128000468,312.6864918715918,2.9045301593481465,29919,15804664.8749999,52211,302.7075688073376,1.0616815934556532,0.0024707437130106,2.308557529564021,1.9207912546796613,1907.8091818526416,1014.6549709229132,11.421791111822245,15576.393284334124,78.51317575166355,100.12173954797834,1.1140062018403345,1.5484382937104646,0.4930639972301479,1.6080810939904826,4.549279863731365,8.7,53969,307906
38,906,2013,1.11,7800,20157,5.168461538461538,6137888.248999969,304.504055613433,2.6964102564102563,6013,3176710.941999987,10470,303.4107872015269,1.0840144122931237,0.0054441260744985,5.49071837366803,4.232780715495624,4320.694331321182,2236.208350906616,0.7558703464167963,1420.5791426868016,86.85021178282634,100.0814401232191,0.0890450519830573,0.712360415864459,0.0890450519830573,0.9963419329996148,3.118983442433577,5.5,44637,38942
116,2727,5843,1.17,22560,55964,4.961347517730497,16833001.658000037,300.78267561289465,2.691932624113475,17239,8895231.61500005,30399,292.6159286489704,1.0657254802452036,0.0057238724958057,3.1833505923102448,2.432525747377496,2375.236959146886,1255.1702495721288,13.202703040700046,7086.872572093163,74.81698490383953,100.1069897290963,3.025435996415524,1.664713586544427,1.9052871027779692,2.8186392775901288,5.069966223202592,5.3,46843,120833
85,1599,3636,1.09,9523,21807,4.579859288039484,5672624.003999963,260.128582748657,2.472330148062585,6572,3008765.959000008,11737,256.34880795774114,1.1011332082025729,0.0089460679901167,8.557506529704918,5.905694939958072,5097.502567971284,2703.7209220304994,13.346600718551818,1112.8241581754744,80.6236442516269,100.11648590021692,0.2668112798264642,1.712581344902386,0.0900216919739696,1.1095444685466378,4.54880694143167,3.6,62984,64352
37,676,1580,1.05,9435,23446,4.970005299417064,9944977.48900004,424.1652089482231,2.5225225225225225,6867,5047179.59600001,11870,425.2046837405232,1.085326395612382,0.0152485256950294,2.050563435286036,1.4924450567153371,2161.3998096116816,1096.932902053987,3.710902716089719,4601.174407795826,81.95539045897964,100.08637451265834,0.7981527031775513,0.8784699563274936,0.4701905861486203,2.9365995682947643,4.323745461238559,4.4,59395,52029
36,570,1336,1.08,7027,17508,4.983065319481998,5292363.476000013,302.2825837331513,2.591859968692188,5082,2778924.612000001,9060,306.72457086092726,1.0587110669958777,0.0059602649006622,4.86451166198291,3.5180657842887646,3663.6920234032254,1923.7386057841663,2.725438508610268,1444.5437668322086,81.61258057346078,100.12810254130548,0.4778839742164926,0.4260205971697414,0.1333629695487886,1.7207527598725645,2.819144995184115,6.6,44416,48343
38,1085,2338,1.08,8330,24585,5.902761104441777,18925593.48100008,769.802460077286,3.0837935174069626,7231,9741103.157000002,12740,764.607783124019,1.023379889848359,0.0040816326530612,0.936303708318854,0.8127745636078791,2127.2633083307924,1094.9136865564942,7.550687359332644,8896.685900087514,80.96819683081604,100.08822874531488,0.901770141388652,0.801573459012135,0.6011800942591011,3.948491483281998,3.955913459754332,3.7,55609,43086
30,314,744,1.08,6648,19555,5.882972322503009,10495036.793000014,536.6932647916142,3.0934115523465704,5742,5364118.911000001,10204,525.6878587808703,1.025671836402576,0.0032340258722069,1.5811828534233687,1.365696742532639,2496.17512381754,1275.8202234953724,5.736013751179852,4204.447313355711,82.12090297941353,100.1136833294096,0.3609825001961861,1.0070888592429832,0.2798922284129849,1.5956472834758952,3.267153208297366,3.7,57086,29189
76,689,1649,1.07,9597,23405,4.877565906012295,7739567.54399993,330.680091604355,2.6064395123476087,6991,4084635.461000001,12518,326.3009634925708,1.1452348159154229,0.0065505671832561,1.1080179793758886,0.8071432420357235,893.5688226889666,471.5900312581351,16.351048409629524,8661.411798936408,78.90799867146096,100.08179179482735,0.3263585033718899,1.9191612875276176,0.7523574347644009,2.7494981876994613,7.165446432439458,6.7,55379,61742
330,7101,17240,1.12,41944,107024,5.10318519931337,32135680.93799998,300.26611730079213,2.671848178523746,31834,16702068.583999902,55934,298.6031498551847,1.048117841857874,0.0104587549612042,5.891117929886476,4.471148392618875,4513.520078270139,2345.838634879731,32.66899142685971,7119.871049807397,81.86851002287226,100.09080452617864,1.4189091087365202,0.741792482892953,0.4772437148454662,2.21896643077892,4.194125622010156,4.1,63302,391233
31,541,1192,1.05,4109,9556,4.651253346312972,4238863.337999988,443.5813455420666,2.392796300803115,2656,2178707.334999996,4907,443.9998644793144,1.1974960273504276,0.0050947625840635,0.9674748184302244,0.6253621605623452,998.0514816943476,512.9823517502359,0.6352964756462866,4247.138966021932,78.82229766172784,100.0886132174244,0.3172689488879723,1.4530917859069132,1.323011516862845,3.4614042323677783,5.761604111805577,8.6,45616,36367
