Geographic Area Name,ms_cara,ms_carp,ms_pt,ms_taxi,ms_bike,ms_walk,ms_wfh
"Kalamazoo-Portage, MI",0.8287030198864018,0.07986787157761874,0.012084916681213326,0.010151330012219193,0.00418943778282062,0.026539819800464597,0.03846360425926174
"Kankakee, IL",0.8231133045445198,0.08426896977174583,0.014785112070738227,0.01429158955377339,0.0037631091918568786,0.02835698128727123,0.03142093358009459
"Kansas City, MO-KS",0.8327997752870515,0.0886318165547327,0.011678786225583002,0.009414417931606545,0.0019429152043255215,0.01300516048824364,0.042527128308457056
"Kennewick-Richland, WA",0.8007159178779638,0.12110654491428968,0.011677107135720306,0.007567529996437787,0.0028758351651215932,0.020026586270710793,0.03603047863975603
"Killeen-Temple, TX",0.80282221675281,0.11305822189405748,0.0023791943555664945,0.014488473213553203,0.0018049060628435474,0.03622391774003883,0.02922306998113053
"Kingsport-Bristol-Bristol, TN-VA",0.8699870737117598,0.07836362765906515,0.003470947768220481,0.008505816829708121,0.0013644415364728788,0.010045800552159968,0.028262291942613663
"Kingston, NY",0.7699772100275879,0.08055655511574907,0.023341729638958857,0.009835672304186157,0.004677941705649514,0.04412858342329375,0.06748230778457479
"Knoxville, TN",0.8513969610352171,0.08652101900780819,0.005567174611290459,0.006997723632071495,0.0014495867453921908,0.011887699182193744,0.036179835786026855
"Kokomo, IN",0.8519983710512538,0.08455989295479667,0.0040141951247891095,0.01367153412065856,0.004188725347606027,0.013380650415963698,0.028186630984932223
"La Crosse-Onalaska, WI-MN",0.8000509712861754,0.08178059693039588,0.00981197258877499,0.008410262218949992,0.01704706348756867,0.04414679730418531,0.03875233618394971
"Lafayette, LA",0.824174798512234,0.11363116655233081,0.004774105030310667,0.015493674194165604,0.0036540803897685747,0.015769013584965536,0.022503161736224863
"Lafayette-West Lafayette, IN",0.7636270050526802,0.09988760150004727,0.026765549334537852,0.010399487378803954,0.010683109761862243,0.05249114993119531,0.03614609704087313
"Lake Charles, LA",0.8523787367686402,0.09989531231825055,0.002593928114458532,0.012213562870768873,0.0022333372106548796,0.012609049668489008,0.018076073048737932
"Lake Havasu City-Kingman, AZ",0.7804321202316333,0.1400535236396075,0.0035531229682940475,0.020789549282571554,0.0025401049305251062,0.02208984109224512,0.0305417378551233
"Lakeland-Winter Haven, FL",0.8144623403832913,0.11024377056589746,0.0046844837563730524,0.017069430892248424,0.0027202953463518896,0.013162174377690199,0.037657504678147664
"Lancaster, PA",0.7926956839940655,0.09194035312414235,0.012843409052037883,0.012604757908302275,0.007048163778324908,0.03460043832260066,0.04826719382052638
"Lansing-East Lansing, MI",0.7955348085809821,0.08548108351805238,0.022278994627493706,0.005832738475410452,0.013088439718976594,0.03822744862306045,0.039556486456024345
"Laredo, TX",0.7810196657352243,0.1466125375652449,0.011999789107397059,0.0071703485000263615,0.0003057942742658301,0.01571149891917541,0.03718036589866611
"Las Cruces, NM",0.8174474593553503,0.09712796691780434,0.004327876281651844,0.006763722879963746,0.006582450574973093,0.025763326346796577,0.04198719764346003
"Las Vegas-Henderson-Paradise, NV",0.785322482985241,0.10620723926091984,0.03967704135137646,0.016953762161593482,0.004294400938343952,0.017323100788034323,0.030221972514490946
"Lawrence, KS",0.7642547907507468,0.10509447259791255,0.019783870859482498,0.008037721918313924,0.010420512132093836,0.05314293385240125,0.03926569788904923
"Lawton, OK",0.737835353113247,0.1141496030087756,0.008508148767237777,0.02783117425825324,0.001153363978269954,0.0375094024237359,0.07301295445048057
"Lebanon, PA",0.8131113753468093,0.09881886642885454,0.004629409433214427,0.006817281014665081,0.004423305588585018,0.03689258818866429,0.03530717399920729
"Lewiston, ID-WA",0.8042906220305533,0.09370660039470799,0.005555149477377385,0.014143702945691105,0.004897302828740589,0.03227103281923836,0.04513558950369125
"Lewiston-Auburn, ME",0.7718337349877512,0.13571272082694338,0.0031866796789420224,0.014160807823298613,0.0030671791909816963,0.03849907387121831,0.03353980362086478
"Lexington-Fayette, KY",0.8000187097103396,0.10107070569625635,0.0128374126171483,0.006833296480873574,0.0062932662051604785,0.032554895991019336,0.040391713299202284
"Lima, OH",0.8658948064836255,0.08538978939243577,0.003550556841989194,0.006968794795457051,0.0029551218436431803,0.015635681993604586,0.01960524864924468
"Lincoln, NE",0.809031871804114,0.094857868981654,0.011638065332005596,0.006958402316616469,0.014723221758600255,0.02656289137194768,0.03622767843506204
"Little Rock-North Little Rock-Conway, AR",0.8457374421628814,0.09738107478755255,0.005936432092418423,0.009477727039041945,0.000958659690930535,0.01227507787219887,0.02823358635497626
"Logan, UT-ID",0.7590463219956212,0.11141758753253918,0.01708414501698071,0.012860516834175186,0.016101504990776973,0.041443274087610116,0.04204664954229662
"Longview, TX",0.8409789264933424,0.09870987425632533,0.003661167650968684,0.012171203173011964,0.0010569442325713166,0.014938871575827576,0.0284830126179528
"Longview, WA",0.7913462285403557,0.1299878298246977,0.001657215360314871,0.01615784976306999,0.005852041741111888,0.016779305523188067,0.03821952924726171
"Los Angeles-Long Beach-Anaheim, CA",0.7393041922484173,0.10251776947588438,0.059564734739888395,0.01249561680312439,0.009067417179888099,0.02639657618569831,0.05065369336709918
"Louisville/Jefferson County, KY-IN",0.8328751131159206,0.08939266248972458,0.01836277225534149,0.0095017373223821,0.0024125639838909114,0.015903580334754048,0.03155157049798636
"Lubbock, TX",0.8175135668475579,0.11034604270914089,0.008379730777362746,0.008696877863133412,0.003989005567693283,0.019634928465712877,0.03143984776939883
"Lynchburg, VA",0.816195113392113,0.09845155064262842,0.015010747028117735,0.014001842347677327,0.0011317278589288065,0.021748475676624118,0.0334605430539106
"Macon, GA",0.8442641629825441,0.09277152363155736,0.0071897361104781,0.016988742536803245,0.0011508135454172553,0.01555307415341142,0.022081947039788524
"Madera, CA",0.7589871393976442,0.13504808031410903,0.0019749371076575833,0.020337149977664403,0.005407565890014812,0.02351115604354266,0.05473397126936731
"Madison, WI",0.7393803981923577,0.08676326837428061,0.04229122532838539,0.008467752717851508,0.025284412501374153,0.05244361516589367,0.04536932771985703
"Manchester-Nashua, NH",0.8189986916953806,0.08322830155223394,0.00937857926744526,0.007380179903865968,0.001183704179386295,0.020079840128050915,0.05975070327363694
"Manhattan, KS",0.7364474858673014,0.08481602697609839,0.0016661707825052067,0.007378756322523059,0.010691262521075077,0.07146682534959833,0.08753347218089855
"Mankato-North Mankato, MN",0.8029516977880996,0.08002921731313094,0.007716367314067387,0.005375236454216845,0.007042121626430431,0.03940591463300433,0.057479444871050514
"Mansfield, OH",0.8508096466811598,0.08403258904081758,0.007212661776956054,0.005140291350901075,0.0018895142119913042,0.020683069546313416,0.030232227391860867
"Mayagüez, PR",0.816049964647655,0.09596197658889151,0.01366957341503653,0.004870767538691177,0.004085159871160342,0.04077303794485034,0.02458951999371514
"McAllen-Edinburg-Mission, TX",0.7922097026713694,0.10604219131445944,0.0023992238423307145,0.042299892472741664,0.0013624789411191942,0.012349873384026423,0.043336637373953185
"Medford, OR",0.7686788276871452,0.08125989124097145,0.01458846487940123,0.013910208355644403,0.01388640988112662,0.03650685991027975,0.07116933804543128
"Memphis, TN-MS-AR",0.8376173282736847,0.09950528637815759,0.011648443067019888,0.01020623864221397,0.0014456138915312257,0.01247182928118213,0.02710526046621048
"Merced, CA",0.7795858308268236,0.12098327310497047,0.004479259082942029,0.030770562395862636,0.00426286975526367,0.02269924047345985,0.03721896436067773
"Miami-Fort Lauderdale-West Palm Beach, FL",0.7824868043337346,0.09525882026113529,0.03812814458128839,0.013342284779454887,0.005913356174954471,0.01796501219248696,0.0469055776769454
"Michigan City-La Porte, IN",0.8627356948228883,0.07620708446866485,0.009831062670299727,0.007629427792915531,0.0023760217983651226,0.013754768392370572,0.027465940054495912
"Midland, MI",0.8597827581465695,0.07278977038361062,0.006599752509280902,0.007947201979925753,0.005747284476832119,0.01424446583253128,0.032888766671249826
"Midland, TX",0.841627872854113,0.1000813669650122,0.0024410089503661514,0.01738051728047593,0.0010804465845882965,0.008483506516026624,0.02890528084941776
"Milwaukee-Waukesha-West Allis, WI",0.8022057291249218,0.08582733543860774,0.03663791951867229,0.0074018562749467,0.005208416822959246,0.02798839427408108,0.03473034854581109
"Minneapolis-St. Paul-Bloomington, MN-WI",0.7815652316796338,0.08353713367989708,0.04603092963345199,0.008252929266555097,0.00876669746649815,0.02298676582636773,0.048860312447596206
"Missoula, MT",0.719382510368296,0.10345255396831024,0.018698380064513843,0.008914962248768211,0.0397539966679664,0.05340115557761157,0.05639644110453369
"Mobile, AL",0.85206835873423,0.0919800769483134,0.0058456858242118765,0.007211667511706284,0.0005129887560022667,0.009293447463389901,0.0330877747621462
"Modesto, CA",0.7999979936599655,0.11527928253280366,0.009439829862365074,0.009730749167368886,0.005943782352233057,0.018052044460495166,0.04155631796476867
"Monroe, LA",0.8693330003884358,0.08039232007102824,0.01120914488652128,0.010917818101104267,0.0012624160701403917,0.008462349481160867,0.018422951001609233
"Monroe, MI",0.8685283822858012,0.07106985238167707,0.01190077613757419,0.007137422005782986,0.002252320803530665,0.0106376502815401,0.028473596104093744
"Montgomery, AL",0.8569689897678153,0.09420385322367142,0.00579050056775764,0.0078105885231400446,0.0008406577205628642,0.010106713341990854,0.024278696855061826
"Morgantown, WV",0.7774353957772887,0.10419825548218799,0.012635526208526942,0.0063911306757968534,0.00293470286133529,0.055009374745251485,0.04139561424961278
"Morristown, TN",0.8304427448023268,0.11707422169557255,0.0015943121835613487,0.01852849294409135,0.0003447161477970484,0.009565873101368092,0.022449639125282774
"Mount Vernon-Anacortes, WA",0.7927803747652723,0.09964441248152144,0.010747532861880219,0.013004914299412682,0.006951935754524751,0.02579008350313636,0.05108074633425227
"Muncie, IN",0.8053529447224064,0.08499608174091265,0.016155283621677015,0.005646311813048807,0.00938372817328752,0.048144352683505136,0.030321297245162457
"Muskegon, MI",0.843075452250422,0.09461780918094498,0.0037195823312370225,0.007200155356049176,0.0039287154743587824,0.011845898749682567,0.03561238665730547
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",0.8220082265864485,0.10466915993664444,0.0028245014965642256,0.015447433557968527,0.005546622341867062,0.014550097261618699,0.03495395881888863
"Napa, CA",0.762770680850419,0.11628858480701913,0.009955903077692412,0.006228122016638632,0.007243411980421573,0.04155112060735555,0.0559621766604537
"Naples-Immokalee-Marco Island, FL",0.739102054290902,0.11208565297639592,0.027438063654506985,0.022658723608589306,0.010976726039525217,0.01732416980537507,0.07041460962470551
"Nashville-Davidson--Murfreesboro--Franklin, TN",0.8207980193753583,0.09767162187986499,0.011479394663073498,0.008941536761206438,0.0019414308649774391,0.013300322922638545,0.04586767353288078
"New Bern, NC",0.7805865253707179,0.1317658314015528,0.0028700739595981894,0.021157596497037936,0.0022261471096883395,0.02710012142620598,0.03429370423519888
"New Haven-Milford, CT",0.7928216792623572,0.08119940323330153,0.04139946682319564,0.00758187198865165,0.005307310392056155,0.036023675006725854,0.03566659329371194
"New Orleans-Metairie, LA",0.7890353267511737,0.10523971530017147,0.02822736152931101,0.01681872746926042,0.010606535204535208,0.024919382727896563,0.025152951017651606
"New York-Newark-Jersey City, NY-NJ-PA",0.5061353464126916,0.06773090843485646,0.3041173876464518,0.015369698593301605,0.00565371394751117,0.0602233103568487,0.040769634608338615
"Niles-Benton Harbor, MI",0.8250093822712602,0.08756286121744351,0.00492381595736696,0.008331456879081288,0.003933048112287022,0.02619530135855288,0.04404413420400811
"North Port-Sarasota-Bradenton, FL",0.8131446018769962,0.08645228011425195,0.007446778573539137,0.012962389722953103,0.008737741132107329,0.014021190077528107,0.057235018502624135
"Norwich-New London, CT",0.7920223362950253,0.091824567016156,0.02016228714354269,0.009786670932278564,0.0023485101865720476,0.04062268239126325,0.043232946035162215
"Ocala, FL",0.8006643058618841,0.10678101631767177,0.002882173580661318,0.017161234765340105,0.0033391035385710393,0.014454803476182526,0.05471736245968911
"Ocean City, NJ",0.7745634855356849,0.07609334242004089,0.016003572016074073,0.011750052875237938,0.026766620449792024,0.0541677437548469,0.040655182948323265
"Odessa, TX",0.8057936028968015,0.1480084490042245,0.006155703077851539,0.004677127338563669,0.0027610138805069405,0.010078455039227519,0.022525648762824382
"Ogden-Clearfield, UT",0.7941812256721282,0.111733502308319,0.021537068887480765,0.011355119036842581,0.0036969312935638634,0.014483570200054313,0.043012582601611296
"Oklahoma City, OK",0.8302171732725527,0.10259695558874922,0.004548665949727524,0.010047578189459677,0.003343154191870701,0.015859396486559037,0.03338707632108114
"Olympia-Tumwater, WA",0.7804888323461762,0.10818848943896336,0.01859450168926035,0.01177005838690381,0.01206494173947477,0.024424766831520502,0.044468409567701005
"Omaha-Council Bluffs, NE-IA",0.8364753000458288,0.09223323540286175,0.00905949110102041,0.007786468768887777,0.0019039986184940256,0.018165475191562187,0.03437603087134504
"Orlando-Kissimmee-Sanford, FL",0.8086126848725819,0.09501017358526193,0.018965451114177228,0.014255803959093238,0.004894532029829405,0.01086001953092347,0.04740133490813287
"Oshkosh-Neenah, WI",0.8475890362090492,0.07364290385873119,0.009703311730780664,0.006575896307747191,0.009227659194958084,0.0227361912123194,0.030525001486414176
"Owensboro, KY",0.8651064000320603,0.07908868673105439,0.0038271951268384562,0.006111489600448844,0.0016230513365126438,0.022342002965575283,0.02190117420751012
"Oxnard-Thousand Oaks-Ventura, CA",0.7653672794679218,0.1279193494520516,0.014293518079837622,0.009819835913208496,0.0067131121863827125,0.019559414796807322,0.05632749010379046
"Palm Bay-Melbourne-Titusville, FL",0.822114868011032,0.08788817651062,0.0058651814176725525,0.017797019950571296,0.007150148644292417,0.011403524481535872,0.04778108098427594
"Panama City, FL",0.8265357928583517,0.10540821507144066,0.006031960931267074,0.011665014626598651,0.006394603873026618,0.01757609457727921,0.02638831806203612
"Parkersburg-Vienna, WV",0.8373090115372622,0.10778505352873921,0.005482798045941171,0.007223781311713959,0.0023386342376052385,0.017877559505248934,0.021983161833489244
"Pensacola-Ferry Pass-Brent, FL",0.7858040138873778,0.10088131435523595,0.004564832490924737,0.012339390102770551,0.0033234750096440124,0.016083245135955847,0.07700372901809117
"Peoria, IL",0.8456636187309504,0.0848226655583264,0.01209938117668791,0.007256165142698809,0.002811258889812506,0.019898171238570243,0.027448739262953728
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.7340704677413539,0.07842006563525551,0.09583180064192723,0.00793357135129287,0.006112733960835227,0.03725341700025244,0.04037794366908291
"Phoenix-Mesa-Scottsdale, AZ",0.7661191444901382,0.11325094923865739,0.021747069671791477,0.017248579417094477,0.008187434063939198,0.014824217736980819,0.058622605381398504
"Pine Bluff, AR",0.8396221046041773,0.09919754140344886,0.004268396790165614,0.02142735188663138,0.0,0.013573501792726652,0.02191110352285015
"Pittsburgh, PA",0.7745441127780138,0.0876571912132604,0.05371318146264625,0.008939566581231512,0.003153071470522165,0.03420473583215375,0.03778814066217207
"Pittsfield, MA",0.7931079901872006,0.08171295915175264,0.012710538880748143,0.007310206299290383,0.005350939295651744,0.05388807481436357,0.045919291370992966
"Pocatello, ID",0.7753146414043517,0.10557208769008163,0.02432498839717164,0.011520926042206994,0.008736247235796774,0.03942231565153294,0.03510879357885828
"Ponce, PR",0.8362798207537235,0.08293065321929588,0.008693210403772128,0.01058863447565784,0.004212053493079362,0.03336882378406206,0.023926803870409154
"Portland-South Portland, ME",0.7803362311862136,0.09522663065354044,0.010314901684917747,0.010356281669795244,0.00720011736868438,0.03876176037979302,0.057804077057055474
"Portland-Vancouver-Hillsboro, OR-WA",0.7077205796788437,0.09756642502520525,0.06237868664591908,0.010052309620073339,0.023230721824348037,0.03452676969709947,0.06452450750851113
"Port St. Lucie, FL",0.7853240454138393,0.11394329881416748,0.004766169214032852,0.01721350394576304,0.005216941838310864,0.0114916967682608,0.06204434400562564
"Prescott, AZ",0.7426671881110677,0.12930980105214024,0.00189233855198254,0.013814071429472542,0.009714004566843706,0.03018910769929479,0.07241348858919854
"Providence-Warwick, RI-MA",0.8092335503291777,0.08484020019050727,0.027123603429130772,0.009589830490635148,0.0038154079328909215,0.03224545966455986,0.03315194796309843
"Provo-Orem, UT",0.7313935152182836,0.12775149590650856,0.016546778130602898,0.01079644870714795,0.012109822219342018,0.04122005486790659,0.06018188495020845
"Pueblo, CO",0.7966443682192801,0.12255350851324714,0.01055425351937792,0.008350277049154883,0.005463378292383864,0.02593552592776545,0.030498688478790607
"Punta Gorda, FL",0.7783999849161906,0.09287855647943888,0.0038840809246375174,0.04249863302977167,0.008861738031939967,0.010049588023455324,0.06342741859456606
"Racine, WI",0.8379192180214595,0.08264704230099433,0.014437391157800123,0.01213414976686703,0.0034267737767541147,0.018145048031009494,0.031290376945115446
"Raleigh, NC",0.8070600297576923,0.09275804096343118,0.010054440696923773,0.011343825624065757,0.0023112267971126064,0.012969796977971713,0.06350263918280268
"Rapid City, SD",0.8154577747221268,0.0980863985332875,0.004755356938237653,0.007620029792597685,0.003967571903288645,0.02866105190787212,0.04145181620258966
"Reading, PA",0.8010428158108361,0.10204400224798618,0.01845221988635181,0.011104635430759945,0.0017380263513935433,0.030431072164519284,0.03518722810815311
"Redding, CA",0.8169320811215462,0.08172647943983183,0.007304568758223311,0.009331095080380504,0.007637282034995387,0.02056772983681926,0.0565007637282035
"Reno, NV",0.7799614701094667,0.10785880338306378,0.021022187044199857,0.016283110069045165,0.006834824250932134,0.025731395887158198,0.04230820925613417
"Richmond, VA",0.8182811585125069,0.09031134683206471,0.0167145522134016,0.010069581557483082,0.00444076035893735,0.015366494641811572,0.04481610588379471
"Riverside-San Bernardino-Ontario, CA",0.7692101298712164,0.13828329529761382,0.01548738008888347,0.011265504859190152,0.004040809667825366,0.01630605936201579,0.04540682085325503
"Roanoke, VA",0.8338423819318914,0.08895537686910872,0.01173235817629011,0.009910864551517795,0.0021262302007798487,0.019302291757568202,0.03413049651284395
"Rochester, MN",0.7587876581414399,0.10810048238827706,0.03951033039046145,0.008601073996541368,0.005952489305542914,0.031755711295167015,0.04729225448257031
"Rochester, NY",0.8180078992841274,0.07664575055143692,0.020946640017200053,0.007843543211154554,0.005148071762448141,0.035809557178235564,0.035598537995397396
"Rockford, IL",0.8410598639008514,0.09027910187711628,0.010769584798974325,0.007580788323087544,0.0029192281140076924,0.011716361484598441,0.03567507150136428
"Rocky Mount, NC",0.8358470306434295,0.10197406459073263,0.005567027339555629,0.012191294292558025,0.0006277360204840175,0.01584207483274139,0.027950772280498883
"Rome, GA",0.8228103240668028,0.09915711219307889,0.004083555834773048,0.012878906863515,0.005549447672896707,0.029082247002774723,0.02643840636615884
"Sacramento--Roseville--Arden-Arcade, CA",0.7545736547978822,0.11159847318020491,0.026261386882915735,0.011369061377378096,0.018700734247380234,0.02126703577052771,0.05622965374371116
"Saginaw, MI",0.8527640039060023,0.08188654838750586,0.004806411931061596,0.003855275005389776,0.004425957160792868,0.019770966228298225,0.032490837380949364
"St. Cloud, MN",0.7918335233061319,0.08454966359684074,0.012699597526655034,0.005860576777590607,0.0051141349849198586,0.03671686655839898,0.06322563724946287
"St. George, UT",0.7908951614391996,0.1104137052557736,0.003341394524543558,0.013993243367977994,0.006793553508464251,0.026897302885414167,0.04766563901862689
"St. Joseph, MO-KS",0.828496595075956,0.10405098655491532,0.01040684477038589,0.010878295791863104,0.000680984808800419,0.01854374017810372,0.026942552819975554
"St. Louis, MO-IL",0.8295375933005643,0.07697675829844045,0.025926178772983796,0.008109563687116936,0.0025191152375750956,0.01771876327447054,0.039212027428848835
"Salem, OR",0.7352250090965716,0.14291793350560286,0.014178317473434928,0.010299169282573436,0.01152026839511807,0.039278688120185756,0.04658061412651327
"Salinas, CA",0.7093092855690827,0.12385652655117114,0.01844803830777223,0.06193955684051228,0.007007657037020306,0.030921780769317644,0.048517154925123665
"Salisbury, MD-DE",0.8232650290767001,0.08333486207676738,0.011514495545241633,0.015207939681899067,0.0032776259225966624,0.02253979319158824,0.0408602545052069
"Salt Lake City, UT",0.7574273866619665,0.12173066040798909,0.03514569051086765,0.011068953681456812,0.00798166924868039,0.0209022514541221,0.04574338803491748
"San Angelo, TX",0.78671406767673,0.10631723932546626,0.001972973979079031,0.011968134608941666,0.0015448758515430145,0.05710456762089119,0.03437814093734877
"San Antonio-New Braunfels, TX",0.7932064051402846,0.11232481144593297,0.022238033468532703,0.011134376545271309,0.001962091986439764,0.017880801920868234,0.0412534794926704
"San Diego-Carlsbad, CA",0.7611629726027865,0.09652795567806481,0.029771114913907645,0.01206966632168243,0.007185236040947238,0.028158911352713933,0.06512414308989743
"San Francisco-Oakland-Hayward, CA",0.6055674347876945,0.10061527664054275,0.1549837407883963,0.014769446718914492,0.018988419698210315,0.044022926658088664,0.061052754708153
"San Germán, PR",0.8914433714906952,0.040512886103472534,0.005627677943339515,0.003133593400268594,0.001215066828675577,0.021199718616102835,0.0368676856174458
"San Jose-Sunnyvale-Santa Clara, CA",0.7646813411853635,0.10459940403225897,0.03552815594302306,0.01206963648659409,0.017608749533173557,0.01922932421475026,0.0462833886048366
"San Juan-Carolina-Caguas, PR",0.7842646392653335,0.10027334014930628,0.03588904269239346,0.02321918682357429,0.0018316174191584937,0.03299015049836543,0.02153202315186857
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",0.7451401213421932,0.1059969458087416,0.012439638449791571,0.008914936646167815,0.02095835568946304,0.0398860869206323,0.06666391514301044
"Santa Cruz-Watsonville, CA",0.7032531578489453,0.09370328479565929,0.027232245256305812,0.027690993506339426,0.03523661127413372,0.042837595210035516,0.07004611210858097
"Santa Fe, NM",0.7376372828171306,0.11768551339415421,0.010982625370445698,0.015718519379394502,0.010183624847463537,0.024551106978906386,0.08324132721250509
"Santa Maria-Santa Barbara, CA",0.6713492087941427,0.13859708573364962,0.03629997022067507,0.012009282934393066,0.043570232997545776,0.044622778102954314,0.053551441216639455
"Santa Rosa, CA",0.7611470666532834,0.09986863983311585,0.018499526492421696,0.010801209735490374,0.00994584120694245,0.031151125289668808,0.06858659078907747
"Savannah, GA",0.815645183200168,0.09139014781975129,0.01800511256282648,0.012194820751571434,0.007378638378798918,0.020950393321560443,0.034435703965323486
"Scranton--Wilkes-Barre--Hazleton, PA",0.8048826104257859,0.10927178670911261,0.01165141265419817,0.006669319538400318,0.001918026263430163,0.03498209311579785,0.03062475129327497
"Seattle-Tacoma-Bellevue, WA",0.6980136768475078,0.10160629018508907,0.08730709301615197,0.01132790575913241,0.010792342472737944,0.03624872746623182,0.054703964253149
"Sebastian-Vero Beach, FL",0.8243033755764834,0.09448513738712552,0.0032748130062395845,0.013428671084757586,0.005173816998023485,0.011994729295043211,0.04733945665232725
"Sebring, FL",0.7892052273636485,0.1040138685158021,0.03560474729963995,0.013468462461661555,0.005167355647419656,0.020136018135751433,0.03240432057607681
"Sheboygan, WI",0.8444009627538918,0.08067392772419525,0.005038873785735312,0.007861335734446157,0.0040345621720836,0.026129417672421256,0.03186092015722671
"Sherman-Denison, TX",0.7980509141136072,0.11683004968634297,0.003376369252019107,0.012143418957545993,0.0014196097991443974,0.016536535768411763,0.05164310242292862
"Shreveport-Bossier City, LA",0.8530729370961415,0.07915625838683706,0.012092528747496853,0.015808542703193706,0.0015276946262309295,0.016851091062986438,0.021490947377113483
"Sierra Vista-Douglas, AZ",0.769960619478055,0.10375645289640678,0.005447978942643188,0.019853496296598584,0.004529780244444898,0.04309412556877308,0.05335754657307842
"Sioux City, IA-NE-SD",0.8119122629733103,0.09778279736075611,0.006883433394757178,0.022124472448433692,0.0018427153302026987,0.019651667360161683,0.03980265113237829
"Sioux Falls, SD",0.843754561447986,0.07733911052724576,0.007044796300137515,0.012875767283566495,0.00304992816919803,0.020926963055152226,0.035008873216713914
"South Bend-Mishawaka, IN-MI",0.8296542459167079,0.08246482358764053,0.012154422682599166,0.007021141200593934,0.005734285512267553,0.030531004737325885,0.03244007636286502
"Spartanburg, SC",0.8494209953437746,0.10250498881296487,0.0029857289713974724,0.006084840055632823,0.0007785571748201004,0.01442220475297817,0.023802684888432003
"Spokane-Spokane Valley, WA",0.7726442387532667,0.10030941080840129,0.02561816608542885,0.01077256557498842,0.005965335500957076,0.030158813400809364,0.05453146987614827
"Springfield, IL",0.8216066861974701,0.09007358344519455,0.01567689910935617,0.01075827201379567,0.002557294167213725,0.023838684708164724,0.035488580358805026
"Springfield, MA",0.7942133802866302,0.07977033103477303,0.02536600422299075,0.006092470870483259,0.00564000757612958,0.039785202696540935,0.049132603312452214
"Springfield, MO",0.8224083925819122,0.09879679809078705,0.004350420126286481,0.012051906726992492,0.004186347138666534,0.019887634863023914,0.038318500472331325
"Springfield, OH",0.821284050100727,0.10666549881755277,0.00802312341245511,0.004975037225190505,0.0031006393973898572,0.027783130419549794,0.028168520627134975
"State College, PA",0.6898137885169585,0.10269341609399246,0.04030425626246952,0.010308135668366216,0.019286189315007758,0.09339669696297938,0.04419751718022611
"Staunton-Waynesboro, VA",0.8480170544345206,0.07005550042268534,0.002628000147020987,0.0166501268056015,0.0011761678979674349,0.025544896533980226,0.035928253758223984
"Stockton-Lodi, CA",0.7637310677134151,0.14808087782764676,0.0135997238025188,0.010090965040003603,0.005670304267551299,0.01898107146609826,0.03984598988276618
"Sumter, SC",0.8345704948646125,0.11162464985994398,0.0030112044817927172,0.011274509803921568,0.002380952380952381,0.019211017740429506,0.017927170868347338
"Syracuse, NY",0.8013814613773116,0.08268019570702845,0.022385162676447554,0.008821541159383429,0.0038184288554083813,0.04594496911121969,0.034968241113200856
"Tallahassee, FL",0.822535678136154,0.09519891559775306,0.015094026908802481,0.010867699374337786,0.0043743081904333465,0.020030661591916705,0.03189871020060258
"Tampa-St. Petersburg-Clearwater, FL",0.8069139563626415,0.08913388172085655,0.013570203504489273,0.014322125194556702,0.00787291956866081,0.015079712602417967,0.05310720104637714
"Terre Haute, IN",0.8423646672798912,0.0862724639272917,0.008278532105053612,0.008813959554634192,0.004544268866953144,0.02906410027595107,0.020662007990225016
"Texarkana, TX-AR",0.8498938969527204,0.10584839996604703,0.0038197097020626434,0.014769544181308887,0.0009167303284950344,0.009354044648162295,0.015397674221203634
"The Villages, FL",0.7472663307026719,0.08205762099458021,0.008414947228297043,0.0647523057906247,0.002424645811543216,0.015308548065037559,0.0797756014072454
"Toledo, OH",0.848098597799077,0.07780514140338421,0.010534995858478287,0.008013104957993136,0.003172701455449059,0.026095284581706308,0.026280173943911963
"Topeka, KS",0.8236692232450568,0.10809847245202987,0.005841431196350705,0.008446764359042335,0.0024682103646552277,0.019142342605881654,0.032333555776983484
"Trenton, NJ",0.7091864185174686,0.10290825152007775,0.07825146222512772,0.014451586029747821,0.007075376186701995,0.036221529276321496,0.05190537624455462
"Tucson, AZ",0.7654035346487644,0.09891762528288518,0.026373695233550484,0.020126722918338672,0.017911843459357323,0.023792480978306715,0.04747409747879717
"Tulsa, OK",0.8304965158395999,0.10094182647226461,0.00572726102704591,0.01096039640368457,0.002093713802423284,0.013132251006637372,0.036648035448344336
"Tuscaloosa, AL",0.8550835066619988,0.0921456372660063,0.005848555365637678,0.005395498259848843,0.003840688646800799,0.014487530632838403,0.02319858316686917
"Tyler, TX",0.8247627006063722,0.10207623577810632,0.003192560690792998,0.023879925435495275,0.0009534828908744188,0.0136380193267768,0.03149707527158192
"Urban Honolulu, HI",0.6419132708288231,0.1465927825609086,0.08415210911089277,0.0286203766923679,0.011715432396875884,0.05237805791936585,0.03462797049076587
"Utica-Rome, NY",0.8199211030197704,0.08429519466637958,0.010158178448666979,0.007858938966341902,0.0018916819821136086,0.04060964450220312,0.03526525841452443
"Valdosta, GA",0.8297159630492964,0.09185875852542519,0.0033842700509367175,0.022394889061555727,0.00574980574980575,0.01522921522921523,0.031667098333765
