Geographic Area Name,ms_cara,ms_carp,ms_pt,ms_taxi,ms_bike,ms_walk,ms_wfh
"Chambersburg-Waynesboro, PA",0.8274080914180181,0.10043573613435679,0.002207537369423443,0.006723610550008657,0.0024672476481791424,0.024109770877820742,0.03664800600219311
"Champaign-Urbana, IL",0.6979535961248201,0.08871845273614377,0.05881217311944961,0.004905402085015269,0.0236407034293938,0.07428305661834392,0.051686615886833515
"Charleston, WV",0.8070296420462985,0.11736934795985486,0.01645483672473424,0.005272761993676929,0.0023128010354558763,0.027711175709223622,0.02384943453075601
"Charleston-North Charleston, SC",0.8067966850523824,0.08828209554235818,0.014735144515405063,0.01001352101275758,0.008774861340634476,0.028225497380112152,0.043172195156350124
"Charlotte-Concord-Gastonia, NC-SC",0.8054368467655374,0.09914691007583759,0.017983314020417595,0.010183173752656118,0.0015735043878754749,0.014303895135138214,0.05137235586253759
"Charlottesville, VA",0.7448875154998327,0.09966146397149998,0.02825398075068396,0.013502076485523649,0.008404353730785128,0.04197256283582971,0.06331804672584486
"Chattanooga, TN-GA",0.8380691315103296,0.08741308417463395,0.006188573911880725,0.009389416326803504,0.0016004212074613893,0.018874941498963696,0.038464431369927124
"Cheyenne, WY",0.8258549701705739,0.09314343332493068,0.004642467019578187,0.01705739013528275,0.0021006638097638853,0.0213007310310058,0.0359003445088648
"Chicago-Naperville-Elgin, IL-IN-WI",0.7089850112569406,0.08392438304002549,0.1150752966258135,0.010694093544814206,0.006352389294685711,0.03169724621209379,0.043271580025626734
"Chico, CA",0.7413758700423724,0.11217531133725366,0.011526227449323334,0.010810239797175956,0.027958730941230324,0.03570548258741505,0.060448137845229295
"Cincinnati, OH-KY-IN",0.8319716176016713,0.08125356262836772,0.01969637107030153,0.006535632315640579,0.0016577846005985718,0.021122930408233227,0.03776210137518712
"Clarksville, TN-KY",0.8230546195439229,0.09515973147349999,0.006843768774651935,0.01430574058111085,0.001105799789288544,0.03195500178495241,0.027575338052573378
"Cleveland, TN",0.8440104541806434,0.08540324738131007,0.0011935875537628876,0.014323050645154652,0.0016257485646080712,0.02214310703187702,0.031300804642644
"Cleveland-Elyria, OH",0.8246166133170071,0.07279527500672608,0.032315911897856764,0.008520410216865837,0.003667038807905212,0.021973633757941542,0.036111116995697426
"Coeur d'Alene, ID",0.8175407811789173,0.08222850458178982,0.00545915383115617,0.010512120621303698,0.004289335153051277,0.017937219730941704,0.06203288490284006
"College Station-Bryan, TX",0.7630705665703843,0.11853015134094244,0.02540733054768782,0.009525412004449554,0.01589126634697178,0.038718603064210065,0.028856670125354048
"Colorado Springs, CO",0.775441263673181,0.10139286660526614,0.007806487427612571,0.011834319526627219,0.00472174209258021,0.04053065189689759,0.058272668777835254
"Columbia, MO",0.7842953175707,0.10368567454798332,0.007881316643486324,0.009098284654612888,0.010037088548910524,0.04666203059805285,0.038340287436254054
"Columbia, SC",0.8144333872269398,0.07661247008078532,0.007029121828012372,0.02291625925120021,0.0025092202136831002,0.03304954263884031,0.043449998760538865
"Columbus, GA-AL",0.7882409609537285,0.09639642351807809,0.008181051871029894,0.013065598940301652,0.003040611734954993,0.01571484480838125,0.0753605081735256
"Columbus, IN",0.8426364682890263,0.09233528766096431,0.00605038417262335,0.013492892137177737,0.00447085910100929,0.018070837683720184,0.02294327095547881
"Columbus, OH",0.827465380020258,0.0786042268088652,0.016496298681087603,0.00821124845845228,0.004371417539363615,0.021836765471898105,0.04301466302007515
"Corpus Christi, TX",0.8023282214287188,0.11304670891040063,0.01580011971351318,0.02120786806745237,0.0027554748292018412,0.01963920823959215,0.025222398811120973
"Corvallis, OR",0.6424870466321243,0.08261514828026141,0.02411018824693415,0.009841955893456922,0.08058426849272268,0.08605202176686541,0.07430937068763506
"Crestview-Fort Walton Beach-Destin, FL",0.8304422937930791,0.08595554145292365,0.005561725457013415,0.028231706242177447,0.004495213919297689,0.01374125196114725,0.031572267174361415
"Cumberland, MD-WV",0.8111806297370161,0.11783407090899842,0.004018515692558116,0.007553792156264306,0.0006867083778422096,0.0358868711531614,0.022839411974159417
"Dallas-Fort Worth-Arlington, TX",0.8092349766744529,0.10101071615912163,0.014553157479541293,0.014534950336879227,0.0016220052781878746,0.012130665756728089,0.04691352831508904
"Dalton, GA",0.8377164849262347,0.10663043111306168,0.0035785422504304378,0.018196549745113266,0.002278788697208062,0.009925390770061781,0.02167381249789001
"Danville, IL",0.8268530336519005,0.10042648569560751,0.008436322883914951,0.008996669053326278,0.000498085483921178,0.026149487905861843,0.028639915325467735
"Daphne-Fairhope-Foley, AL",0.8407115201986997,0.10031168578177126,0.0017897582000146104,0.009119244161979205,0.004188277692551197,0.01103075462049821,0.03284875934448584
"Davenport-Moline-Rock Island, IA-IL",0.8417725053896764,0.08196776247444791,0.00915965729477341,0.010226422260201288,0.003150028484300124,0.02015683120538856,0.03356679289121232
"Dayton, OH",0.8329991471191266,0.08081187481290279,0.01602681773766288,0.008596587346862698,0.003148881370483544,0.025459341304851255,0.03295735030811028
"Decatur, AL",0.8806119419311487,0.0855874861312956,0.0021252324472989235,0.005016173643992311,0.0005000546934820996,0.007313299892175707,0.01884581126060663
"Decatur, IL",0.8392857142857143,0.08489461358313817,0.01371696219471395,0.011563231850117097,0.0019655403144864503,0.02381649381063901,0.024757443961191034
"Deltona-Daytona Beach-Ormond Beach, FL",0.8171053095473135,0.08260471019602313,0.008395325059935128,0.0198799534621351,0.007192215484416866,0.013710160767169651,0.05111232548300663
"Denver-Aurora-Lakewood, CO",0.7600022399761069,0.09127379974613604,0.043881878593295,0.010306130067945942,0.009117449413872918,0.021296199507205255,0.06412230269543792
"Des Moines-West Des Moines, IA",0.832992821555536,0.08995702057082156,0.009286684849018055,0.006780909182739148,0.0024536398916879284,0.01627287864420918,0.04225604530598812
"Detroit-Warren-Dearborn, MI",0.8413665283297963,0.08651303300113464,0.01615381070161154,0.008183895130264171,0.002347191161656619,0.013019284496248226,0.03241625717928853
"Dothan, AL",0.8736748971867678,0.0802844362885652,0.0033260695033834153,0.013337047171202465,0.0003768453131912244,0.007618829157996494,0.021381875378893387
"Dover, DE",0.8284486809424716,0.09384439820098006,0.01200241659394509,0.009518695039269652,0.002094381419077667,0.019037390078539305,0.03505403772571659
"Dubuque, IA",0.8188887088935688,0.07909444354446785,0.00955775149846104,0.006398833630325612,0.0028754252389437875,0.04104568281224688,0.042139154381986066
"Duluth, MN-WI",0.791353876034714,0.09611857012932962,0.018883048417677618,0.010975290182356295,0.004100319084981425,0.040725725648574906,0.037843170502366165
"Durham-Chapel Hill, NC",0.741510082724864,0.10558038874618232,0.04200966808923768,0.01524645537104832,0.009773265103861168,0.03235775975405028,0.053522380210756254
"East Stroudsburg, PA",0.782206532298893,0.09950330446205,0.0458109273018349,0.006526825663971101,0.0005199567614903603,0.021865550127936728,0.04356690338382387
"Eau Claire, WI",0.8041489004934604,0.07879796866765679,0.007078522493172998,0.010995065395486992,0.006060460882479759,0.036925693479614816,0.055993388588128204
"El Centro, CA",0.7965285673678226,0.10902856736782263,0.011192438885730528,0.018458641273450826,0.00520537237066515,0.0194712905059693,0.04011512222853894
"Elizabethtown-Fort Knox, KY",0.820867821167173,0.10969750490188741,0.003517384861774259,0.011360404723773032,0.00010477316609540346,0.017467183547619405,0.03698492763167742
"Elkhart-Goshen, IN",0.787773505138411,0.13580246913580246,0.004969754210798534,0.01388607794193708,0.016719512469360678,0.018147473520879715,0.0227012075828105
"Elmira, NY",0.841524600068297,0.07257873860621503,0.01715306417294912,0.007197457248680028,0.00325724342640994,0.03309779610706874,0.0251911003703801
"El Paso, TX",0.7925753864601127,0.11277615591567924,0.016738821955694545,0.025186564353780846,0.0013075321686053694,0.021532102324936808,0.029883436821190455
"Erie, PA",0.799215667557592,0.09843928980526918,0.016704849179075984,0.008010372915871198,0.0025375461372024945,0.04108597429044165,0.034006300114547534
"Eugene, OR",0.7057212316604088,0.09984469912913563,0.031243651994993675,0.00855137706658279,0.043661168884782484,0.05012220933508948,0.06085566192900719
"Evansville, IN-KY",0.8562926682445652,0.07805809037801158,0.010042001286032862,0.009193766844978316,0.003413459565211443,0.01576074316281997,0.027239270518380692
"Fairbanks, AK",0.7352964473840549,0.14430274466315499,0.013624301952552577,0.021248366271931562,0.01101033704305121,0.033308249831676504,0.04120955285357836
"Fargo, ND-MN",0.8204125350946948,0.07846605754718512,0.011352018046381798,0.009769713886950453,0.006353559778639706,0.037293691880751066,0.03635242376539704
"Farmington, NM",0.8386018415342209,0.096045197740113,0.002521846226027799,0.010243778468516021,0.003753445545715794,0.01700780012902469,0.031826090356381835
"Fayetteville, NC",0.832900099881507,0.08847268147725369,0.0074011576328703215,0.011247526226650371,0.0020596683437660913,0.030249827843986325,0.027669038593966164
"Fayetteville-Springdale-Rogers, AR-MO",0.8022546136663299,0.11365047144805462,0.0052740560844211455,0.010144855303280879,0.0027729573227368905,0.021780401716333716,0.044122644458842876
"Flagstaff, AZ",0.6834139763623384,0.1194098516697073,0.01938605536606647,0.012580312524787817,0.02938050289521694,0.08241453160942333,0.05341476957245975
"Flint, MI",0.850928059230112,0.08922700561754122,0.01162339175231044,0.0060705687436899735,0.0013008361593621373,0.011972870123482358,0.028877268373501772
"Florence, SC",0.84571533203125,0.09302978515625,0.0026611328125,0.00947265625,0.00198974609375,0.01324462890625,0.03388671875
"Florence-Muscle Shoals, AL",0.880355068856811,0.07957524473203915,0.0024058403849344617,0.006952049112327858,0.0013771362203417953,0.012958354073336651,0.016376306620209058
"Fond du Lac, WI",0.8146610005794862,0.09459146223681669,0.00320649024531582,0.010314854162642457,0.006953834266949971,0.033281823449874445,0.03699053505891443
"Fort Collins, CO",0.7589321724656701,0.08481162574821549,0.009685989564994718,0.012041868058000704,0.03845587529208412,0.025933868954258827,0.07013859991677603
"Fort Smith, AR-OK",0.8399254357678614,0.10738486275410589,0.002729899020240125,0.0100891413628292,0.0010689895839775248,0.015213223666192542,0.023588447844793314
"Fort Wayne, IN",0.8514267413269417,0.0781608364154803,0.0065035022831993715,0.008316631196148522,0.0031303593197925493,0.012376800214889353,0.04008512924354815
"Fresno, CA",0.7699954914976451,0.12497341684932245,0.012640819810189215,0.023648370842749677,0.008231561217806032,0.020554800987900766,0.03995553879438677
"Gadsden, AL",0.8653860870896151,0.08849264049386495,0.003163184612637433,0.0037243947858473,0.0001530573199663274,0.0035968470192086935,0.035483788678860234
"Gainesville, FL",0.7383218577021736,0.09813352234372891,0.0427298501417578,0.016403402187120292,0.030612933711354123,0.030756379100850547,0.043042054813014714
"Gainesville, GA",0.7896741692929995,0.1349231952750825,0.0027669553564781497,0.021961932650073207,0.0005583542199171154,0.010385388490458346,0.03973000471499119
"Gettysburg, PA",0.8248401863316461,0.08304261025630684,0.00477928572868983,0.00901409586803525,0.0022988969327875134,0.03940390005848071,0.03662102482405372
"Glens Falls, NY",0.8017063742102485,0.09863592241276545,0.005500587524054427,0.009366325505355835,0.0031504913063469626,0.033684712453806984,0.047955586587421876
"Goldsboro, NC",0.815484116416207,0.13677002092448165,0.004774586265931139,0.006828989918204299,0.001959292372075328,0.012326421913638957,0.02185657218946167
"Grand Forks, ND-MN",0.8061184173392787,0.08144719760681832,0.010103290624823616,0.010159733589208105,0.00707418486952268,0.041466764501138266,0.043630411469210366
"Grand Island, NE",0.8059263466818138,0.11007762946132728,0.008709646880621036,0.0066269052352551355,0.004757171258165294,0.020188393448830826,0.04371390703398656
"Grand Junction, CO",0.7865071552964337,0.10038615885515258,0.003876732036041493,0.01568864995835542,0.014719466949345044,0.028257742106458695,0.05056409479821307
"Grand Rapids-Wyoming, MI",0.8256568963969548,0.0882295108595757,0.014116807229173167,0.007824622447540192,0.004682804638776444,0.020199537490221894,0.03928982093775781
"Grants Pass, OR",0.8161982515714182,0.07665631096019074,0.003612455747417094,0.012354598656166463,0.007333285167256701,0.020952243335019147,0.0628928545625316
"Great Falls, MT",0.7956043392403764,0.11243043623214423,0.009104198189418614,0.0071038391506167775,0.005154771369220116,0.038263278024260765,0.03233913779396302
"Greeley, CO",0.7895285335746138,0.11305176759516578,0.006180120209397014,0.012384476184321076,0.005978155496671621,0.02234537581593744,0.05053157112389323
"Green Bay, WI",0.8302320773246498,0.0808006409262418,0.0069519822194655505,0.01223703933426371,0.0037021243603659482,0.02533984597095157,0.04073628986406161
"Greensboro-High Point, NC",0.8307472845719416,0.09659330220031911,0.009979371047526523,0.007950293755053479,0.0014541720596056827,0.01468006677508908,0.038595509590464566
"Greenville, NC",0.8294994944388271,0.09840748230535895,0.010439838220424671,0.007292719919110212,0.0037158746208291204,0.02358442871587462,0.027060161779575327
"Greenville-Anderson-Mauldin, SC",0.8490943030594985,0.08423337365951926,0.004518904952457069,0.010121690196357506,0.0013959064359497912,0.018606611669777805,0.03202921002644011
"Guayama, PR",0.8211011692375254,0.1114343744853708,0.014601745622221003,0.011582587692814405,0.002195751221386617,0.028380084536422025,0.010704287204259757
"Gulfport-Biloxi-Pascagoula, MS",0.8227883778782643,0.10908299939953188,0.006801220543362376,0.011549820472286558,0.0018994399715696727,0.02827714667352916,0.019600995061456072
"Hagerstown-Martinsburg, MD-WV",0.8228473341273733,0.10185314930287956,0.011665382190149233,0.008144748826455545,0.0011034820990681706,0.01755062005184614,0.036835283402227983
"Hammond, LA",0.7921166517213146,0.12688603844204452,0.005224375219306796,0.028461148582790752,0.003158017856446645,0.01337284104643456,0.030780927131662052
"Hanford-Corcoran, CA",0.761354960055122,0.14985381478239818,0.014376431590904858,0.01311011378237956,0.003426507011303749,0.027020987355444236,0.030857185422447347
"Harrisburg-Carlisle, PA",0.8140184771182802,0.09145655360289001,0.015190323201516072,0.007250936440489762,0.002664968982722118,0.03457797255081948,0.034840768103282356
"Harrisonburg, VA",0.7899158254803984,0.08559978537174284,0.013783158388946644,0.008283309299439955,0.007327542841812268,0.05050471176095778,0.0445856668567021
"Hartford-West Hartford-East Hartford, CT",0.813653164672805,0.0786596640008406,0.03131710111327473,0.009929481867128992,0.0023675518293871313,0.027229388148005036,0.0368436483685585
"Hattiesburg, MS",0.8218757986199847,0.0926558906210069,0.003881293125479172,0.03609762330692563,0.006580628673651929,0.020332864809608997,0.018575900843342704
"Hickory-Lenoir-Morganton, NC",0.8567725845308124,0.08927393924358062,0.001364505872598241,0.009022713473352963,0.001096827687064615,0.010184828522742852,0.03228460066984834
"Hilton Head Island-Bluffton-Beaufort, SC",0.7550595132977784,0.12508977030574883,0.004132377353159326,0.02133295659237806,0.007829147976783338,0.025112139299968212,0.061444095174183824
"Hinesville, GA",0.8270968117969342,0.08789415398962523,0.0030308328961939734,0.028151774785801713,0.0030016902721921083,0.030978609313982632,0.019846126945270152
"Homosassa Springs, FL",0.8283402886251836,0.08586482642855478,0.0016086540927424055,0.01594665796283776,0.004056605973002588,0.010701046790851654,0.053481920126827225
"Hot Springs, AR",0.7802515161857754,0.14261335293654337,0.004305705059203444,0.009661582084066266,0.003964399170364147,0.013757252750137835,0.04544619181390953
"Houma-Thibodaux, LA",0.8029640210695473,0.11657441299883939,0.0037719846442281937,0.03904785287027944,0.002499776805642353,0.014797785911972146,0.020344165699491115
"Houston-The Woodlands-Sugar Land, TX",0.7992727458052157,0.11052420666669459,0.0238582939930493,0.015402401886658094,0.003163978123032113,0.013482861319739118,0.034295512205611105
"Huntington-Ashland, WV-KY-OH",0.8552902910350986,0.08570193527356733,0.004485639575671252,0.01001296796275431,0.001289709956986047,0.021641616530963668,0.021577839664958864
"Huntsville, AL",0.8674243193308022,0.07639636164294561,0.0035074005644326234,0.012065254908330457,0.0010557732523907174,0.010486670862688566,0.029064219438409842
"Idaho Falls, ID",0.7794832041343669,0.12339362618432385,0.023669250645994833,0.010542635658914728,0.0065116279069767444,0.019207579672695953,0.03719207579672696
"Indianapolis-Carmel-Anderson, IN",0.8377383042055675,0.08734443818995945,0.010581922465851067,0.008332528392216165,0.003078760990221908,0.015804602486768432,0.03711944326941546
"Iowa City, IA",0.6810134843770032,0.09419251075137233,0.05435707376198967,0.0171322681025139,0.021619290700791348,0.08897124809155857,0.04271412421477105
"Ithaca, NY",0.6208599954144695,0.08645809450361631,0.06528128061362737,0.00696166913312629,0.010921900077120288,0.14871709360735352,0.060799966650686786
"Jackson, MI",0.8271350507416081,0.10165495706479313,0.0042622950819672135,0.008149882903981265,0.005277127244340359,0.020171740827478534,0.033348946135831385
"Jackson, MS",0.856209229919911,0.09240473957889353,0.0032149250459709926,0.011069571465104669,0.0006981907928118822,0.010099411002999785,0.02630393219430812
"Jackson, TN",0.8502265109940702,0.06966594232256638,0.008102832308202277,0.015321719273691577,0.0019152149092114472,0.012080586350410667,0.042687193841847444
"Jacksonville, FL",0.810730421626016,0.09688897778394308,0.011860500002419522,0.013671915955461427,0.0055278027347057945,0.012068578949830391,0.04925180294762379
"Jacksonville, NC",0.7345792275455884,0.13416015403782988,0.0036244195265601993,0.011734058217238646,0.0028655566881866574,0.05216898856042587,0.06086759542417035
"Janesville-Beloit, WI",0.8159833896511013,0.10110057132000706,0.006228880837031307,0.00860372647206503,0.0027005387506954903,0.02274423591038011,0.042638657058719755
"Jefferson City, MO",0.8160030304354794,0.12082404533997698,0.0016609117531360637,0.011990617305534915,0.0013403849235834899,0.015341579614493641,0.032839430627795506
"Johnson City, TN",0.8502919050460379,0.07356709136218455,0.004785136826834205,0.015256279760860155,0.0025622126285493665,0.012998256759444504,0.04053911761608929
"Johnstown, PA",0.8292543418726384,0.08754809858910806,0.011942316358720144,0.014750233993136201,0.000485319097306479,0.03145907720040212,0.024560612888688597
"Jonesboro, AR",0.8421251654377009,0.09228587634713556,0.0019663452448477974,0.011401020986954056,0.000737379466817924,0.013877859708829647,0.03760635280771412
"Joplin, MO",0.8271420995479684,0.09910603803126342,0.0026263289477006994,0.013409429531048764,0.0022601580848001213,0.016086264804666784,0.039369681052551835
"Kahului-Wailuku-Lahaina, HI",0.7047736411985991,0.13848748216370477,0.024607601504734726,0.020469581009210015,0.009962381631858867,0.038072382929043976,0.06362692956284861
