msa,auto_commuters,annual_excess_fuel_consumed_commuters,Annual Hours of Delay (Person Hours),AHD per Auto Commuter,tti,ahd_truck,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km,builing_area_sqkm,area_sqkm,ms_cara,ms_carp,ms_pt,ms_taxi,ms_bike,ms_walk,ms_wfh,unemp,med_hh_inc_dol,households
"Dothan, AL",47,1298,2901,33,1.11,131,12672,33332,5.260732323232324,12721966.378,381.6742583103324,2.794270833333333,10373,6554041.934000014,17654,371.2496847173453,1.0557697262996624,0.0082134360484875,2.828938075762226,2.315701914447725,2840.092730846832,1463.1454211833127,8.589296021024984,4479.419365369343,0.876779359430605,0.0759687623566627,0.0003130354553842,0.0122742849611177,0.0011203374192698,0.0066396467642019,0.0269045736127586,6.2,46351,56324
"Dover, DE",67,1219,2777,22,1.09,120,8018,19869,4.956098777750063,5535471.314999995,278.5983851728821,2.714018458468446,6271,2941284.628999995,10857,270.9113593994653,1.070956152034814,0.008842221608179,3.8795604633776737,3.0342633656574445,2678.373117963981,1423.1593362694998,3.922292185304984,2066.728969863577,0.8239360846927292,0.0924347922876188,0.010660796220488,0.0080141484348912,0.0026219127595631,0.0214081650320936,0.0409241005726158,5.4,60910,65796
"Dubuque, IA",42,573,1214,14,1.09,61,5437,13784,5.070443259150267,4594720.732999966,333.3372557312801,2.6952363435718225,4122,2450874.3480000054,7296,335.9202779605271,1.0622299027511208,0.0041118421052631,3.409677477261341,2.5850083798549286,2881.463269747232,1537.0040581153562,4.178573826110598,1594.5789700810672,0.831218553931886,0.0775753202237055,0.0100426964940766,0.0066750856936676,0.0026259346122236,0.0320524385110349,0.0398099705334054,3.9,63031,38210
"Duluth, MN-WI",72,875,2093,16,1.07,78,28903,71903,4.97546967442826,36662407.82899959,509.8870398870643,2.5695256547763208,20073,18848106.965000063,37074,508.3915133247036,1.0725604698667943,0.0068241894589199,0.9924373578627826,0.6892431610690806,1258.870814749339,647.1842188374831,8.146157436492848,29123.248707850653,0.8005119307101067,0.0845115865550074,0.0181613513823563,0.0082525524836526,0.0047249627165309,0.04078954915682,0.0430480669955259,4.2,56573,123623
"Durham-Chapel Hill, NC",218,4613,12999,35,1.17,364,32806,76735,4.678107663232336,22182975.86000006,289.0855002280584,2.50268243613973,22928,11684310.672999956,41017,284.8650723602398,1.072837750040004,0.0094838725406538,5.393155488282181,3.769257728322071,3646.77918691064,1920.846925345479,40.13910270028983,6082.895268137228,0.7648144065158746,0.0867367451753475,0.0343886179705333,0.0124798972815936,0.0068932869890018,0.0280951701597841,0.0665918759078647,4.5,62289,245658
"East Stroudsburg, PA",33,640,1480,9,1.05,91,12393,30460,4.915678205438554,8053570.425999955,264.39824116874445,2.5343338981683208,9000,4182698.774000016,15674,266.8558615541671,1.1075828513659605,0.0082301901237718,7.752217707371451,5.629787732295898,5037.765776163955,2616.41180508382,4.47333745361677,1598.6393142978568,0.7818237493142121,0.1006545287520573,0.0436990443625043,0.011266060196231,0.0,0.0157954501958482,0.0467611671791469,6.5,63934,57098
"Eau Claire, WI",62,611,1549,14,1.06,82,11281,29158,5.169399875897527,12205034.133999957,418.58269202277097,2.798244836450669,8991,6422259.365999977,15721,408.51468519814114,1.0553096168631508,0.0062973093314674,2.583438416172636,2.05901026503042,2795.049556996172,1470.748299330632,4.936017032504212,4366.661086008314,0.8121801668894933,0.0771287630814623,0.004137660780969,0.0073532801622792,0.0071919229173389,0.0292402378866811,0.0627679682817758,3.4,59584,66582
"El Centro, CA",68,844,1754,14,1.12,83,8682,24590,5.6645934116563,10563912.63200002,429.6019777145189,2.9349228288412808,7203,5633911.167999993,12728,442.639155248271,1.0395437387745634,0.0019641734758013,0.7478631974235002,0.6204628669709136,909.9702232515592,485.30232896803057,2.804135231507997,11609.075068690076,0.8078122103702206,0.0897157204725072,0.0093524088772054,0.0190755438720657,0.0031343208129012,0.0252936319363699,0.0456161636587297,14.2,47622,44829
"El Paso, TX",419,10965,24967,45,1.16,1233,36058,94407,5.2363969160796495,27296013.37999995,289.1312442933252,2.901575239891286,30026,14781606.420000097,52297,282.64731093561954,1.0669891709963886,0.0018739124615178,2.495141926027811,2.077739516082729,1888.8298684856056,1022.8577822559236,15.667358756910556,14451.28215908873,0.8070963389279764,0.1057318701895937,0.0137190378498946,0.0210219058502801,0.0014374423439672,0.0160789767172892,0.0349144281209985,6.1,46795,269288
"Elizabethtown-Fort Knox, KY",46,644,1496,16,1.09,63,9789,23366,4.77392992134028,8848936.064000007,378.7099231361811,2.500255388701604,6822,4643347.918000022,12207,380.384035225692,1.0888678119430135,0.012124191037929,3.109947092763118,2.1673367112912443,2811.290528785732,1475.1829970652616,2.8226586483798632,3147.641972038404,0.83320457692588,0.1019604985059398,0.0030464251876685,0.0116172290649369,0.0005101668974564,0.0192260039355732,0.030435099482545,5.7,54132,58072
"Elkhart-Goshen, IN",83,1036,2252,14,1.07,133,8987,23967,5.333704239456994,6075715.036000023,253.50336028706232,2.766440413931234,7078,3150972.786999984,12389,254.3363295665497,1.048368062175748,0.0074259423682298,7.427976354558543,5.850140941088835,5021.727787297649,2604.356443272873,14.399989080850016,1209.8853807584735,0.778795231564511,0.1400147694904525,0.0027956535499525,0.0125751661567675,0.0116151492773499,0.0168161198438653,0.0373879101171009,4.5,57021,71718
"Elmira, NY",40,424,974,13,1.05,47,4060,10714,5.277832512315271,3643954.3709999816,340.1114775994009,2.774137931034483,3262,1904628.6559999983,5590,340.7206898032197,1.07694694993006,0.0076923076923076,3.814104917288192,3.064436019752237,3423.257213006116,1789.274266615171,9.168683254876523,1064.469931489624,0.8222912071453857,0.0886093184108052,0.0218936361408381,0.0068894153527761,0.0047926367671486,0.0338752280587098,0.0216485581243362,5.6,54940,33989
"Erie, PA",113,1551,3547,17,1.08,121,10375,28802,5.5521927710843375,8667464.752999946,300.9327391500572,2.9624096385542167,9018,4579331.558999989,15415,297.0698384041511,1.0461211813043014,0.0112228349010703,2.578015946788234,2.240823885121571,2153.721672429765,1137.8881720224192,13.180903809326756,4024.4126545941153,0.7908637660713713,0.1064638173715091,0.0184520183397992,0.0083523036968161,0.0034146654269133,0.0351325787938055,0.0373208502997851,5.4,51529,110318
"Evansville, IN-KY",135,2061,4685,18,1.09,187,17940,46366,5.169007803790413,14054670.461000016,303.1244977138424,2.692586399108138,13613,7387666.107,24107,306.4531508275605,1.0672652342216498,0.0061807773675695,4.585646871960378,3.479621564548307,3592.5170365617973,1888.3627633585425,5.695687476452109,3912.207045356416,0.8645941762083967,0.0695945765607067,0.0105759735233672,0.0107294419088798,0.001000880775082,0.0195972455761069,0.0239077054474604,4.3,54063,128919
"Fargo, ND-MN",117,1826,4052,21,1.16,111,11470,32019,5.58308631211857,16722478.055999894,522.2673430150815,3.062772449869224,10011,8791460.622999992,17517,501.881636296169,1.0326496250228017,0.0033681566478278,1.5672025078137894,1.3678521626611897,2284.874415538282,1201.2205000620547,20.91615428873188,7318.773383026537,0.8216071950862825,0.0859827434922492,0.0076923076923076,0.0078677976016379,0.0048625329043579,0.0277712781515062,0.0442161450716583,2.7,64666,100207
"Farmington, NM",32,597,1154,14,1.09,38,15227,36902,4.846916661193932,19478288.10400015,527.8382771665533,2.51796151572864,10724,10051603.546999956,19159,524.6413459470723,1.1048708104874274,0.0065765436609426,1.0572708805941986,0.7446097670908377,1352.4546408474253,697.9226199199064,6.130189814553781,14402.174768534482,0.8397016567830287,0.1018727965600864,0.003321717511361,0.0057875323510831,0.0005094658759756,0.0171791893378981,0.0316276415805669,8.7,50518,43387
"Fayetteville, NC",185,2807,7829,23,1.1,241,28238,67345,4.769813726184574,17358309.256999783,257.75201213155816,2.516077625894185,19787,9147120.94599997,35489,257.7452434838956,1.0669379118327516,0.0083969680746146,6.586184242052586,4.615087031570739,4048.623234546622,2133.459304295423,21.41226171990703,4287.459773703448,0.8128740044641694,0.0922450255777799,0.0040168839402808,0.0137572846733079,0.0010248482269257,0.0423401280191768,0.0337418250983593,8.2,48459,188642
"Fayetteville-Springdale-Rogers, AR",195,4680,10490,32,1.14,419,33165,81981,4.943826322930801,24540541.436000705,299.34425581538045,2.534328358208956,23962,12564657.411999945,42007,299.1086583664614,1.1168054958859968,0.0091889446996929,4.796263445605359,3.465341917189676,3549.0095529882046,1817.0784577635984,23.323080301797315,6914.7577851228925,0.8201725579782568,0.1089236543129296,0.0036510494217472,0.0056785036816448,0.0035980174189732,0.0155220592734615,0.0424541579129867,3.5,57603,190853
"Flagstaff, AZ",46,681,1467,17,1.08,87,13528,33471,4.948403311649911,26433157.605000112,789.7331303217744,2.56785925487877,9897,13537895.313000036,17351,780.2371801625287,1.1344376227701558,0.0087603019998847,0.2801509281128372,0.2049566628868088,547.4034325838027,280.3558498396946,9.565052256143382,48288.25694466837,0.6886349381186225,0.1190508972417274,0.0162008352838588,0.0137990117337494,0.0194440619884651,0.0899230498569614,0.0529472057766151,7.6,59460,47447
"Flint, MI",189,2274,5663,15,1.05,213,15691,41778,5.325090816391562,9751182.480000012,233.40472210254228,2.800395130966796,12516,5125076.81100002,21930,233.7016329685372,1.054887953049439,0.0067487460100319,9.323495708183843,7.436930232848702,5794.092664712102,3045.289124432556,10.821735258213392,1682.952455936348,0.8377564542464327,0.0929624458695189,0.014488038051066,0.0055905250952459,0.0013429092027733,0.0108260962161906,0.0370335313187723,9.3,48588,167902
"Florence-Muscle Shoals, AL",48,1122,2481,29,1.12,84,13582,34548,5.087321454866736,10566238.33899984,305.8422582783328,2.6568988366956265,10233,5457207.193999982,18026,302.7408850549197,1.0781526480737442,0.0120381670919782,3.9077865098937976,2.9442187715905783,3040.097455563704,1570.1369941399291,16.480357988110427,3475.6248750060604,0.8880690586419753,0.0712287808641975,0.0004018775720164,0.0061567644032921,0.0014789094650205,0.0105452674897119,0.022119341563786,4.6,48084,60351
"Florence, SC",56,1321,3186,31,1.12,147,16532,41184,4.982337285264941,13118633.103000036,318.5371285693482,2.570529881442052,12123,6751439.017000021,21200,318.4641045754728,1.0655815308998535,0.0056603773584905,4.65589146215412,3.4141889786894746,3694.588184090871,1901.401359575648,3.412404333596416,3550.770058619712,0.8526376744455383,0.0834211593027969,0.0026058254676009,0.0110486999826278,0.0018067056575366,0.0104233018704036,0.0380566332734958,7.3,44114,78672
"Fond du Lac, WI",34,350,786,10,1.04,34,5686,14590,5.131902919451284,5834534.020999979,399.8995216586689,2.750791417516708,4480,3044246.369999999,7751,392.75530512191966,1.0428264972065802,0.0117404205908914,2.86657132774034,2.258571851613916,2941.454086409444,1534.743116218714,10.04463915753906,1983.554340677145,0.832794222740437,0.0778575995787414,0.0021627110994094,0.0084251701959604,0.004927220069959,0.032252604656411,0.0415804716590815,3.3,62391,41542
"Fort Collins, CO",170,2671,6704,23,1.11,236,19068,47497,4.98185441577512,11747320.97800008,247.32764128260905,2.6660373400461506,14490,6134766.297000034,25440,241.14647393868057,1.1387130124673095,0.0135613207547169,2.796143632199371,2.1248228042043675,1722.6346102389873,899.6060266618397,21.84953203709301,6819.392172998505,0.7489190257040941,0.0797055075431694,0.0157596870322038,0.0116027356857856,0.0306902097396201,0.0273902470241904,0.0859325872709364,4.7,71881,137021
"Fort Smith, AR-OK",73,1364,3068,23,1.06,84,19351,49116,5.076326804816288,17781111.195000246,362.0227867701003,2.604206500956023,14118,9191933.22200002,25115,365.9937575950634,1.1011775429624866,0.0057734421660362,3.008420184637297,2.194867250618023,2764.356044872045,1429.031959118547,4.617606217463537,6432.279672506254,0.8379715877064764,0.1013346326177715,0.0027896401173177,0.0122285594183791,0.0007738385256943,0.0175594470398288,0.0273422945745321,5.0,44750,97383
"Fort Wayne, IN",183,2890,6291,19,1.09,344,18120,46048,5.082560706401766,12251092.841999924,266.0504873610129,2.7421633554083886,14008,6538892.762000005,24791,263.7607503529509,1.0478737541015914,0.0101649792263321,7.011609966605328,5.420454327384516,4740.61173690805,2530.2519680244304,18.500301577538007,2584.2852192722294,0.8392093499768085,0.0896617106624599,0.0068045241165586,0.0060450678668454,0.0025688989923187,0.0137874439964728,0.0419230043885357,4.8,55341,158807
"Fresno, CA",359,7821,19335,40,1.15,875,35959,95037,5.285853332962541,29716786.128000468,312.6864918715918,2.9045301593481465,29919,15804664.8749999,52211,302.7075688073376,1.0616815934556532,0.0024707437130106,2.308557529564021,1.9207912546796613,1907.8091818526416,1014.6549709229132,11.421791111822245,15576.393284334124,0.7851317575166356,0.1217395479783365,0.0111400620184033,0.0154843829371046,0.0049306399723014,0.0160808109399048,0.0454927986373136,8.7,53969,307906
"Gadsden, AL",38,906,2013,30,1.11,102,7800,20157,5.168461538461538,6137888.248999969,304.504055613433,2.6964102564102563,6013,3176710.941999987,10470,303.4107872015269,1.0840144122931237,0.0054441260744985,5.49071837366803,4.232780715495624,4320.694331321182,2236.208350906616,0.7558703464167963,1420.5791426868016,0.8685021178282634,0.0814401232190989,0.0008904505198305,0.0071236041586445,0.0008904505198305,0.0099634193299961,0.0311898344243357,5.5,44637,38942
"Gainesville, FL",116,2727,5843,28,1.17,179,22560,55964,4.961347517730497,16833001.658000037,300.78267561289465,2.691932624113475,17239,8895231.61500005,30399,292.6159286489704,1.0657254802452036,0.0057238724958057,3.1833505923102448,2.432525747377496,2375.236959146886,1255.1702495721288,13.202703040700046,7086.872572093163,0.7481698490383952,0.1069897290962983,0.0302543599641552,0.0166471358654442,0.0190528710277796,0.0281863927759012,0.0506996622320259,5.3,46843,120833
"Gainesville, GA",85,1599,3636,25,1.09,161,9523,21807,4.579859288039484,5672624.003999963,260.128582748657,2.472330148062585,6572,3008765.959000008,11737,256.34880795774114,1.1011332082025729,0.0089460679901167,8.557506529704918,5.905694939958072,5097.502567971284,2703.7209220304994,13.346600718551818,1112.8241581754744,0.806236442516269,0.1164859002169197,0.0026681127982646,0.0171258134490238,0.0009002169197396,0.0110954446854663,0.0454880694143167,3.6,62984,64352
"Glens Falls, NY",37,676,1580,22,1.05,53,9435,23446,4.970005299417064,9944977.48900004,424.1652089482231,2.5225225225225225,6867,5047179.59600001,11870,425.2046837405232,1.085326395612382,0.0152485256950294,2.050563435286036,1.4924450567153371,2161.3998096116816,1096.932902053987,3.710902716089719,4601.174407795826,0.8195539045897964,0.0863745126583337,0.0079815270317755,0.0087846995632749,0.0047019058614862,0.0293659956829476,0.0432374546123855,4.4,59395,52029
"Goldsboro, NC",36,570,1336,19,1.08,42,7027,17508,4.983065319481998,5292363.476000013,302.2825837331513,2.591859968692188,5082,2778924.612000001,9060,306.72457086092726,1.0587110669958777,0.0059602649006622,4.86451166198291,3.5180657842887646,3663.6920234032254,1923.7386057841663,2.725438508610268,1444.5437668322086,0.8161258057346077,0.1281025413054753,0.0047788397421649,0.0042602059716974,0.0013336296954878,0.0172075275987256,0.0281914499518411,6.6,44416,48343
"Grand Forks, ND-MN",38,1085,2338,23,1.08,65,8330,24585,5.902761104441777,18925593.48100008,769.802460077286,3.0837935174069626,7231,9741103.157000002,12740,764.607783124019,1.023379889848359,0.0040816326530612,0.936303708318854,0.8127745636078791,2127.2633083307924,1094.9136865564942,7.550687359332644,8896.685900087514,0.8096819683081604,0.0882287453148773,0.0090177014138865,0.0080157345901213,0.006011800942591,0.0394849148328199,0.0395591345975433,3.7,55609,43086
"Grand Island, NE",30,314,744,9,1.08,26,6648,19555,5.882972322503009,10495036.793000014,536.6932647916142,3.0934115523465704,5742,5364118.911000001,10204,525.6878587808703,1.025671836402576,0.0032340258722069,1.5811828534233687,1.365696742532639,2496.17512381754,1275.8202234953724,5.736013751179852,4204.447313355711,0.8212090297941353,0.1136833294096105,0.0036098250019618,0.0100708885924298,0.0027989222841298,0.0159564728347589,0.0326715320829736,3.7,57086,29189
"Grand Junction, CO",76,689,1649,12,1.07,70,9597,23405,4.877565906012295,7739567.54399993,330.680091604355,2.6064395123476087,6991,4084635.461000001,12518,326.3009634925708,1.1452348159154229,0.0065505671832561,1.1080179793758886,0.8071432420357235,893.5688226889666,471.5900312581351,16.351048409629524,8661.411798936408,0.7890799867146095,0.0817917948273621,0.0032635850337188,0.0191916128752761,0.007523574347644,0.0274949818769946,0.0716544643243945,6.7,55379,61742
"Grand Rapids-Kentwood, MI",330,7101,17240,41,1.12,661,41944,107024,5.10318519931337,32135680.93799998,300.26611730079213,2.671848178523746,31834,16702068.583999902,55934,298.6031498551847,1.048117841857874,0.0104587549612042,5.891117929886476,4.471148392618875,4513.520078270139,2345.838634879731,32.66899142685971,7119.871049807397,0.8186851002287225,0.0908045261786373,0.0141890910873652,0.0074179248289295,0.0047724371484546,0.0221896643077891,0.0419412562201015,4.1,63302,391233
"Grants Pass, OR",31,541,1192,13,1.05,74,4109,9556,4.651253346312972,4238863.337999988,443.5813455420666,2.392796300803115,2656,2178707.334999996,4907,443.9998644793144,1.1974960273504276,0.0050947625840635,0.9674748184302244,0.6253621605623452,998.0514816943476,512.9823517502359,0.6352964756462866,4247.138966021932,0.7882229766172785,0.0886132174244106,0.0031726894888797,0.0145309178590691,0.0132301151686284,0.0346140423236777,0.0576160411180557,8.6,45616,36367
"Great Falls, MT",38,426,960,13,1.11,32,5315,14237,5.357290686735654,7669220.701999953,538.6823559738676,2.8421448730009407,4193,3997783.119000011,7527,531.1256966919107,1.103694774089626,0.0042513617643151,0.7569548888937244,0.5971612133831395,1092.2397186046708,569.3586973967753,7.778645124130766,7021.554491533537,0.8045768722980144,0.1060602138289885,0.0076626368790287,0.0096818452457997,0.0041160785938025,0.0283983535685624,0.0395039995858034,3.9,49913,34329
"Greeley, CO",79,1307,3312,26,1.16,134,16341,43636,5.3406768251636985,17376604.663000003,398.21717533687786,2.7972584297166634,12939,8990505.50099997,22773,394.7879287313912,1.0411843205024556,0.004127695077504,1.5716070505109505,1.2444173322661518,1671.2070498936575,864.6681251471168,7.562240653788544,10397.637243156503,0.8039688353199707,0.0964706665778784,0.0053805686888193,0.0099154291802623,0.0034893787041353,0.018645535060265,0.0621295864686688,4.1,74150,104671
"Green Bay, WI",121,1581,3703,16,1.06,205,17131,43524,5.081314575915008,16453309.239999885,378.02842661519816,2.7656879341544567,13376,8662869.99800004,23605,366.9930098707918,1.0527878802298478,0.0047447574666384,3.47316765471789,2.7118726606448247,3335.77149410067,1756.3247839635617,41.59181210213494,4932.38498773002,0.8381136818807849,0.0793343397225012,0.0066457770747755,0.0090454739551695,0.0021110115413992,0.0180548622429648,0.0466948535824046,2.9,62405,129648
"Greensboro-High Point, NC",172,3173,7697,36,1.13,339,38566,92562,4.80018669294197,25100065.053000204,271.17029723860986,2.5608048540164914,27809,13458374.257999966,49325,272.8509732995432,1.0652980260673564,0.0089812468322351,7.37473187929401,5.317738910731918,4799.726440873155,2573.5596557574604,41.19352117518597,5229.478255105318,0.826874349802625,0.0901626027846261,0.0093257898562084,0.0089239144375881,0.0014849439227031,0.0140086360462299,0.0492197631500192,5.5,50891,297916
"Greenville, NC",74,1942,4259,31,1.16,130,8731,21628,4.954300767380598,5788576.553999923,267.6427110227447,2.5997022105142595,6419,3058944.0040000025,11337,269.8195293287468,1.0565192085809465,0.0063508864779042,5.1416361293055886,3.7801125087633225,3408.859735115937,1801.3946865753192,3.3772731725086524,1698.0976055921676,0.8252998334591376,0.0933467524531828,0.0125564621449025,0.0072726837041563,0.002156644261529,0.0123887231467836,0.046978900830308,8.1,47437,69799
"Greenville-Anderson, SC",245,5500,13331,30,1.15,739,53689,133955,4.9900352027417165,35497650.14900005,264.99682840506176,2.573041032613757,39798,18289621.23999985,69080,264.7600063694245,1.0866922036718476,0.0077156919513607,7.433369907083325,5.510127876512921,4914.734198620739,2532.2416162969485,37.09230470063409,7222.699888625113,0.8290188112520939,0.0952018791997997,0.0039759708878063,0.009095153743959,0.0017665633363498,0.0141300999287598,0.0468115216512313,4.8,54886,343270
"Gulfport-Biloxi, MS",129,2386,5530,24,1.07,160,31469,77164,4.904127871873908,19493610.65299986,252.6257147503999,2.59286917283676,23037,10355694.74800001,40805,253.78494664869527,1.0761575265358918,0.0065433157701262,4.005528900273618,2.932262521071637,2481.242519345153,1318.1236961938978,44.57920086258668,7856.390699827517,0.8503585084700083,0.0837343275369317,0.002582833143364,0.0133858135082173,0.0016676118338676,0.0255756629739639,0.022695242533647,8.5,49068,156897
"Hagerstown-Martinsburg, MD-WV",112,1568,3367,16,1.04,265,14569,34277,4.705470519596403,10447942.099999964,304.8091169005445,2.4911112636419794,10147,5483989.767999978,18096,303.0498324491588,1.1039051580096944,0.0075707338638373,5.521856964818115,3.845856450134492,3959.917760512129,2078.509650313814,8.965994288701829,2638.4240107675246,0.8188477423012972,0.0992345355492724,0.0109494364373338,0.0096928181198231,0.0013102544652092,0.015255652866852,0.0447095602602119,5.8,61138,107441
