msa,Date,Country,Specie,count,min,max,median,variance
Boston,2019-12-18,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-10-21,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-11-26,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-12-07,US,so2,8,1.5,1.5,1.5,0.0
Boston,2019-12-21,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-10-16,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-10-17,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-10-25,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-11-03,US,so2,8,1.5,1.5,1.5,0.0
Boston,2019-10-13,US,so2,8,1.5,1.5,1.5,0.0
Boston,2019-11-22,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-12-14,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-11-24,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-12-01,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-12-10,US,so2,8,1.5,1.5,1.5,0.0
Boston,2019-12-13,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-12-22,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-11-07,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-11-27,US,so2,40,1.5,4.3,1.5,9.05
Boston,2019-11-14,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-11-09,US,so2,4,1.5,1.5,1.5,0.0
Boston,2019-11-28,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-12-06,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-12-26,US,so2,20,1.5,2.9,1.5,4.95
Boston,2019-10-22,US,so2,8,1.5,1.5,1.5,0.0
Boston,2019-11-04,US,so2,8,1.5,1.5,1.5,0.0
Boston,2019-11-10,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-11-25,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-12-08,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-10-14,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-10-15,US,so2,8,1.5,1.5,1.5,0.0
Boston,2019-10-29,US,so2,4,1.5,1.5,1.5,0.0
Boston,2019-11-11,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-12-09,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-12-15,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-12-17,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-10-12,US,so2,8,1.5,1.5,1.5,0.0
Boston,2019-11-02,US,so2,8,1.5,1.5,1.5,0.0
Boston,2019-11-15,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-11-21,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-11-23,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-12-25,US,so2,4,2.9,2.9,2.9,0.0
Boston,2019-11-13,US,so2,4,1.5,1.5,1.5,0.0
Boston,2019-12-04,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-12-16,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-12-19,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-12-20,US,so2,8,1.5,1.5,1.5,0.0
Boston,2019-12-28,US,so2,2,1.5,1.5,1.5,0.0
Boston,2019-10-08,US,so2,8,1.5,1.5,1.5,0.0
Boston,2019-11-06,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-11-12,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-11-19,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-12-03,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-10-19,US,so2,12,1.5,1.5,1.5,0.0
Boston,2019-11-30,US,so2,4,1.5,1.5,1.5,0.0
Boston,2019-12-26,US,no2,112,1.0,38.9,12.1,1319.07
Boston,2019-10-09,US,no2,87,1.0,11.2,5.6,94.72
Boston,2019-12-03,US,no2,94,1.9,29.7,6.5,471.19
Boston,2019-12-09,US,no2,95,1.0,38.9,8.4,1048.07
Boston,2019-11-01,US,no2,85,1.0,12.1,2.8,108.8
Boston,2019-11-08,US,no2,100,1.0,19.5,3.8,190.4
Boston,2019-11-17,US,no2,110,1.0,21.3,11.2,185.84
Boston,2019-12-17,US,no2,116,1.9,41.7,17.6,775.78
Boston,2019-12-18,US,no2,107,1.0,28.8,7.5,490.08
Boston,2019-09-30,US,no2,103,1.0,15.8,3.8,87.79
Boston,2019-10-27,US,no2,86,1.0,24.1,2.8,373.06
Boston,2019-10-28,US,no2,85,1.0,16.7,3.8,194.42
Boston,2019-12-31,US,no2,85,1.0,25.1,7.5,346.65
Boston,2019-12-06,US,no2,102,1.0,32.5,12.1,688.74
Boston,2019-12-07,US,no2,117,1.0,20.4,7.5,257.51
Boston,2019-12-08,US,no2,114,1.9,31.5,10.2,667.7
Boston,2019-12-21,US,no2,109,3.8,36.2,13.9,968.95
Boston,2019-10-31,US,no2,84,1.0,18.6,4.7,202.62
Boston,2019-11-11,US,no2,118,1.9,33.4,12.1,580.58
Boston,2019-11-19,US,no2,120,1.9,30.6,12.1,622.19
Boston,2019-11-07,US,no2,118,2.8,33.4,11.2,737.18
Boston,2019-11-09,US,no2,102,1.0,28.8,4.7,451.14
Boston,2019-11-20,US,no2,117,2.8,23.2,9.3,200.35
Boston,2019-11-23,US,no2,94,1.0,33.4,6.5,710.41
Boston,2019-11-24,US,no2,106,1.0,27.8,5.6,603.91
Boston,2019-10-15,US,no2,102,1.0,28.8,5.6,527.29
Boston,2019-10-19,US,no2,99,1.0,31.5,3.8,602.13
Boston,2019-10-24,US,no2,109,1.9,31.5,8.4,470.97
Boston,2019-12-04,US,no2,120,2.8,42.6,13.0,977.65
Boston,2019-12-22,US,no2,120,4.7,28.8,13.0,357.1
Boston,2019-12-16,US,no2,103,1.0,32.5,6.5,666.53
Boston,2019-12-29,US,no2,92,1.9,22.3,7.5,273.41
Boston,2019-11-06,US,no2,101,1.0,36.2,5.6,834.62
Boston,2019-11-25,US,no2,110,1.0,33.4,6.5,734.83
Boston,2019-11-29,US,no2,105,1.0,13.0,2.8,111.98
Boston,2019-11-03,US,no2,97,1.0,23.2,5.6,362.82
Boston,2019-11-04,US,no2,114,1.9,29.7,5.6,503.59
Boston,2019-11-12,US,no2,104,1.0,27.8,8.4,467.43
Boston,2019-11-28,US,no2,85,1.0,12.1,2.8,60.02
Boston,2019-12-02,US,no2,90,1.0,15.8,5.6,134.36
Boston,2019-10-06,US,no2,85,1.0,22.3,4.7,263.67
Boston,2019-10-14,US,no2,116,1.9,25.1,5.6,436.12
Boston,2019-10-16,US,no2,92,1.0,28.8,3.8,750.3
Boston,2019-12-05,US,no2,106,1.0,31.5,8.4,510.11
Boston,2019-12-23,US,no2,117,3.8,41.7,12.1,769.93
Boston,2019-10-22,US,no2,89,1.0,32.5,7.5,379.23
Boston,2019-12-10,US,no2,109,1.0,17.6,5.6,183.67
Boston,2019-12-11,US,no2,112,1.0,29.7,7.5,560.92
Boston,2019-12-19,US,no2,102,1.0,19.5,3.8,332.75
Boston,2019-10-02,US,no2,99,1.0,25.1,4.7,331.01
Boston,2019-10-07,US,no2,80,1.0,14.9,2.8,150.79
Boston,2019-10-08,US,no2,112,1.0,27.8,6.5,407.92
Boston,2019-11-14,US,no2,116,1.0,38.0,10.2,983.35
Boston,2019-12-25,US,no2,120,1.9,35.2,13.9,796.4
Boston,2019-10-10,US,no2,88,1.0,13.9,2.8,72.29
Boston,2019-10-20,US,no2,120,1.9,25.1,8.4,414.34
Boston,2019-11-10,US,no2,111,1.9,29.7,7.5,764.59
Boston,2019-10-13,US,no2,101,1.0,24.1,5.6,368.02
Boston,2019-11-21,US,no2,98,2.8,35.2,8.4,912.82
Boston,2019-11-05,US,no2,112,1.9,29.7,10.2,770.24
Boston,2019-11-15,US,no2,105,1.9,35.2,11.2,763.51
Boston,2019-11-16,US,no2,116,1.0,25.1,3.8,252.89
Boston,2019-11-22,US,no2,114,1.0,29.7,6.5,440.99
Boston,2019-10-21,US,no2,112,1.0,34.3,6.5,585.86
Boston,2019-10-25,US,no2,103,3.8,36.2,9.3,892.53
Boston,2019-11-02,US,no2,111,1.0,31.5,5.6,530.3
Boston,2019-10-30,US,no2,115,1.0,36.2,6.5,639.71
Boston,2019-11-18,US,no2,103,1.9,24.1,7.5,198.97
Boston,2019-12-01,US,no2,118,1.0,28.8,9.3,648.09
Boston,2019-12-13,US,no2,120,1.9,36.2,9.3,1054.63
Boston,2019-12-20,US,no2,113,1.9,26.9,7.5,428.3
Boston,2019-10-01,US,no2,109,1.0,20.4,3.8,181.2
Boston,2019-10-05,US,no2,116,1.0,21.3,4.7,210.38
Boston,2019-10-18,US,no2,88,1.0,14.9,2.8,159.15
Boston,2019-12-24,US,no2,96,1.0,26.9,7.5,403.67
Boston,2019-12-30,US,no2,71,1.0,16.7,4.7,260.23
Boston,2019-10-29,US,no2,95,1.0,19.5,4.7,168.62
Boston,2019-12-14,US,no2,92,1.0,34.3,4.7,938.69
Boston,2019-12-15,US,no2,61,1.0,7.5,2.8,37.97
Boston,2019-12-28,US,no2,107,1.0,19.5,5.6,227.9
Boston,2019-10-11,US,no2,84,1.0,8.4,2.8,46.0
Boston,2019-10-12,US,no2,93,1.0,19.5,4.7,154.83
Boston,2019-10-23,US,no2,104,1.0,28.8,4.7,505.91
Boston,2019-11-27,US,no2,98,2.8,47.3,11.2,1134.62
Boston,2019-10-03,US,no2,77,1.0,11.2,2.8,66.36
Boston,2019-10-26,US,no2,112,1.0,26.0,4.7,388.9
Boston,2019-11-26,US,no2,116,3.8,34.3,13.0,611.72
Boston,2019-11-30,US,no2,92,1.0,14.9,3.8,119.74
Boston,2019-12-12,US,no2,106,1.9,35.2,9.3,1045.61
Boston,2019-12-27,US,no2,109,1.0,32.5,8.4,522.78
Boston,2019-10-04,US,no2,108,1.0,22.3,2.8,232.25
Boston,2019-10-17,US,no2,75,1.0,10.2,2.8,84.41
Boston,2019-11-13,US,no2,94,1.0,17.6,6.5,266.57
Richmond,2019-10-15,US,dew,24,4.3,10.0,7.0,32.15
Richmond,2019-10-20,US,dew,19,10.6,14.0,13.0,9.84
Richmond,2019-10-21,US,dew,23,10.0,14.0,11.5,14.17
Richmond,2019-10-22,US,dew,19,13.0,16.0,14.3,10.74
Richmond,2019-10-08,US,dew,19,9.0,13.0,11.0,14.42
Richmond,2019-10-26,US,dew,24,9.0,14.3,12.0,11.41
Richmond,2019-11-02,US,dew,24,-1.0,5.0,1.0,30.9
Richmond,2019-10-19,US,dew,24,2.0,10.6,5.3,81.15
Richmond,2019-10-27,US,dew,24,11.0,21.3,16.0,106.2
Richmond,2019-10-30,US,dew,24,13.0,18.0,16.0,28.82
Richmond,2019-10-12,US,dew,24,7.0,13.0,10.0,28.11
Richmond,2019-10-14,US,dew,24,6.6,14.0,10.0,44.51
Richmond,2019-11-01,US,dew,24,-1.0,3.6,0.6,14.86
Richmond,2019-11-03,US,dew,24,-4.0,4.0,0.0,35.33
Richmond,2019-10-10,US,dew,24,9.0,13.0,11.0,12.9
Richmond,2019-10-11,US,dew,22,0.6,11.6,7.3,114.69
Richmond,2019-10-17,US,dew,24,2.0,5.3,3.0,8.82
Richmond,2019-10-23,US,dew,24,4.0,13.0,9.0,56.53
Richmond,2019-10-13,US,dew,24,4.0,14.3,6.6,121.06
Richmond,2019-10-16,US,dew,24,3.0,16.0,13.0,179.45
Richmond,2019-10-25,US,dew,24,5.3,13.3,8.0,81.25
Richmond,2019-10-09,US,dew,24,8.3,12.6,10.6,12.65
Richmond,2019-10-31,US,dew,24,10.6,25.0,21.0,127.06
Richmond,2019-10-29,US,dew,24,8.0,16.0,13.0,55.23
Richmond,2019-10-24,US,dew,24,2.3,11.0,5.3,69.13
Richmond,2019-10-28,US,dew,24,8.3,13.0,10.3,13.76
Richmond,2019-10-18,US,dew,24,1.0,6.5,2.6,26.1
Richmond,2019-12-25,US,wind speed,12,0.1,1.3,0.7,1.73
Richmond,2019-12-28,US,wind speed,4,0.1,1.3,0.8,3.22
Richmond,2019-12-26,US,wind speed,14,0.1,1.7,0.7,1.82
Richmond,2019-12-27,US,wind speed,19,0.1,2.3,0.6,5.59
Richmond,2019-12-28,US,wind gust,14,0.1,7.8,1.5,75.53
Richmond,2019-12-25,US,wind gust,26,0.1,5.7,3.0,27.94
Richmond,2019-12-26,US,wind gust,24,0.1,10.9,3.9,79.6
Richmond,2019-12-27,US,wind gust,23,0.2,12.3,3.5,110.69
Richmond,2019-11-05,US,co,34,0.1,0.1,0.1,0.0
Richmond,2019-11-10,US,co,46,0.1,0.1,0.1,0.0
Richmond,2019-10-27,US,co,73,0.1,0.1,0.1,0.0
Richmond,2019-11-12,US,co,44,0.1,0.1,0.1,0.0
Richmond,2019-11-23,US,co,44,0.1,0.1,0.1,0.0
Richmond,2019-11-27,US,co,34,0.1,0.1,0.1,0.0
Richmond,2019-12-21,US,co,48,0.1,0.1,0.1,0.0
Richmond,2019-12-29,US,co,22,0.1,0.1,0.1,0.0
Richmond,2019-10-14,US,co,88,0.1,0.1,0.1,0.0
Richmond,2019-11-06,US,co,42,0.1,0.1,0.1,0.0
Richmond,2019-11-09,US,co,48,0.1,0.1,0.1,0.0
Richmond,2019-11-19,US,co,40,0.1,0.1,0.1,0.0
Richmond,2019-12-01,US,co,40,0.1,0.1,0.1,0.0
Richmond,2019-12-30,US,co,23,0.1,0.1,0.1,0.0
Richmond,2019-12-31,US,co,24,0.1,0.1,0.1,0.0
Richmond,2019-10-10,US,co,7,0.1,0.1,0.1,0.0
Richmond,2019-10-26,US,co,77,0.1,0.1,0.1,0.0
Richmond,2019-10-31,US,co,52,0.1,0.1,0.1,0.0
Richmond,2019-11-01,US,co,76,0.1,0.1,0.1,0.0
Richmond,2019-11-02,US,co,88,0.1,0.1,0.1,0.0
Richmond,2019-12-26,US,co,44,0.1,0.1,0.1,0.0
Richmond,2019-10-23,US,co,81,0.1,0.1,0.1,0.0
Richmond,2019-11-07,US,co,44,0.1,0.1,0.1,0.0
Richmond,2019-12-12,US,co,46,0.1,0.1,0.1,0.0
Richmond,2019-12-16,US,co,44,0.1,0.1,0.1,0.0
Richmond,2019-10-19,US,co,86,0.1,0.1,0.1,0.0
Richmond,2019-10-24,US,co,68,0.1,0.1,0.1,0.0
Richmond,2019-11-26,US,co,34,0.1,0.1,0.1,0.0
Richmond,2019-10-12,US,co,21,0.1,0.1,0.1,0.0
Richmond,2019-11-21,US,co,34,0.1,0.1,0.1,0.0
Richmond,2019-11-30,US,co,48,0.1,0.1,0.1,0.0
Richmond,2019-12-13,US,co,44,0.1,0.1,0.1,0.0
Richmond,2019-12-20,US,co,44,0.1,0.1,0.1,0.0
Richmond,2019-10-22,US,co,77,0.1,0.1,0.1,0.0
Richmond,2019-12-09,US,co,48,0.1,0.1,0.1,0.0
Richmond,2019-12-17,US,co,42,0.1,0.1,0.1,0.0
Richmond,2019-12-28,US,co,37,0.1,0.1,0.1,0.0
Richmond,2019-10-21,US,co,64,0.1,0.1,0.1,0.0
Richmond,2019-10-25,US,co,94,0.1,0.1,0.1,0.0
Richmond,2019-11-11,US,co,44,0.1,0.1,0.1,0.0
Richmond,2019-11-17,US,co,34,0.1,0.1,0.1,0.0
Richmond,2019-12-07,US,co,46,0.1,0.1,0.1,0.0
Richmond,2019-12-14,US,co,22,0.1,0.1,0.1,0.0
Richmond,2019-12-22,US,co,46,0.1,0.1,0.1,0.0
Richmond,2019-10-11,US,co,6,0.1,0.1,0.1,0.0
Richmond,2019-10-28,US,co,69,0.1,0.1,0.1,0.0
Richmond,2019-11-24,US,co,48,0.1,0.1,0.1,0.0
Richmond,2019-10-13,US,co,79,0.1,0.1,0.1,0.0
Richmond,2019-10-18,US,co,73,0.1,0.1,0.1,0.0
Richmond,2019-10-30,US,co,72,0.1,0.1,0.1,0.0
Richmond,2019-11-25,US,co,46,0.1,0.1,0.1,0.0
Richmond,2019-12-04,US,co,48,0.1,0.1,0.1,0.0
Richmond,2019-12-11,US,co,44,0.1,0.1,0.1,0.0
Richmond,2019-12-19,US,co,44,0.1,0.1,0.1,0.0
Richmond,2019-10-15,US,co,73,0.1,0.1,0.1,0.0
Richmond,2019-11-08,US,co,38,0.1,0.1,0.1,0.0
Richmond,2019-11-14,US,co,44,0.1,0.1,0.1,0.0
Richmond,2019-11-15,US,co,44,0.1,0.1,0.1,0.0
Richmond,2019-11-20,US,co,44,0.1,0.1,0.1,0.0
Richmond,2019-12-05,US,co,40,0.1,0.1,0.1,0.0
Richmond,2019-12-10,US,co,44,0.1,0.1,0.1,0.0
Richmond,2019-10-09,US,co,7,0.1,0.1,0.1,0.0
Richmond,2019-11-04,US,co,51,0.1,0.1,0.1,0.0
Richmond,2019-11-16,US,co,38,0.1,0.1,0.1,0.0
Richmond,2019-11-29,US,co,42,0.1,0.1,0.1,0.0
Richmond,2019-12-06,US,co,48,0.1,0.1,0.1,0.0
Richmond,2019-12-18,US,co,40,0.1,0.1,0.1,0.0
Richmond,2019-12-24,US,co,48,0.1,0.1,0.1,0.0
Richmond,2019-11-13,US,co,44,0.1,0.1,0.1,0.0
Richmond,2019-12-02,US,co,38,0.1,0.1,0.1,0.0
Richmond,2019-12-03,US,co,48,0.1,0.1,0.1,0.0
Richmond,2019-12-25,US,co,44,0.1,0.1,0.1,0.0
Richmond,2019-12-27,US,co,48,0.1,0.1,0.1,0.0
Richmond,2019-10-16,US,co,82,0.1,0.1,0.1,0.0
Richmond,2019-10-17,US,co,78,0.1,0.1,0.1,0.0
Richmond,2019-10-29,US,co,65,0.1,0.1,0.1,0.0
Richmond,2019-11-03,US,co,74,0.1,0.1,0.1,0.0
Richmond,2019-11-22,US,co,20,0.1,0.1,0.1,0.0
Richmond,2019-12-15,US,co,48,0.1,0.1,0.1,0.0
Richmond,2019-10-07,US,co,4,0.1,0.1,0.1,0.0
Richmond,2019-10-08,US,co,6,0.1,0.1,0.1,0.0
Richmond,2019-10-20,US,co,69,0.1,0.1,0.1,0.0
Richmond,2019-11-18,US,co,46,0.1,0.1,0.1,0.0
Richmond,2019-11-28,US,co,42,0.1,0.1,0.1,0.0
Richmond,2019-12-08,US,co,42,0.1,0.1,0.1,0.0
Richmond,2019-12-23,US,co,42,0.1,0.1,0.1,0.0
Richmond,2019-10-23,US,o3,118,0.5,16.3,5.7,265.41
Richmond,2019-10-31,US,o3,113,4.5,13.0,9.4,23.09
Richmond,2019-10-11,US,o3,119,1.7,21.2,9.4,294.49
Richmond,2019-10-21,US,o3,97,2.1,16.7,10.2,80.57
Richmond,2019-10-18,US,o3,111,0.5,16.7,8.6,233.15
Richmond,2019-10-24,US,o3,91,0.5,19.1,8.2,419.78
Richmond,2019-10-27,US,o3,114,2.9,16.7,10.6,117.48
Richmond,2019-10-16,US,o3,117,2.1,15.1,11.0,79.17
Richmond,2019-10-26,US,o3,86,0.5,17.5,10.2,433.23
Richmond,2019-10-20,US,o3,111,0.9,14.3,11.8,147.29
Richmond,2019-10-08,US,o3,119,6.1,16.7,11.0,33.59
Richmond,2019-10-09,US,o3,114,4.1,15.9,8.6,51.56
Richmond,2019-10-14,US,o3,117,0.5,18.3,5.3,297.01
Richmond,2019-10-22,US,o3,117,1.3,10.6,7.4,36.92
Richmond,2019-10-29,US,o3,114,0.5,14.7,5.3,252.23
Richmond,2019-11-02,US,o3,114,0.5,14.3,4.1,219.77
Richmond,2019-11-04,US,o3,35,0.5,4.1,0.9,10.95
Richmond,2019-10-10,US,o3,118,0.9,18.7,9.0,193.69
Richmond,2019-10-12,US,o3,113,0.5,24.4,10.6,453.93
Richmond,2019-10-25,US,o3,104,0.5,15.9,4.9,222.37
Richmond,2019-10-17,US,o3,114,2.1,15.5,9.4,92.17
Richmond,2019-10-19,US,o3,98,0.5,18.3,6.5,293.15
Richmond,2019-10-15,US,o3,112,0.5,23.6,13.5,587.08
Richmond,2019-10-28,US,o3,118,1.7,18.7,12.2,207.29
Richmond,2019-10-30,US,o3,108,0.5,13.0,7.8,128.49
Richmond,2019-11-01,US,o3,119,0.9,13.5,10.2,108.39
Richmond,2019-11-03,US,o3,119,0.5,14.7,4.5,286.63
Richmond,2019-10-07,US,o3,105,1.7,15.9,11.0,103.01
Richmond,2019-10-13,US,o3,120,3.3,15.1,9.4,76.96
Richmond,2019-11-02,US,wind-gust,56,0.1,7.6,2.2,55.89
Richmond,2019-11-09,US,wind-gust,25,0.3,10.3,5.5,93.53
Richmond,2019-11-27,US,wind-gust,31,0.3,22.4,5.8,443.03
Richmond,2019-12-12,US,wind-gust,35,0.1,12.5,4.4,132.89
Richmond,2019-12-18,US,wind-gust,43,0.1,20.2,6.1,318.74
Richmond,2019-12-24,US,wind-gust,31,0.3,16.0,3.6,258.01
Richmond,2019-11-10,US,wind-gust,29,0.1,15.4,3.6,227.23
Richmond,2019-11-19,US,wind-gust,24,0.1,9.0,3.5,83.2
Richmond,2019-11-20,US,wind-gust,31,0.1,16.4,6.8,236.36
Richmond,2019-11-26,US,wind-gust,20,0.1,10.6,0.8,115.41
Richmond,2019-12-08,US,wind-gust,26,0.2,7.1,2.4,45.64
Richmond,2019-12-09,US,wind-gust,38,0.1,19.7,4.0,172.89
Richmond,2019-12-17,US,wind-gust,36,0.2,19.1,3.3,237.13
Richmond,2019-12-28,US,wind-gust,14,0.1,7.8,1.5,75.53
Richmond,2019-10-09,US,wind-gust,122,0.1,14.1,2.4,141.52
Richmond,2019-10-19,US,wind-gust,52,0.1,7.5,1.2,49.48
Richmond,2019-10-22,US,wind-gust,104,0.2,12.7,1.7,75.04
Richmond,2019-11-28,US,wind-gust,47,0.1,23.5,6.7,495.93
Richmond,2019-12-27,US,wind-gust,23,0.2,12.3,3.5,110.69
Richmond,2019-10-16,US,wind-gust,85,0.2,19.7,2.2,222.14
Richmond,2019-11-07,US,wind-gust,28,0.4,13.1,3.3,208.96
Richmond,2019-12-16,US,wind-gust,30,0.1,12.5,8.3,148.75
Richmond,2019-12-26,US,wind-gust,24,0.1,10.9,3.9,79.6
Richmond,2019-12-21,US,wind-gust,24,0.1,4.5,2.1,19.77
Richmond,2019-10-18,US,wind-gust,72,0.2,19.6,5.0,257.7
Richmond,2019-11-08,US,wind-gust,39,0.3,21.7,7.6,487.76
Richmond,2019-11-17,US,wind-gust,43,0.5,6.7,3.1,32.68
Richmond,2019-11-22,US,wind-gust,43,0.1,16.8,6.3,319.93
Richmond,2019-11-24,US,wind-gust,42,0.1,19.8,6.3,393.49
Richmond,2019-12-07,US,wind-gust,37,0.3,18.5,4.5,351.56
Richmond,2019-12-11,US,wind-gust,43,0.3,15.6,3.7,219.77
Richmond,2019-10-15,US,wind-gust,63,0.1,10.6,2.5,83.05
Richmond,2019-10-25,US,wind-gust,53,0.1,6.6,1.0,31.36
Richmond,2019-11-21,US,wind-gust,26,0.1,6.2,4.0,42.29
Richmond,2019-12-01,US,wind-gust,35,0.1,10.7,5.7,127.79
Richmond,2019-10-07,US,wind-gust,10,1.2,11.3,7.2,116.94
Richmond,2019-10-08,US,wind-gust,116,0.1,16.6,2.6,232.26
Richmond,2019-10-30,US,wind-gust,78,0.1,8.9,1.8,48.66
Richmond,2019-11-04,US,wind-gust,17,0.2,10.0,3.2,104.08
Richmond,2019-12-23,US,wind-gust,16,0.1,2.6,1.2,4.85
Richmond,2019-10-10,US,wind-gust,120,0.1,13.7,2.7,118.68
Richmond,2019-12-06,US,wind-gust,30,0.1,13.6,2.3,249.77
Richmond,2019-12-15,US,wind-gust,39,0.2,16.6,6.1,315.87
Richmond,2019-12-20,US,wind-gust,29,0.4,13.5,3.9,141.09
Richmond,2019-10-13,US,wind-gust,67,0.1,13.5,2.2,132.76
Richmond,2019-10-26,US,wind-gust,84,0.1,14.2,1.6,135.62
Richmond,2019-11-06,US,wind-gust,22,0.2,14.5,6.2,179.08
Richmond,2019-12-22,US,wind-gust,16,0.1,4.6,2.0,28.96
Richmond,2019-11-11,US,wind-gust,32,0.1,11.2,2.3,150.95
Richmond,2019-11-14,US,wind-gust,27,0.1,9.1,3.0,69.36
Richmond,2019-11-18,US,wind-gust,31,0.1,10.4,2.6,129.92
Richmond,2019-11-29,US,wind-gust,31,0.3,12.4,6.0,136.85
Richmond,2019-12-03,US,wind-gust,34,0.3,15.0,5.6,219.87
Richmond,2019-12-14,US,wind-gust,47,0.1,19.4,3.5,300.66
Richmond,2019-12-25,US,wind-gust,26,0.1,5.7,3.0,27.94
Richmond,2019-10-11,US,wind-gust,85,0.1,12.8,3.2,139.07
Richmond,2019-10-14,US,wind-gust,57,0.1,6.8,1.5,40.13
Richmond,2019-10-23,US,wind-gust,78,0.2,12.5,2.0,132.71
Richmond,2019-12-05,US,wind-gust,33,0.1,15.6,7.6,296.29
Richmond,2019-12-13,US,wind-gust,40,0.1,9.9,5.0,155.26
Richmond,2019-10-24,US,wind-gust,69,0.1,12.2,1.5,80.48
Richmond,2019-10-27,US,wind-gust,111,0.1,15.5,3.8,159.47
Richmond,2019-10-28,US,wind-gust,88,0.1,14.6,3.0,138.36
Richmond,2019-10-29,US,wind-gust,53,0.1,6.2,0.5,39.79
Richmond,2019-11-03,US,wind-gust,52,0.1,12.6,3.6,149.67
Richmond,2019-11-16,US,wind-gust,47,0.3,23.0,4.9,653.34
Richmond,2019-11-23,US,wind-gust,24,0.1,8.0,2.1,69.79
Richmond,2019-10-12,US,wind-gust,62,0.1,8.5,1.6,57.3
Richmond,2019-10-17,US,wind-gust,94,0.1,22.0,6.2,330.92
Richmond,2019-11-05,US,wind-gust,22,0.1,10.9,2.3,156.39
Richmond,2019-11-15,US,wind-gust,25,0.1,9.4,5.0,56.74
Richmond,2019-12-04,US,wind-gust,33,0.2,15.4,5.9,202.73
Richmond,2019-12-10,US,wind-gust,48,0.1,19.4,5.2,309.42
Richmond,2019-12-19,US,wind-gust,35,0.2,13.0,3.4,182.99
Richmond,2019-10-31,US,wind-gust,119,0.1,31.2,7.2,481.67
Richmond,2019-11-01,US,wind-gust,90,0.1,23.0,3.7,270.71
Richmond,2019-11-13,US,wind-gust,37,0.1,12.8,3.5,205.69
Richmond,2019-11-25,US,wind-gust,25,0.1,8.6,1.6,89.37
Richmond,2019-12-02,US,wind-gust,41,0.1,17.8,6.3,304.94
Richmond,2019-10-20,US,wind-gust,93,0.6,19.3,7.2,312.3
Richmond,2019-10-21,US,wind-gust,80,0.1,11.5,2.2,110.38
Richmond,2019-11-12,US,wind-gust,40,0.2,17.9,5.3,315.47
Richmond,2019-11-30,US,wind-gust,25,0.1,7.8,4.3,46.47
Richmond,2019-11-11,US,temperature,48,5.0,21.9,13.5,270.57
Richmond,2019-11-15,US,temperature,48,3.8,9.4,6.9,37.74
Richmond,2019-11-16,US,temperature,48,3.8,8.1,5.6,11.52
Richmond,2019-12-10,US,temperature,48,9.2,20.2,14.6,64.35
Richmond,2019-10-08,US,temperature,126,15.0,18.6,16.6,6.2
Richmond,2019-10-17,US,temperature,120,6.0,17.4,10.7,108.29
Richmond,2019-11-06,US,temperature,48,5.0,16.3,10.0,102.16
Richmond,2019-11-08,US,temperature,48,-0.8,11.3,5.4,81.86
Richmond,2019-12-11,US,temperature,48,-1.8,9.2,3.2,82.04
Richmond,2019-10-23,US,temperature,120,7.5,21.3,13.8,127.17
Richmond,2019-11-22,US,temperature,48,7.4,16.1,11.2,59.15
Richmond,2019-11-23,US,temperature,48,-0.5,8.8,6.1,57.98
Richmond,2019-11-29,US,temperature,48,1.7,12.0,7.2,83.88
Richmond,2019-12-01,US,temperature,48,5.0,10.5,7.6,25.03
Richmond,2019-10-29,US,temperature,120,8.3,20.8,14.6,120.62
Richmond,2019-11-14,US,temperature,48,-6.2,7.4,4.7,228.92
