msa,Date,Country,Specie,count,min,max,median,variance
Oklahoma City,2019-10-09,US,temperature,95,13.8,27.3,22.6,166.13
Oklahoma City,2019-11-16,US,temperature,96,0.7,17.6,10.4,253.89
Oklahoma City,2019-10-29,US,temperature,96,-2.0,5.5,2.4,35.15
Oklahoma City,2019-11-07,US,temperature,96,0.0,17.7,2.8,118.95
Oklahoma City,2019-11-22,US,temperature,96,1.6,7.9,3.4,15.29
Oklahoma City,2019-12-05,US,temperature,96,8.0,22.2,14.0,145.96
Oklahoma City,2019-12-15,US,temperature,96,0.0,9.4,1.1,56.67
Oklahoma City,2019-12-21,US,temperature,96,5.0,7.5,6.0,4.41
Oklahoma City,2019-10-04,US,temperature,96,12.7,29.4,21.8,301.86
Oklahoma City,2019-10-23,US,temperature,96,7.5,25.6,18.6,316.22
Oklahoma City,2019-10-30,US,temperature,96,-2.5,5.0,1.5,22.04
Oklahoma City,2019-11-02,US,temperature,96,0.1,15.5,5.2,230.44
Oklahoma City,2019-11-04,US,temperature,96,5.5,23.2,12.4,240.51
Oklahoma City,2019-11-26,US,temperature,96,4.3,25.0,10.5,385.61
Oklahoma City,2019-12-09,US,temperature,96,0.5,17.9,5.7,286.67
Oklahoma City,2019-10-11,US,temperature,96,2.2,14.4,6.6,118.07
Oklahoma City,2019-10-14,US,temperature,96,11.5,26.6,19.7,252.99
Oklahoma City,2019-11-20,US,temperature,96,12.0,22.0,17.9,45.96
Oklahoma City,2019-09-30,US,temperature,96,23.0,31.4,26.1,56.45
Oklahoma City,2019-11-10,US,temperature,96,7.3,24.4,16.3,262.38
Oklahoma City,2019-11-09,US,temperature,96,2.0,21.8,13.0,442.65
Oklahoma City,2019-11-14,US,temperature,96,-2.6,19.0,3.9,283.18
Oklahoma City,2019-11-23,US,temperature,96,0.0,12.8,5.4,164.03
Oklahoma City,2019-11-27,US,temperature,96,-1.2,10.2,5.5,91.64
Oklahoma City,2019-12-04,US,temperature,96,0.6,18.3,13.0,287.81
Oklahoma City,2019-10-01,US,temperature,96,22.9,31.4,26.1,60.56
Oklahoma City,2019-10-28,US,temperature,96,2.0,9.5,5.7,35.51
Oklahoma City,2019-10-18,US,temperature,96,8.1,24.4,17.1,234.47
Oklahoma City,2019-10-27,US,temperature,96,5.3,23.7,11.2,271.16
Oklahoma City,2019-11-06,US,temperature,96,10.8,20.4,16.9,41.78
Oklahoma City,2019-11-28,US,temperature,96,2.7,5.6,4.4,8.4
Oklahoma City,2019-12-17,US,temperature,96,-6.8,9.4,-0.6,237.19
Oklahoma City,2019-12-27,US,temperature,96,2.3,18.8,8.5,207.43
Oklahoma City,2019-10-05,US,temperature,96,19.1,32.5,22.1,172.12
Oklahoma City,2019-10-17,US,temperature,96,5.6,25.2,15.4,379.16
Oklahoma City,2019-10-15,US,temperature,96,10.8,32.2,20.6,189.19
Oklahoma City,2019-10-25,US,temperature,96,4.4,8.8,6.1,10.04
Oklahoma City,2019-11-11,US,temperature,96,-6.9,15.0,-1.9,515.37
Oklahoma City,2019-11-15,US,temperature,96,-4.0,15.4,6.9,354.81
Oklahoma City,2019-11-18,US,temperature,96,1.2,24.2,12.6,457.89
Oklahoma City,2019-11-19,US,temperature,96,4.0,25.0,17.0,449.6
Oklahoma City,2019-10-06,US,temperature,96,10.5,31.9,17.0,172.03
Oklahoma City,2019-10-12,US,temperature,96,0.5,19.5,10.5,375.53
Oklahoma City,2019-11-21,US,temperature,96,5.0,19.3,8.7,248.93
Oklahoma City,2019-12-08,US,temperature,96,7.0,20.0,13.8,132.96
Oklahoma City,2019-12-19,US,temperature,96,-2.8,15.0,7.0,255.82
Oklahoma City,2019-12-24,US,temperature,96,2.5,21.5,12.5,270.31
Oklahoma City,2019-10-26,US,temperature,96,5.7,19.1,10.0,181.54
Oklahoma City,2019-12-07,US,temperature,96,-2.5,16.2,8.2,348.5
Oklahoma City,2019-11-17,US,temperature,96,2.9,17.7,9.1,198.5
Oklahoma City,2019-11-29,US,temperature,96,4.8,13.4,7.0,45.0
Oklahoma City,2019-10-31,US,temperature,96,-5.0,9.3,1.9,200.78
Oklahoma City,2019-11-01,US,temperature,96,-2.2,17.1,6.8,349.65
Oklahoma City,2019-10-20,US,temperature,96,7.3,28.3,18.4,462.59
Oklahoma City,2019-10-21,US,temperature,96,7.0,21.1,13.8,178.67
Oklahoma City,2019-12-03,US,temperature,96,1.9,17.3,7.2,186.4
Oklahoma City,2019-12-25,US,temperature,96,5.4,21.8,13.8,203.5
Oklahoma City,2019-10-02,US,temperature,87,22.3,33.3,26.1,98.12
Oklahoma City,2019-10-10,US,temperature,91,6.1,28.4,18.0,358.08
Oklahoma City,2019-10-13,US,temperature,96,5.0,25.5,16.2,453.17
Oklahoma City,2019-11-30,US,temperature,96,5.3,19.4,11.7,114.06
Oklahoma City,2019-11-03,US,temperature,96,0.6,21.0,11.1,408.44
Oklahoma City,2019-11-08,US,temperature,96,-1.5,11.8,5.0,157.85
Oklahoma City,2019-12-10,US,temperature,96,-2.0,9.3,1.2,105.61
Oklahoma City,2019-12-12,US,temperature,96,2.2,13.8,6.9,103.55
Oklahoma City,2019-12-20,US,temperature,96,3.3,11.0,6.1,40.01
Oklahoma City,2019-10-22,US,temperature,96,3.3,22.6,12.6,359.78
Oklahoma City,2019-10-24,US,temperature,96,5.0,18.4,8.0,118.39
Oklahoma City,2019-11-12,US,temperature,96,-10.4,3.0,-3.0,150.41
Oklahoma City,2019-12-02,US,temperature,96,-1.3,13.2,4.6,141.98
Oklahoma City,2019-12-11,US,temperature,96,-3.7,12.2,5.6,240.89
Oklahoma City,2019-12-16,US,temperature,96,-3.4,2.6,-1.0,15.16
Oklahoma City,2019-12-22,US,temperature,96,-0.7,11.9,3.8,85.47
Oklahoma City,2019-12-23,US,temperature,96,-3.3,17.0,9.0,418.82
Oklahoma City,2019-10-07,US,temperature,96,6.4,23.9,14.3,284.8
Oklahoma City,2019-10-08,US,temperature,96,7.3,25.2,17.4,292.75
Oklahoma City,2019-12-28,US,temperature,58,11.0,16.9,15.0,11.33
Oklahoma City,2019-12-01,US,temperature,96,1.2,12.2,5.2,80.19
Oklahoma City,2019-12-14,US,temperature,96,0.6,12.0,5.7,50.94
Oklahoma City,2019-10-16,US,temperature,96,4.1,20.2,11.6,183.11
Oklahoma City,2019-10-19,US,temperature,96,9.7,25.4,15.0,200.54
Oklahoma City,2019-12-13,US,temperature,94,1.0,17.5,7.0,187.3
Oklahoma City,2019-10-03,US,temperature,96,13.5,31.5,20.6,187.38
Oklahoma City,2019-11-13,US,temperature,96,-5.0,11.3,2.5,253.1
Oklahoma City,2019-11-05,US,temperature,96,3.9,20.4,14.8,249.9
Oklahoma City,2019-12-18,US,temperature,96,-6.0,14.4,3.3,381.17
Oklahoma City,2019-11-10,US,pm10,96,3.0,37.0,13.0,388.83
Oklahoma City,2019-12-04,US,pm10,84,7.0,88.0,18.0,1890.96
Oklahoma City,2019-10-17,US,pm10,96,11.0,57.0,29.0,1545.61
Oklahoma City,2019-10-20,US,pm10,96,10.0,40.0,20.0,380.36
Oklahoma City,2019-11-05,US,pm10,96,9.0,51.0,17.0,579.47
Oklahoma City,2019-11-15,US,pm10,75,10.0,54.0,19.0,1032.52
Oklahoma City,2019-12-21,US,pm10,96,6.0,34.0,16.0,507.77
Oklahoma City,2019-09-30,US,pm10,95,10.0,50.0,18.0,396.48
Oklahoma City,2019-10-10,US,pm10,95,1.0,46.0,20.0,530.82
Oklahoma City,2019-10-11,US,pm10,93,8.0,33.0,12.0,242.62
Oklahoma City,2019-10-23,US,pm10,96,13.0,71.0,24.0,1448.47
Oklahoma City,2019-10-01,US,pm10,95,10.0,113.0,20.0,3585.46
Oklahoma City,2019-10-24,US,pm10,87,1.0,20.0,7.0,178.6
Oklahoma City,2019-11-04,US,pm10,95,10.0,51.0,19.0,532.31
Oklahoma City,2019-11-09,US,pm10,95,9.0,73.0,16.0,722.36
Oklahoma City,2019-12-05,US,pm10,94,9.0,41.0,19.0,708.59
Oklahoma City,2019-12-08,US,pm10,95,12.0,50.0,21.0,374.41
Oklahoma City,2019-12-18,US,pm10,96,6.0,101.0,19.0,2084.41
Oklahoma City,2019-10-14,US,pm10,95,10.0,81.0,20.0,1958.15
Oklahoma City,2019-10-16,US,pm10,96,10.0,77.0,20.0,907.36
Oklahoma City,2019-10-30,US,pm10,84,1.0,19.0,8.0,207.5
Oklahoma City,2019-11-13,US,pm10,95,6.0,59.0,17.0,1043.51
Oklahoma City,2019-11-25,US,pm10,92,6.0,57.0,14.0,1200.0
Oklahoma City,2019-12-19,US,pm10,96,8.0,54.0,20.0,1094.95
Oklahoma City,2019-12-28,US,pm10,87,1.0,26.0,9.0,290.18
Oklahoma City,2019-12-31,US,pm10,92,1.0,20.0,8.0,168.17
Oklahoma City,2019-10-12,US,pm10,96,10.0,52.0,17.0,356.29
Oklahoma City,2019-10-28,US,pm10,95,12.0,32.0,19.0,202.02
Oklahoma City,2019-12-29,US,pm10,90,1.0,10.0,5.0,49.26
Oklahoma City,2019-10-04,US,pm10,91,3.0,48.0,16.0,893.57
Oklahoma City,2019-10-05,US,pm10,96,8.0,61.0,19.0,627.42
Oklahoma City,2019-10-15,US,pm10,96,11.0,32.0,20.0,299.36
Oklahoma City,2019-10-26,US,pm10,89,4.0,19.0,10.0,118.75
Oklahoma City,2019-11-03,US,pm10,95,8.0,42.0,15.0,508.93
Oklahoma City,2019-11-07,US,pm10,92,1.0,32.0,14.0,318.52
Oklahoma City,2019-11-08,US,pm10,93,7.0,35.0,16.0,321.72
Oklahoma City,2019-11-18,US,pm10,96,9.0,53.0,22.0,1182.04
Oklahoma City,2019-10-02,US,pm10,93,12.0,110.0,21.0,2332.59
Oklahoma City,2019-12-11,US,pm10,96,4.0,38.0,15.0,477.6
Oklahoma City,2019-12-15,US,pm10,96,2.0,48.0,18.0,1352.37
Oklahoma City,2019-11-24,US,pm10,95,2.0,40.0,10.0,360.21
Oklahoma City,2019-12-12,US,pm10,95,6.0,51.0,15.0,669.09
Oklahoma City,2019-12-09,US,pm10,93,3.0,28.0,15.0,229.87
Oklahoma City,2019-11-02,US,pm10,92,2.0,61.0,13.0,1057.28
Oklahoma City,2019-11-06,US,pm10,94,5.0,57.0,20.0,1436.28
Oklahoma City,2019-11-14,US,pm10,92,7.0,62.0,19.0,993.73
Oklahoma City,2019-12-01,US,pm10,96,4.0,21.0,8.0,158.02
Oklahoma City,2019-12-06,US,pm10,96,5.0,30.0,18.0,252.45
Oklahoma City,2019-12-10,US,pm10,95,7.0,49.0,10.0,1050.32
Oklahoma City,2019-10-21,US,pm10,96,8.0,56.0,20.0,1888.5
Oklahoma City,2019-11-11,US,pm10,93,2.0,30.0,10.0,303.01
Oklahoma City,2019-12-02,US,pm10,94,3.0,72.0,8.0,929.08
Oklahoma City,2019-12-13,US,pm10,96,10.0,70.0,21.0,1652.29
Oklahoma City,2019-12-20,US,pm10,96,10.0,83.0,19.0,1346.51
Oklahoma City,2019-12-26,US,pm10,92,1.0,49.0,17.0,785.64
Oklahoma City,2019-10-27,US,pm10,95,8.0,24.0,13.0,169.07
Oklahoma City,2019-10-18,US,pm10,94,12.0,139.0,18.0,4814.08
Oklahoma City,2019-11-12,US,pm10,96,1.0,54.0,12.0,527.15
Oklahoma City,2019-12-17,US,pm10,94,6.0,43.0,16.0,603.49
Oklahoma City,2019-12-22,US,pm10,93,2.0,25.0,12.0,246.81
Oklahoma City,2019-12-23,US,pm10,95,7.0,52.0,16.0,872.44
Oklahoma City,2019-10-07,US,pm10,94,5.0,79.0,13.0,1224.68
Oklahoma City,2019-10-13,US,pm10,95,9.0,22.0,16.0,137.85
Oklahoma City,2019-10-29,US,pm10,93,1.0,21.0,12.0,405.21
Oklahoma City,2019-11-01,US,pm10,94,5.0,49.0,11.0,574.77
Oklahoma City,2019-11-21,US,pm10,94,3.0,20.0,11.0,171.54
Oklahoma City,2019-11-23,US,pm10,91,4.0,39.0,10.0,445.76
Oklahoma City,2019-11-29,US,pm10,91,1.0,13.0,8.0,78.24
Oklahoma City,2019-10-08,US,pm10,96,7.0,87.0,19.0,2535.65
Oklahoma City,2019-10-22,US,pm10,96,11.0,57.0,23.0,1328.59
Oklahoma City,2019-11-26,US,pm10,96,8.0,80.0,22.0,2893.53
Oklahoma City,2019-11-28,US,pm10,92,2.0,18.0,8.0,82.79
Oklahoma City,2019-11-30,US,pm10,94,1.0,26.0,9.0,224.89
Oklahoma City,2019-12-14,US,pm10,96,7.0,52.0,17.0,887.35
Oklahoma City,2019-12-27,US,pm10,95,9.0,58.0,26.0,1445.19
Oklahoma City,2019-10-19,US,pm10,96,10.0,38.0,16.0,320.7
Oklahoma City,2019-11-17,US,pm10,92,6.0,34.0,17.0,444.89
Oklahoma City,2019-11-27,US,pm10,91,4.0,18.0,9.0,96.24
Oklahoma City,2019-12-03,US,pm10,88,6.0,48.0,15.0,759.48
Oklahoma City,2019-12-24,US,pm10,95,1.0,33.0,15.0,444.56
Oklahoma City,2019-12-30,US,pm10,93,2.0,14.0,7.0,55.74
Oklahoma City,2019-10-31,US,pm10,92,2.0,29.0,8.0,185.04
Oklahoma City,2019-10-25,US,pm10,73,1.0,10.0,4.0,83.92
Oklahoma City,2019-11-22,US,pm10,94,1.0,15.0,7.0,98.05
Oklahoma City,2019-12-07,US,pm10,94,6.0,50.0,18.0,735.74
Oklahoma City,2019-12-16,US,pm10,95,2.0,30.0,13.0,286.15
Oklahoma City,2019-12-25,US,pm10,94,1.0,21.0,12.0,208.76
Oklahoma City,2019-10-03,US,pm10,94,3.0,50.0,13.0,430.81
Oklahoma City,2019-10-09,US,pm10,96,9.0,91.0,23.0,1934.37
Oklahoma City,2019-11-19,US,pm10,96,12.0,87.0,25.0,1573.71
Oklahoma City,2019-11-20,US,pm10,96,11.0,65.0,20.0,1314.41
Oklahoma City,2019-10-06,US,pm10,96,5.0,45.0,13.0,265.68
Oklahoma City,2019-12-18,US,pm25,96,11.0,62.0,29.0,1462.86
Oklahoma City,2019-11-30,US,pm25,96,5.0,33.0,16.0,527.18
Oklahoma City,2019-12-28,US,pm25,96,7.0,87.0,24.0,2970.74
Oklahoma City,2019-10-07,US,pm25,96,14.0,70.0,23.0,897.03
Oklahoma City,2019-10-23,US,pm25,96,18.0,49.0,26.0,552.18
Oklahoma City,2019-11-03,US,pm25,96,23.0,92.0,36.0,1272.26
Oklahoma City,2019-11-19,US,pm25,96,15.0,58.0,30.0,1248.73
Oklahoma City,2019-11-26,US,pm25,96,9.0,163.0,34.0,5769.1
Oklahoma City,2019-11-27,US,pm25,95,12.0,43.0,23.0,540.52
Oklahoma City,2019-10-12,US,pm25,96,14.0,58.0,24.0,1042.63
Oklahoma City,2019-10-27,US,pm25,96,15.0,49.0,32.0,701.67
Oklahoma City,2019-12-23,US,pm25,96,20.0,86.0,44.0,3076.73
Oklahoma City,2019-10-15,US,pm25,96,21.0,67.0,48.0,1567.13
Oklahoma City,2019-10-17,US,pm25,96,22.0,59.0,38.0,704.83
Oklahoma City,2019-11-04,US,pm25,96,26.0,73.0,50.0,1105.74
Oklahoma City,2019-11-11,US,pm25,94,8.0,60.0,23.0,1315.48
Oklahoma City,2019-11-22,US,pm25,96,8.0,51.0,27.0,984.89
Oklahoma City,2019-12-02,US,pm25,95,6.0,68.0,15.0,1235.37
Oklahoma City,2019-12-15,US,pm25,96,19.0,105.0,60.0,5126.26
Oklahoma City,2019-12-25,US,pm25,96,3.0,52.0,30.0,1679.31
Oklahoma City,2019-10-11,US,pm25,96,11.0,62.0,15.0,1273.47
Oklahoma City,2019-10-14,US,pm25,94,21.0,75.0,40.0,1235.67
Oklahoma City,2019-10-20,US,pm25,96,16.0,71.0,50.0,1060.56
Oklahoma City,2019-11-21,US,pm25,96,14.0,60.0,33.0,1232.71
Oklahoma City,2019-11-23,US,pm25,84,19.0,88.0,35.0,1855.51
Oklahoma City,2019-12-06,US,pm25,96,25.0,66.0,49.0,1181.78
Oklahoma City,2019-11-13,US,pm25,96,25.0,61.0,35.0,741.49
Oklahoma City,2019-12-16,US,pm25,95,18.0,79.0,56.0,2462.32
Oklahoma City,2019-12-21,US,pm25,96,28.0,108.0,60.0,2530.66
Oklahoma City,2019-12-24,US,pm25,96,3.0,63.0,39.0,2395.68
Oklahoma City,2019-12-27,US,pm25,96,36.0,134.0,69.0,3558.95
Oklahoma City,2019-10-10,US,pm25,86,15.0,67.0,29.0,2316.85
Oklahoma City,2019-12-08,US,pm25,96,33.0,87.0,56.0,2107.3
Oklahoma City,2019-12-09,US,pm25,93,6.0,59.0,20.0,1501.48
Oklahoma City,2019-12-22,US,pm25,96,18.0,85.0,47.0,1741.84
Oklahoma City,2019-10-08,US,pm25,96,16.0,61.0,28.0,759.05
Oklahoma City,2019-10-18,US,pm25,95,22.0,90.0,36.0,1820.99
Oklahoma City,2019-11-14,US,pm25,95,16.0,71.0,38.0,2572.68
Oklahoma City,2019-12-04,US,pm25,84,8.0,56.0,26.0,1112.24
Oklahoma City,2019-12-20,US,pm25,96,28.0,75.0,43.0,1095.64
Oklahoma City,2019-12-29,US,pm25,95,8.0,33.0,15.0,225.34
Oklahoma City,2019-10-01,US,pm25,96,25.0,92.0,40.0,1406.1
Oklahoma City,2019-10-05,US,pm25,96,18.0,74.0,51.0,1364.77
Oklahoma City,2019-11-08,US,pm25,95,25.0,56.0,34.0,446.65
Oklahoma City,2019-11-09,US,pm25,96,34.0,88.0,52.0,1319.35
Oklahoma City,2019-12-14,US,pm25,96,16.0,109.0,40.0,3670.49
Oklahoma City,2019-12-19,US,pm25,96,13.0,59.0,26.0,952.79
Oklahoma City,2019-10-26,US,pm25,92,13.0,50.0,28.0,719.21
Oklahoma City,2019-10-30,US,pm25,93,1.0,46.0,21.0,1524.86
Oklahoma City,2019-11-01,US,pm25,96,13.0,50.0,22.0,654.84
Oklahoma City,2019-11-12,US,pm25,96,16.0,109.0,34.0,1635.86
Oklahoma City,2019-12-07,US,pm25,96,15.0,69.0,50.0,2283.47
Oklahoma City,2019-10-06,US,pm25,96,16.0,59.0,25.0,1211.89
Oklahoma City,2019-11-15,US,pm25,78,22.0,65.0,42.0,1710.67
Oklahoma City,2019-11-18,US,pm25,96,14.0,62.0,29.0,1443.05
Oklahoma City,2019-12-26,US,pm25,94,2.0,78.0,50.0,3346.89
Oklahoma City,2019-11-17,US,pm25,92,12.0,71.0,45.0,3089.41
Oklahoma City,2019-11-20,US,pm25,96,34.0,76.0,52.0,854.21
Oklahoma City,2019-09-30,US,pm25,96,24.0,57.0,41.0,536.07
Oklahoma City,2019-10-03,US,pm25,96,13.0,57.0,22.0,1488.13
Oklahoma City,2019-10-13,US,pm25,96,15.0,44.0,26.0,387.14
Oklahoma City,2019-10-31,US,pm25,95,8.0,59.0,20.0,904.86
Oklahoma City,2019-11-02,US,pm25,96,14.0,142.0,27.0,4520.21
Oklahoma City,2019-11-06,US,pm25,95,15.0,90.0,60.0,2379.8
Oklahoma City,2019-11-24,US,pm25,72,13.0,90.0,25.0,2729.36
Oklahoma City,2019-11-25,US,pm25,83,18.0,90.0,36.0,2911.76
Oklahoma City,2019-11-29,US,pm25,96,11.0,39.0,25.0,245.75
Oklahoma City,2019-12-10,US,pm25,95,8.0,58.0,20.0,1005.91
Oklahoma City,2019-12-17,US,pm25,96,16.0,72.0,44.0,2539.57
Oklahoma City,2019-10-04,US,pm25,96,13.0,60.0,37.0,2616.05
Oklahoma City,2019-10-24,US,pm25,96,2.0,39.0,19.0,762.17
Oklahoma City,2019-12-13,US,pm25,96,33.0,81.0,52.0,1351.72
Oklahoma City,2019-12-12,US,pm25,96,20.0,76.0,34.0,687.58
Oklahoma City,2019-12-30,US,pm25,96,4.0,24.0,12.0,191.79
Oklahoma City,2019-10-25,US,pm25,89,1.0,41.0,14.0,1257.83
Oklahoma City,2019-10-29,US,pm25,96,1.0,51.0,29.0,1648.29
Oklahoma City,2019-11-05,US,pm25,96,19.0,66.0,38.0,2050.29
Oklahoma City,2019-11-28,US,pm25,95,15.0,38.0,27.0,356.78
