msa,Date,Country,Specie,count,min,max,median,variance
Oklahoma City,5/11/2019,US,pm25,96,3.0,53.0,14.0,762.33
Oklahoma City,4/13/2019,US,pm25,96,8.0,152.0,53.0,10247.4
Oklahoma City,5/4/2019,US,pm25,96,13.0,34.0,18.0,225.55
Oklahoma City,5/23/2019,US,pm25,96,44.0,86.0,54.0,990.49
Oklahoma City,6/5/2019,US,pm25,95,11.0,48.0,30.0,726.72
Oklahoma City,6/17/2019,US,pm25,96,13.0,32.0,18.0,176.82
Oklahoma City,6/20/2019,US,pm25,96,21.0,64.0,35.0,1907.36
Oklahoma City,4/8/2019,US,pm25,96,15.0,61.0,33.0,1757.25
Oklahoma City,5/31/2019,US,no2,48,1.0,32.5,10.2,609.3
Oklahoma City,6/3/2019,US,no2,48,1.0,25.1,8.4,520.08
Oklahoma City,6/16/2019,US,no2,45,1.0,14.9,3.8,131.88
Oklahoma City,6/18/2019,US,no2,45,1.9,24.1,11.2,463.89
Oklahoma City,6/23/2019,US,no2,24,1.9,13.9,8.4,183.99
Oklahoma City,4/2/2019,US,no2,47,1.0,23.2,7.5,494.08
Oklahoma City,4/9/2019,US,no2,48,1.0,31.5,12.1,715.91
Oklahoma City,4/29/2019,US,no2,23,2.8,14.9,5.6,108.66
Oklahoma City,5/12/2019,US,no2,23,1.0,30.6,3.8,636.73
Oklahoma City,5/14/2019,US,no2,24,5.6,14.9,10.2,76.59
Oklahoma City,6/19/2019,US,no2,45,1.0,15.8,3.8,110.37
Oklahoma City,6/27/2019,US,no2,45,1.0,12.1,6.5,179.52
Oklahoma City,4/10/2019,US,no2,43,1.0,27.8,6.5,646.16
Oklahoma City,5/10/2019,US,no2,24,3.8,14.9,10.2,66.43
Oklahoma City,5/23/2019,US,no2,36,1.0,12.1,6.5,126.02
Oklahoma City,6/1/2019,US,no2,45,1.0,22.3,6.5,325.96
Oklahoma City,6/8/2019,US,no2,41,1.0,20.4,13.0,430.81
Oklahoma City,4/24/2019,US,no2,35,1.0,21.3,6.5,396.84
Oklahoma City,5/3/2019,US,no2,24,2.8,22.3,9.3,259.44
Oklahoma City,6/14/2019,US,no2,33,1.0,19.5,11.2,430.39
Oklahoma City,5/17/2019,US,no2,24,7.5,21.3,11.2,127.13
Oklahoma City,6/21/2019,US,no2,17,3.8,12.1,9.3,81.23
Oklahoma City,6/25/2019,US,no2,39,1.0,25.1,12.1,506.26
Oklahoma City,4/7/2019,US,no2,46,1.0,23.2,3.8,206.34
Oklahoma City,6/2/2019,US,no2,40,1.0,23.2,8.4,394.16
Oklahoma City,6/11/2019,US,no2,48,1.0,26.9,13.0,562.27
Oklahoma City,6/12/2019,US,no2,41,1.0,13.0,2.8,86.78
Oklahoma City,6/13/2019,US,no2,36,1.0,19.5,8.4,341.23
Oklahoma City,6/29/2019,US,no2,45,1.0,17.6,6.5,249.98
Oklahoma City,4/13/2019,US,no2,35,1.0,11.2,5.6,97.09
Oklahoma City,4/23/2019,US,no2,31,1.0,9.3,3.8,62.94
Oklahoma City,5/6/2019,US,no2,23,2.8,22.3,14.9,290.0
Oklahoma City,5/18/2019,US,no2,21,3.8,18.6,13.9,257.8
Oklahoma City,5/30/2019,US,no2,38,1.0,26.9,4.7,365.71
Oklahoma City,6/17/2019,US,no2,40,1.0,19.5,6.5,283.19
Oklahoma City,4/1/2019,US,no2,46,1.0,34.3,8.4,916.09
Oklahoma City,4/3/2019,US,no2,46,1.0,21.3,5.6,398.74
Oklahoma City,4/20/2019,US,no2,43,1.0,19.5,12.1,339.46
Oklahoma City,5/21/2019,US,no2,26,1.0,21.3,3.8,420.03
Oklahoma City,5/24/2019,US,no2,38,1.0,14.9,5.6,208.5
Oklahoma City,4/17/2019,US,no2,39,1.0,18.6,5.6,355.86
Oklahoma City,5/7/2019,US,no2,20,4.7,16.7,12.1,139.69
Oklahoma City,5/13/2019,US,no2,24,3.8,20.4,10.2,222.46
Oklahoma City,6/7/2019,US,no2,37,1.0,26.0,2.8,441.25
Oklahoma City,6/6/2019,US,no2,42,1.0,15.8,2.8,158.87
Oklahoma City,6/15/2019,US,no2,42,1.0,16.7,5.6,283.71
Oklahoma City,4/15/2019,US,no2,42,1.0,16.7,5.6,286.53
Oklahoma City,4/18/2019,US,no2,32,1.0,13.0,1.9,46.64
Oklahoma City,4/26/2019,US,no2,29,1.0,28.8,12.1,546.09
Oklahoma City,5/25/2019,US,no2,37,1.0,13.0,7.5,160.88
Oklahoma City,5/29/2019,US,no2,45,1.0,15.8,4.7,195.65
Oklahoma City,6/24/2019,US,no2,35,1.0,23.2,4.7,471.66
Oklahoma City,6/30/2019,US,no2,28,1.0,11.2,7.5,80.75
Oklahoma City,4/4/2019,US,no2,43,1.0,25.1,4.7,396.75
Oklahoma City,4/25/2019,US,no2,37,1.0,19.5,6.5,267.28
Oklahoma City,5/20/2019,US,no2,24,3.8,10.2,7.5,26.6
Oklahoma City,6/4/2019,US,no2,48,1.0,23.2,3.8,383.69
Oklahoma City,6/20/2019,US,no2,35,1.9,24.1,13.9,377.16
Oklahoma City,6/28/2019,US,no2,40,1.0,17.6,6.5,246.46
Oklahoma City,4/6/2019,US,no2,44,1.0,27.8,3.8,344.36
Oklahoma City,4/27/2019,US,no2,23,1.9,13.0,6.5,148.71
Oklahoma City,4/30/2019,US,no2,24,2.8,13.0,5.6,71.33
Oklahoma City,5/1/2019,US,no2,24,3.8,22.3,11.2,300.35
Oklahoma City,5/2/2019,US,no2,24,1.9,13.9,6.5,102.94
Oklahoma City,5/27/2019,US,no2,25,1.0,9.3,6.5,68.03
Oklahoma City,6/9/2019,US,no2,38,1.0,13.0,1.9,132.36
Oklahoma City,6/10/2019,US,no2,33,1.0,26.0,6.5,445.29
Oklahoma City,4/12/2019,US,no2,35,1.0,18.6,7.5,257.36
Oklahoma City,4/14/2019,US,no2,37,1.0,23.2,2.8,226.55
Oklahoma City,4/16/2019,US,no2,41,1.0,21.3,7.5,424.45
Oklahoma City,5/8/2019,US,no2,21,1.9,21.3,11.2,355.34
Oklahoma City,5/9/2019,US,no2,22,1.0,7.5,1.9,36.67
Oklahoma City,5/16/2019,US,no2,24,5.6,24.1,12.1,243.89
Oklahoma City,4/5/2019,US,no2,47,1.0,26.0,9.3,627.37
Oklahoma City,4/8/2019,US,no2,40,1.0,30.6,5.6,706.82
Oklahoma City,4/11/2019,US,no2,23,1.0,10.2,1.9,49.61
Oklahoma City,4/21/2019,US,no2,36,1.0,10.2,5.6,128.0
Oklahoma City,5/5/2019,US,no2,24,7.5,13.9,11.2,36.33
Oklahoma City,5/22/2019,US,no2,43,1.0,24.1,8.4,418.1
Oklahoma City,5/28/2019,US,no2,35,1.0,15.8,7.5,237.92
Oklahoma City,6/5/2019,US,no2,48,1.0,15.8,6.5,185.49
Oklahoma City,4/19/2019,US,no2,28,1.0,21.3,1.9,393.02
Oklahoma City,4/28/2019,US,no2,23,2.8,13.0,5.6,113.34
Oklahoma City,5/4/2019,US,no2,24,1.0,21.3,4.7,323.28
Oklahoma City,5/11/2019,US,no2,24,1.9,16.7,5.6,166.95
Oklahoma City,5/19/2019,US,no2,23,1.0,13.9,3.8,156.99
Oklahoma City,6/26/2019,US,no2,40,1.0,18.6,10.2,375.03
Oklahoma City,4/22/2019,US,no2,44,1.0,24.1,5.6,422.8
Oklahoma City,5/15/2019,US,no2,23,3.8,26.0,8.4,439.43
Oklahoma City,5/26/2019,US,no2,32,1.0,10.2,4.7,81.99
Oklahoma City,6/22/2019,US,no2,24,3.8,13.0,7.5,92.53
Oklahoma City,6/29/2019,US,pressure,96,1012.3,1019.2,1017.2,31.29
Oklahoma City,4/4/2019,US,pressure,96,1010.8,1017.8,1014.7,21.05
Oklahoma City,4/7/2019,US,pressure,96,980.1,1025.2,1011.9,892.94
Oklahoma City,4/21/2019,US,pressure,96,1007.4,1012.7,1009.5,19.38
Oklahoma City,5/21/2019,US,pressure,96,996.7,1002.6,999.5,19.44
Oklahoma City,6/4/2019,US,pressure,96,1008.0,1016.0,1012.6,29.06
Oklahoma City,6/16/2019,US,pressure,96,1006.1,1013.2,1010.3,17.56
Oklahoma City,6/27/2019,US,pressure,96,1014.5,1021.3,1018.1,25.5
Oklahoma City,4/13/2019,US,pressure,96,1003.7,1016.8,1011.4,59.73
Oklahoma City,5/14/2019,US,pressure,96,1011.5,1015.7,1013.5,12.49
Oklahoma City,4/19/2019,US,pressure,96,1014.6,1020.9,1017.6,28.21
Oklahoma City,4/22/2019,US,pressure,96,1008.9,1017.1,1015.3,49.39
Oklahoma City,4/26/2019,US,pressure,96,1012.9,1022.8,1019.6,91.03
Oklahoma City,5/11/2019,US,pressure,96,1011.0,1017.3,1013.8,22.66
Oklahoma City,5/26/2019,US,pressure,96,506.7,1017.9,1015.4,26936.9
Oklahoma City,6/11/2019,US,pressure,96,1013.5,1024.3,1019.9,117.19
Oklahoma City,5/5/2019,US,pressure,96,1007.5,1014.7,1011.1,41.11
Oklahoma City,6/8/2019,US,pressure,96,1006.9,1012.8,1009.9,22.6
Oklahoma City,6/10/2019,US,pressure,96,1022.6,1029.4,1025.5,39.95
Oklahoma City,6/12/2019,US,pressure,96,1013.8,1019.2,1017.1,17.42
Oklahoma City,4/1/2019,US,pressure,96,1018.4,1027.5,1023.9,67.75
Oklahoma City,4/10/2019,US,pressure,96,988.4,1004.9,996.6,220.71
Oklahoma City,4/12/2019,US,pressure,96,1010.5,1017.1,1014.4,32.81
Oklahoma City,4/30/2019,US,pressure,96,1005.9,1018.3,1010.4,40.52
Oklahoma City,5/19/2019,US,pressure,96,1003.7,1015.2,1012.2,77.09
Oklahoma City,5/22/2019,US,pressure,96,1001.2,1010.7,1006.0,42.14
Oklahoma City,5/25/2019,US,pressure,96,1011.7,1017.5,1014.4,20.63
Oklahoma City,6/30/2019,US,pressure,96,1012.5,1018.3,1015.5,23.61
Oklahoma City,4/11/2019,US,pressure,96,993.7,1011.7,1005.1,240.79
Oklahoma City,5/4/2019,US,pressure,96,1011.2,1016.5,1013.8,17.99
Oklahoma City,5/31/2019,US,pressure,96,1012.0,1018.2,1015.1,25.85
Oklahoma City,6/13/2019,US,pressure,96,1014.4,1022.0,1019.1,47.64
Oklahoma City,6/23/2019,US,pressure,96,1004.1,1011.5,1007.3,24.46
Oklahoma City,6/25/2019,US,pressure,96,1010.1,1015.2,1012.8,15.4
Oklahoma City,5/2/2019,US,pressure,96,1010.0,1019.0,1015.5,32.22
Oklahoma City,5/29/2019,US,pressure,96,1002.8,1012.9,1007.6,64.24
Oklahoma City,6/22/2019,US,pressure,96,1003.9,1010.8,1008.2,25.07
Oklahoma City,4/25/2019,US,pressure,96,1008.0,1021.0,1010.8,139.28
Oklahoma City,5/16/2019,US,pressure,96,1008.3,1015.2,1012.6,33.22
Oklahoma City,6/14/2019,US,pressure,96,1006.6,1016.8,1010.4,100.41
Oklahoma City,6/17/2019,US,pressure,96,1009.3,1015.2,1011.7,16.23
Oklahoma City,4/15/2019,US,pressure,96,1007.2,1023.7,1010.1,47.82
Oklahoma City,5/27/2019,US,pressure,96,1005.0,1012.3,1009.0,49.75
Oklahoma City,6/2/2019,US,pressure,96,1010.1,1015.5,1013.2,15.55
Oklahoma City,4/3/2019,US,pressure,96,1011.6,1020.1,1016.5,59.41
Oklahoma City,4/27/2019,US,pressure,96,978.6,1014.3,1009.5,124.53
Oklahoma City,5/10/2019,US,pressure,96,1016.6,1022.9,1019.3,25.1
Oklahoma City,5/18/2019,US,pressure,96,1000.2,1006.2,1003.3,25.3
Oklahoma City,6/5/2019,US,pressure,96,1006.5,1013.2,1010.6,40.94
Oklahoma City,6/9/2019,US,pressure,96,1008.5,1024.8,1015.5,187.8
Oklahoma City,4/5/2019,US,pressure,96,1011.8,1018.5,1015.6,32.67
Oklahoma City,5/6/2019,US,pressure,96,1009.9,1013.5,1011.7,8.09
Oklahoma City,6/1/2019,US,pressure,96,1009.5,1016.9,1013.8,33.02
Oklahoma City,4/28/2019,US,pressure,96,1004.6,1014.3,1011.1,85.19
Oklahoma City,5/1/2019,US,pressure,96,1007.7,1026.7,1011.3,43.37
Oklahoma City,5/7/2019,US,pressure,96,1007.3,1016.2,1013.0,81.69
Oklahoma City,5/23/2019,US,pressure,96,1009.8,1015.9,1012.4,19.47
Oklahoma City,5/30/2019,US,pressure,96,1010.9,1016.5,1014.1,16.54
Oklahoma City,6/20/2019,US,pressure,96,1003.3,1008.2,1005.8,13.83
Oklahoma City,4/9/2019,US,pressure,96,1003.9,1013.9,1011.0,108.57
Oklahoma City,4/14/2019,US,pressure,96,1010.2,1017.0,1012.8,25.77
Oklahoma City,4/18/2019,US,pressure,96,1002.3,1014.8,1011.3,106.07
Oklahoma City,5/17/2019,US,pressure,96,1003.8,1010.4,1007.9,47.78
Oklahoma City,6/3/2019,US,pressure,96,1010.6,1015.5,1013.4,16.1
Oklahoma City,6/28/2019,US,pressure,96,1013.8,1020.3,1018.1,25.72
Oklahoma City,4/6/2019,US,pressure,96,1007.6,1014.6,1010.8,44.26
Oklahoma City,4/23/2019,US,pressure,96,1013.2,1018.1,1015.3,9.87
Oklahoma City,5/20/2019,US,pressure,96,999.7,1014.1,1006.3,217.24
Oklahoma City,6/15/2019,US,pressure,96,1005.2,1011.4,1008.2,18.4
Oklahoma City,6/26/2019,US,pressure,96,1012.7,1019.6,1016.9,24.01
Oklahoma City,5/13/2019,US,pressure,96,1010.0,1014.8,1012.5,13.53
Oklahoma City,4/16/2019,US,pressure,96,1006.6,1014.4,1010.1,38.04
Oklahoma City,4/17/2019,US,pressure,96,1000.2,1009.0,1005.5,57.6
Oklahoma City,4/20/2019,US,pressure,96,1008.8,1021.9,1015.7,109.04
Oklahoma City,4/24/2019,US,pressure,96,1008.6,1015.4,1012.2,32.27
Oklahoma City,4/29/2019,US,pressure,78,1005.5,1015.6,1012.0,80.69
Oklahoma City,5/8/2019,US,pressure,96,1002.1,1010.5,1005.1,53.13
Oklahoma City,5/9/2019,US,pressure,96,1007.5,1021.7,1016.2,160.37
Oklahoma City,6/6/2019,US,pressure,96,1005.5,1009.8,1007.5,7.35
Oklahoma City,4/2/2019,US,pressure,96,1015.4,1022.6,1018.6,26.24
Oklahoma City,4/8/2019,US,pressure,96,984.3,1016.2,1014.0,192.44
Oklahoma City,5/3/2019,US,pressure,96,1010.6,1016.1,1014.2,15.27
Oklahoma City,5/12/2019,US,pressure,96,1008.3,1013.6,1011.6,11.4
Oklahoma City,5/15/2019,US,pressure,96,1011.8,1016.1,1013.6,14.06
Oklahoma City,5/24/2019,US,pressure,96,1009.9,1016.5,1013.6,24.13
Oklahoma City,5/28/2019,US,pressure,96,1001.3,1006.2,1004.5,13.74
Oklahoma City,6/7/2019,US,pressure,96,1006.3,1010.1,1008.2,8.99
Oklahoma City,6/18/2019,US,pressure,96,1005.5,1014.2,1011.1,55.01
Oklahoma City,6/19/2019,US,pressure,96,1003.5,1012.4,1007.7,51.17
Oklahoma City,6/21/2019,US,pressure,96,1001.5,1007.6,1005.1,21.9
Oklahoma City,6/24/2019,US,pressure,96,1007.7,1014.0,1011.9,21.29
Oklahoma City,4/4/2019,US,wind-speed,81,0.2,7.0,1.7,30.23
Oklahoma City,5/30/2019,US,wind-speed,77,0.1,6.8,1.7,35.33
Oklahoma City,6/11/2019,US,wind-speed,68,0.3,10.0,4.5,61.58
Oklahoma City,6/19/2019,US,wind-speed,92,0.2,7.7,2.4,27.46
Oklahoma City,6/24/2019,US,wind-speed,91,0.1,6.0,3.0,28.25
Oklahoma City,4/16/2019,US,wind-speed,96,0.2,17.7,9.2,111.38
Oklahoma City,5/8/2019,US,wind-speed,96,0.2,17.0,5.4,170.16
Oklahoma City,5/15/2019,US,wind-speed,81,0.1,10.8,5.8,64.1
Oklahoma City,6/9/2019,US,wind-speed,85,0.2,16.2,3.6,83.05
Oklahoma City,6/14/2019,US,wind-speed,83,1.2,16.5,9.2,130.17
Oklahoma City,6/17/2019,US,wind-speed,90,0.1,6.5,1.6,17.31
Oklahoma City,6/7/2019,US,wind-speed,83,0.2,7.4,2.7,30.46
Oklahoma City,6/8/2019,US,wind-speed,79,0.2,6.5,1.7,21.52
Oklahoma City,4/2/2019,US,wind-speed,85,0.5,11.8,6.1,60.81
Oklahoma City,4/17/2019,US,wind-speed,96,0.2,13.0,7.2,94.94
Oklahoma City,4/18/2019,US,wind-speed,95,0.2,16.6,7.1,149.32
Oklahoma City,4/22/2019,US,wind-speed,70,0.2,15.4,4.5,138.3
Oklahoma City,5/14/2019,US,wind-speed,72,0.3,11.8,4.8,75.47
Oklahoma City,6/1/2019,US,wind-speed,88,0.1,12.3,2.5,48.61
Oklahoma City,4/9/2019,US,wind-speed,86,0.2,14.5,6.6,172.26
Oklahoma City,4/11/2019,US,wind-speed,96,0.1,14.8,5.6,151.46
Oklahoma City,4/30/2019,US,wind-speed,95,0.2,17.1,3.8,142.18
Oklahoma City,5/19/2019,US,wind-speed,90,0.3,9.7,3.6,33.05
Oklahoma City,4/6/2019,US,wind-speed,90,0.2,14.2,5.0,101.49
Oklahoma City,4/21/2019,US,wind-speed,72,4.2,17.0,10.2,128.13
Oklahoma City,5/1/2019,US,wind-speed,92,0.1,14.6,3.6,118.69
Oklahoma City,6/12/2019,US,wind-speed,69,0.2,9.6,4.7,63.26
Oklahoma City,6/25/2019,US,wind-speed,82,0.2,10.0,3.5,41.1
Oklahoma City,4/15/2019,US,wind-speed,96,2.1,19.2,11.4,179.84
Oklahoma City,5/18/2019,US,wind-speed,96,2.3,13.8,7.2,63.58
Oklahoma City,5/22/2019,US,wind-speed,93,0.2,14.4,7.1,131.86
Oklahoma City,5/25/2019,US,wind-speed,96,0.1,14.3,7.6,96.75
Oklahoma City,6/26/2019,US,wind-speed,72,1.2,10.2,5.0,37.16
Oklahoma City,6/30/2019,US,wind-speed,72,0.2,8.4,3.0,38.56
Oklahoma City,4/19/2019,US,wind-speed,87,1.0,12.3,7.2,92.29
Oklahoma City,5/12/2019,US,wind-speed,81,0.2,8.0,3.2,38.22
Oklahoma City,6/27/2019,US,wind-speed,72,1.7,11.2,5.4,43.03
Oklahoma City,4/12/2019,US,wind-speed,95,0.2,7.7,2.0,36.63
Oklahoma City,4/14/2019,US,wind-speed,93,0.2,10.8,5.5,43.74
Oklahoma City,4/27/2019,US,wind-speed,96,0.2,13.6,6.6,96.64
Oklahoma City,5/11/2019,US,wind-speed,86,0.1,4.8,2.7,15.33
Oklahoma City,6/6/2019,US,wind-speed,74,0.2,9.7,2.8,41.91
Oklahoma City,6/16/2019,US,wind-speed,86,0.1,6.4,1.9,26.72
Oklahoma City,5/5/2019,US,wind-speed,89,0.1,11.6,4.6,62.93
Oklahoma City,5/28/2019,US,wind-speed,70,2.0,13.6,7.7,60.56
Oklahoma City,5/29/2019,US,wind-speed,78,0.3,7.7,3.3,38.91
Oklahoma City,4/1/2019,US,wind-speed,66,0.2,7.0,2.0,28.77
Oklahoma City,5/10/2019,US,wind-speed,95,0.2,10.4,3.7,66.74
Oklahoma City,5/27/2019,US,wind-speed,72,0.2,13.6,7.8,99.03
Oklahoma City,6/13/2019,US,wind-speed,59,0.4,8.2,2.5,38.83
Oklahoma City,6/20/2019,US,wind-speed,93,0.1,11.6,5.6,78.3
Oklahoma City,4/3/2019,US,wind-speed,91,0.1,17.1,8.2,177.87
Oklahoma City,4/10/2019,US,wind-speed,96,0.2,23.0,10.8,211.02
Oklahoma City,4/24/2019,US,wind-speed,62,0.2,4.3,1.8,12.42
Oklahoma City,4/28/2019,US,wind-speed,96,1.0,17.3,7.2,88.55
Oklahoma City,5/3/2019,US,wind-speed,89,0.1,8.3,3.3,46.13
Oklahoma City,5/16/2019,US,wind-speed,96,0.1,13.0,6.7,95.78
Oklahoma City,6/21/2019,US,wind-speed,96,4.7,17.0,10.0,106.78
Oklahoma City,6/22/2019,US,wind-speed,96,1.2,18.1,7.5,124.27
Oklahoma City,6/23/2019,US,wind-speed,93,0.1,16.3,3.7,200.69
Oklahoma City,5/20/2019,US,wind-speed,95,0.4,16.9,7.2,136.26
Oklahoma City,5/26/2019,US,wind-speed,85,0.3,15.0,5.7,96.28
Oklahoma City,5/31/2019,US,wind-speed,81,0.1,5.7,2.5,22.25
Oklahoma City,6/15/2019,US,wind-speed,96,0.3,15.0,7.6,108.42
Oklahoma City,6/28/2019,US,wind-speed,72,1.0,10.2,5.1,32.59
Oklahoma City,4/26/2019,US,wind-speed,95,0.1,9.6,3.6,58.18
Oklahoma City,5/6/2019,US,wind-speed,95,0.1,14.6,6.4,81.53
Oklahoma City,5/17/2019,US,wind-speed,96,3.4,15.5,9.8,89.79
Oklahoma City,6/2/2019,US,wind-speed,87,0.2,7.0,2.0,26.94
Oklahoma City,6/3/2019,US,wind-speed,87,0.2,9.5,3.7,50.79
Oklahoma City,6/5/2019,US,wind-speed,79,0.2,7.0,3.0,26.28
Oklahoma City,6/29/2019,US,wind-speed,72,0.1,7.8,2.8,35.45
Oklahoma City,5/9/2019,US,wind-speed,94,0.2,12.0,6.6,66.72
Oklahoma City,5/13/2019,US,wind-speed,61,0.1,10.1,5.5,79.23
Oklahoma City,4/5/2019,US,wind-speed,83,0.1,9.2,3.0,36.57
