msa,Date,Country,Specie,count,min,max,median,variance
Memphis,5/17/2019,US,pressure,72,1009.4,1017.7,1012.2,71.31
Memphis,6/28/2019,US,pressure,72,1015.8,1024.7,1018.8,68.13
Memphis,6/8/2019,US,pressure,72,1002.5,1011.1,1004.6,65.41
Memphis,6/22/2019,US,pressure,72,1010.4,1019.3,1013.8,69.7
Memphis,4/6/2019,US,pressure,72,1011.8,1029.9,1017.1,278.15
Memphis,4/7/2019,US,pressure,72,1011.4,1029.9,1013.7,327.97
Memphis,4/9/2019,US,pressure,72,1006.7,1014.1,1009.4,42.27
Memphis,4/17/2019,US,pressure,72,1006.9,1020.3,1013.3,132.05
Memphis,5/26/2019,US,pressure,72,1013.7,1022.6,1017.6,79.34
Memphis,6/13/2019,US,pressure,72,1006.0,1022.4,1016.5,180.13
Memphis,6/11/2019,US,pressure,72,1014.3,1024.6,1019.4,105.88
Memphis,4/5/2019,US,pressure,72,1014.3,1022.3,1016.2,65.65
Memphis,4/29/2019,US,pressure,54,1012.6,1021.3,1016.2,57.12
Memphis,5/1/2019,US,pressure,72,1013.2,1023.1,1016.4,68.42
Memphis,5/4/2019,US,pressure,72,996.5,1015.3,1009.0,207.1
Memphis,5/20/2019,US,pressure,72,1008.3,1020.0,1013.7,106.81
Memphis,5/30/2019,US,pressure,72,1006.7,1015.6,1010.5,60.87
Memphis,4/4/2019,US,pressure,72,1011.4,1025.5,1018.9,127.48
Memphis,4/14/2019,US,pressure,72,994.2,1018.6,1005.7,522.8
Memphis,5/16/2019,US,pressure,72,1009.8,1018.8,1012.3,79.43
Memphis,5/23/2019,US,pressure,72,1013.8,1023.9,1018.0,81.8
Memphis,6/23/2019,US,pressure,72,1008.5,1017.6,1012.3,80.99
Memphis,6/27/2019,US,pressure,71,1017.7,1027.3,1020.5,67.79
Memphis,6/17/2019,US,pressure,72,1009.0,1016.8,1011.6,59.71
Memphis,6/20/2019,US,pressure,72,1003.7,1014.8,1007.9,76.04
Memphis,4/2/2019,US,pressure,72,1018.2,1036.1,1020.2,313.52
Memphis,4/13/2019,US,pressure,72,995.8,1019.4,1012.5,476.81
Memphis,5/10/2019,US,pressure,72,1012.3,1021.8,1016.3,66.33
Memphis,5/18/2019,US,pressure,72,1006.1,1016.7,1011.3,91.73
Memphis,5/19/2019,US,pressure,72,1006.1,1017.3,1010.4,75.12
Memphis,6/3/2019,US,pressure,72,1011.7,1019.9,1015.9,45.86
Memphis,6/29/2019,US,pressure,72,1014.8,1022.6,1018.2,62.45
Memphis,4/1/2019,US,pressure,72,1019.0,1031.0,1024.7,123.09
Memphis,4/21/2019,US,pressure,72,1012.5,1022.2,1017.9,68.73
Memphis,4/22/2019,US,pressure,72,1015.5,1024.8,1019.1,84.66
Memphis,4/26/2019,US,pressure,72,1008.5,1021.1,1014.8,102.34
Memphis,4/27/2019,US,pressure,72,1005.9,1019.6,1012.7,179.85
Memphis,5/3/2019,US,pressure,72,1010.9,1019.5,1013.3,77.28
Memphis,5/12/2019,US,pressure,72,1006.8,1014.3,1008.3,63.12
Memphis,5/29/2019,US,pressure,72,1005.6,1014.8,1008.8,74.68
Memphis,6/6/2019,US,pressure,72,1002.9,1013.3,1007.4,88.01
Memphis,6/7/2019,US,pressure,72,1001.7,1008.5,1002.9,53.64
Memphis,4/16/2019,US,pressure,72,1013.6,1032.4,1017.4,128.88
Memphis,4/28/2019,US,pressure,72,1008.3,1021.1,1014.7,95.94
Memphis,5/6/2019,US,pressure,67,1012.1,1020.7,1016.2,59.82
Memphis,5/21/2019,US,pressure,72,1003.7,1012.8,1007.4,79.27
Memphis,6/1/2019,US,pressure,72,1008.1,1017.3,1011.9,82.16
Memphis,6/4/2019,US,pressure,72,1010.3,1019.1,1014.8,77.54
Memphis,6/24/2019,US,pressure,72,1004.9,1016.6,1010.5,74.57
Memphis,4/10/2019,US,pressure,72,1001.2,1013.5,1007.7,114.03
Memphis,4/23/2019,US,pressure,72,1012.1,1022.1,1015.8,90.93
Memphis,4/30/2019,US,pressure,72,1012.2,1022.7,1017.6,97.55
Memphis,5/22/2019,US,pressure,72,1007.0,1018.6,1011.7,92.96
Memphis,6/5/2019,US,pressure,72,1007.7,1016.4,1011.8,60.86
Memphis,6/12/2019,US,pressure,72,1009.6,1018.9,1013.2,73.79
Memphis,4/3/2019,US,pressure,72,1019.2,1036.2,1022.6,118.69
Memphis,5/25/2019,US,pressure,72,1014.6,1022.7,1017.2,68.62
Memphis,4/20/2019,US,pressure,72,1006.0,1017.9,1011.2,113.69
Memphis,4/25/2019,US,pressure,72,1003.8,1012.7,1008.4,81.14
Memphis,5/24/2019,US,pressure,71,1013.4,1023.5,1018.0,83.39
Memphis,6/15/2019,US,pressure,72,1008.3,1019.1,1012.5,91.97
Memphis,6/25/2019,US,pressure,72,1011.2,1021.8,1015.2,68.91
Memphis,6/26/2019,US,pressure,72,1016.1,1023.8,1017.9,70.54
Memphis,5/10/2019,US,wind-speed,52,0.1,6.4,2.7,34.04
Memphis,5/19/2019,US,wind-speed,50,0.1,8.7,2.2,75.16
Memphis,5/27/2019,US,wind-speed,50,0.1,7.7,1.4,41.19
Memphis,6/1/2019,US,wind-speed,24,0.1,4.1,2.0,13.34
Memphis,6/21/2019,US,wind-speed,58,0.1,11.2,1.2,109.38
Memphis,6/22/2019,US,wind-speed,54,0.1,6.6,1.2,40.6
Memphis,4/1/2019,US,wind-speed,42,0.2,5.2,0.8,24.4
Memphis,4/2/2019,US,wind-speed,30,0.1,2.5,1.0,3.67
Memphis,4/14/2019,US,wind-speed,54,0.1,12.6,2.0,97.94
Memphis,5/4/2019,US,wind-speed,42,0.1,6.2,3.0,32.17
Memphis,5/5/2019,US,wind-speed,46,0.1,5.8,1.5,39.14
Memphis,4/3/2019,US,wind-speed,38,0.2,4.7,1.0,22.61
Memphis,4/6/2019,US,wind-speed,46,0.2,4.1,1.5,16.59
Memphis,4/19/2019,US,wind-speed,59,0.1,10.7,1.5,127.25
Memphis,5/8/2019,US,wind-speed,61,0.1,16.0,2.5,172.96
Memphis,5/17/2019,US,wind-speed,42,0.1,7.0,2.0,39.18
Memphis,6/2/2019,US,wind-speed,32,0.1,5.7,1.6,21.6
Memphis,6/5/2019,US,wind-speed,43,0.1,8.5,2.0,34.58
Memphis,5/7/2019,US,wind-speed,43,0.2,10.0,2.5,119.83
Memphis,5/9/2019,US,wind-speed,46,0.1,6.6,3.0,29.15
Memphis,5/21/2019,US,wind-speed,64,0.1,7.0,0.8,42.02
Memphis,5/23/2019,US,wind-speed,42,0.1,5.6,3.0,32.77
Memphis,6/8/2019,US,wind-speed,49,0.1,5.7,1.8,31.03
Memphis,6/10/2019,US,wind-speed,55,0.1,9.7,1.0,88.59
Memphis,6/20/2019,US,wind-speed,40,0.1,5.7,2.0,25.7
Memphis,5/28/2019,US,wind-speed,61,0.1,9.0,0.5,69.27
Memphis,6/3/2019,US,wind-speed,43,0.1,5.1,2.0,21.58
Memphis,6/4/2019,US,wind-speed,39,0.1,7.5,2.5,35.67
Memphis,6/7/2019,US,wind-speed,47,0.1,4.7,2.2,18.11
Memphis,6/12/2019,US,wind-speed,47,0.1,4.6,2.0,17.8
Memphis,6/16/2019,US,wind-speed,55,0.1,8.0,3.3,64.52
Memphis,6/19/2019,US,wind-speed,54,0.1,7.5,2.0,45.41
Memphis,4/16/2019,US,wind-speed,50,0.2,12.0,2.5,74.12
Memphis,5/1/2019,US,wind-speed,51,0.1,16.0,1.2,107.7
Memphis,5/2/2019,US,wind-speed,57,0.1,6.9,2.0,41.96
Memphis,5/15/2019,US,wind-speed,43,0.2,4.2,2.0,20.07
Memphis,5/20/2019,US,wind-speed,38,0.1,5.6,1.5,29.7
Memphis,6/11/2019,US,wind-speed,50,0.1,7.2,3.0,32.47
Memphis,6/25/2019,US,wind-speed,37,0.1,4.1,2.0,9.15
Memphis,4/11/2019,US,wind-speed,69,0.1,12.5,2.6,98.63
Memphis,4/23/2019,US,wind-speed,43,0.2,6.2,2.5,32.85
Memphis,4/25/2019,US,wind-speed,59,0.2,5.6,1.8,25.41
Memphis,5/12/2019,US,wind-speed,49,0.1,4.6,1.5,16.11
Memphis,5/31/2019,US,wind-speed,41,0.1,5.7,2.0,23.68
Memphis,4/10/2019,US,wind-speed,54,0.1,8.5,2.7,51.15
Memphis,4/22/2019,US,wind-speed,47,0.2,7.7,2.0,37.2
Memphis,4/29/2019,US,wind-speed,47,0.1,8.7,1.5,54.37
Memphis,6/15/2019,US,wind-speed,58,0.1,16.0,0.7,170.65
Memphis,6/17/2019,US,wind-speed,52,0.1,8.5,3.0,51.15
Memphis,6/18/2019,US,wind-speed,29,0.1,6.6,1.7,17.35
Memphis,6/30/2019,US,wind-speed,25,0.2,3.6,1.7,8.55
Memphis,4/7/2019,US,wind-speed,44,0.2,5.0,1.5,23.83
Memphis,4/21/2019,US,wind-speed,42,0.2,5.6,3.0,24.82
Memphis,4/30/2019,US,wind-speed,65,0.1,8.2,1.5,43.09
Memphis,6/27/2019,US,wind-speed,33,0.1,9.0,3.0,71.39
Memphis,6/29/2019,US,wind-speed,29,0.1,3.6,1.5,10.62
Memphis,4/5/2019,US,wind-speed,21,0.2,2.0,1.5,2.87
Memphis,4/26/2019,US,wind-speed,51,0.1,7.2,0.8,55.6
Memphis,4/27/2019,US,wind-speed,58,0.1,11.7,2.0,82.31
Memphis,5/11/2019,US,wind-speed,40,0.1,3.7,1.9,11.87
Memphis,5/13/2019,US,wind-speed,42,0.1,6.7,0.9,28.11
Memphis,6/24/2019,US,wind-speed,50,0.2,6.7,1.5,25.6
Memphis,6/26/2019,US,wind-speed,41,0.1,6.5,2.0,25.8
Memphis,6/28/2019,US,wind-speed,32,0.1,6.0,2.2,28.76
Memphis,4/4/2019,US,wind-speed,46,0.1,10.8,2.3,55.65
Memphis,5/6/2019,US,wind-speed,29,0.2,4.1,2.2,13.24
Memphis,5/30/2019,US,wind-speed,39,0.1,6.1,2.0,18.44
Memphis,4/8/2019,US,wind-speed,32,0.1,3.8,1.5,14.45
Memphis,5/3/2019,US,wind-speed,39,0.1,4.1,1.0,10.58
Memphis,5/14/2019,US,wind-speed,21,0.1,2.2,0.5,4.71
Memphis,5/16/2019,US,wind-speed,39,0.1,4.7,1.7,16.76
Memphis,5/22/2019,US,wind-speed,56,0.1,7.0,1.0,53.85
Memphis,5/26/2019,US,wind-speed,40,0.2,6.6,2.5,29.17
Memphis,6/23/2019,US,wind-speed,55,0.1,11.0,1.5,81.74
Memphis,4/18/2019,US,wind-speed,57,0.1,13.0,1.2,74.19
Memphis,5/25/2019,US,wind-speed,39,0.1,7.5,2.5,51.46
Memphis,6/13/2019,US,wind-speed,45,0.2,6.5,3.0,29.64
Memphis,4/9/2019,US,wind-speed,31,0.1,8.7,4.0,60.98
Memphis,4/15/2019,US,wind-speed,39,0.1,5.6,2.5,17.83
Memphis,4/17/2019,US,wind-speed,55,0.1,7.2,1.2,39.55
Memphis,4/24/2019,US,wind-speed,48,0.1,7.2,2.0,37.05
Memphis,5/18/2019,US,wind-speed,55,0.1,8.7,2.0,57.49
Memphis,6/6/2019,US,wind-speed,41,0.2,4.9,1.6,21.71
Memphis,6/9/2019,US,wind-speed,40,0.1,5.2,1.5,17.82
Memphis,4/12/2019,US,wind-speed,46,0.2,4.6,1.7,13.36
Memphis,4/13/2019,US,wind-speed,57,0.1,10.0,1.7,48.63
Memphis,4/20/2019,US,wind-speed,44,0.2,9.7,1.3,79.93
Memphis,4/28/2019,US,wind-speed,61,0.1,6.0,1.0,28.78
Memphis,5/24/2019,US,wind-speed,40,0.1,5.1,2.0,25.29
Memphis,5/29/2019,US,wind-speed,57,0.1,9.2,2.5,68.63
Memphis,6/14/2019,US,wind-speed,39,0.1,15.0,3.2,184.17
Memphis,4/7/2019,US,wind-gust,47,0.2,12.5,1.7,105.21
Memphis,4/20/2019,US,wind-gust,53,0.1,18.7,7.0,310.51
Memphis,4/29/2019,US,wind-gust,39,0.2,16.5,6.5,238.48
Memphis,6/11/2019,US,wind-gust,44,0.1,13.0,4.0,129.16
Memphis,6/22/2019,US,wind-gust,60,0.1,10.7,2.2,97.32
Memphis,4/9/2019,US,wind-gust,40,0.2,16.5,4.8,197.1
Memphis,5/11/2019,US,wind-gust,52,0.1,8.7,1.0,64.93
Memphis,5/15/2019,US,wind-gust,47,0.1,10.7,2.6,110.36
Memphis,6/1/2019,US,wind-gust,30,0.2,8.7,2.4,68.38
Memphis,4/13/2019,US,wind-gust,54,0.1,25.0,3.1,316.09
Memphis,4/19/2019,US,wind-gust,58,0.7,20.2,5.1,364.82
Memphis,4/23/2019,US,wind-gust,35,0.2,12.2,4.1,117.11
Memphis,5/22/2019,US,wind-gust,60,0.2,16.5,4.5,250.25
Memphis,5/31/2019,US,wind-gust,37,0.1,12.5,6.6,139.09
Memphis,5/2/2019,US,wind-gust,66,0.1,12.7,3.5,106.74
Memphis,5/23/2019,US,wind-gust,47,0.1,11.2,2.0,108.95
Memphis,5/24/2019,US,wind-gust,39,0.1,10.0,2.3,88.12
Memphis,6/16/2019,US,wind-gust,54,0.5,15.0,5.7,197.1
Memphis,4/4/2019,US,wind-gust,51,0.1,19.7,4.0,240.32
Memphis,4/12/2019,US,wind-gust,30,0.1,9.0,3.0,51.59
Memphis,4/27/2019,US,wind-gust,58,0.1,21.2,7.5,402.38
Memphis,6/6/2019,US,wind-gust,43,0.1,10.0,2.3,84.8
Memphis,6/17/2019,US,wind-gust,50,0.1,13.5,3.2,171.46
Memphis,6/28/2019,US,wind-gust,27,0.1,8.6,1.0,71.23
Memphis,5/10/2019,US,wind-gust,58,0.1,12.5,1.8,136.06
Memphis,5/26/2019,US,wind-gust,38,0.2,11.2,5.2,141.97
Memphis,4/1/2019,US,wind-gust,54,0.1,11.0,3.3,113.69
Memphis,4/2/2019,US,wind-gust,40,0.2,5.1,3.2,26.03
Memphis,4/11/2019,US,wind-gust,72,0.3,24.0,7.2,426.64
Memphis,4/21/2019,US,wind-gust,33,0.2,12.0,3.7,124.4
Memphis,5/1/2019,US,wind-gust,55,0.2,16.2,3.5,193.16
Memphis,5/9/2019,US,wind-gust,50,0.1,14.1,2.6,107.79
Memphis,6/9/2019,US,wind-gust,43,0.1,12.2,3.4,103.04
Memphis,6/19/2019,US,wind-gust,56,0.1,15.5,5.0,206.97
Memphis,4/25/2019,US,wind-gust,62,0.1,14.2,4.5,118.54
Memphis,5/3/2019,US,wind-gust,41,0.2,10.7,2.6,71.46
Memphis,5/29/2019,US,wind-gust,62,0.1,17.0,3.0,256.64
Memphis,6/29/2019,US,wind-gust,40,0.2,10.0,1.2,53.02
Memphis,4/16/2019,US,wind-gust,48,0.2,19.7,6.8,283.28
Memphis,4/28/2019,US,wind-gust,66,0.1,13.5,2.0,129.91
Memphis,5/25/2019,US,wind-gust,40,0.5,15.0,2.4,204.17
Memphis,6/15/2019,US,wind-gust,58,0.3,18.0,5.5,250.77
Memphis,6/20/2019,US,wind-gust,49,0.1,13.5,1.5,170.16
Memphis,6/24/2019,US,wind-gust,47,0.5,12.8,4.5,129.91
Memphis,6/27/2019,US,wind-gust,37,0.1,13.3,1.2,72.52
Memphis,4/15/2019,US,wind-gust,37,0.1,8.2,1.8,41.59
Memphis,4/22/2019,US,wind-gust,40,0.2,15.5,4.8,188.68
Memphis,4/24/2019,US,wind-gust,43,0.2,14.5,3.1,164.89
Memphis,5/13/2019,US,wind-gust,38,0.2,12.0,4.5,113.59
Memphis,6/7/2019,US,wind-gust,34,0.2,9.5,3.2,104.33
Memphis,6/13/2019,US,wind-gust,44,0.2,14.3,7.7,203.94
Memphis,6/30/2019,US,wind-gust,31,0.1,6.7,1.1,44.29
Memphis,4/17/2019,US,wind-gust,50,0.1,14.7,4.6,152.51
Memphis,4/30/2019,US,wind-gust,67,0.1,13.5,5.8,116.18
Memphis,5/17/2019,US,wind-gust,40,0.1,14.5,3.5,150.62
Memphis,6/2/2019,US,wind-gust,36,0.1,12.0,2.6,105.75
Memphis,6/3/2019,US,wind-gust,56,0.1,8.2,1.5,67.24
Memphis,6/10/2019,US,wind-gust,56,0.1,17.0,6.0,279.84
Memphis,4/8/2019,US,wind-gust,33,0.2,6.5,1.4,32.48
Memphis,5/5/2019,US,wind-gust,50,0.4,12.0,3.2,117.26
Memphis,5/8/2019,US,wind-gust,56,0.7,16.5,8.2,182.47
Memphis,6/5/2019,US,wind-gust,48,0.1,13.2,4.2,102.09
Memphis,4/18/2019,US,wind-gust,56,0.1,24.7,3.8,275.55
Memphis,5/6/2019,US,wind-gust,26,0.1,8.2,1.5,81.36
Memphis,5/21/2019,US,wind-gust,68,0.2,16.0,4.8,209.31
Memphis,6/8/2019,US,wind-gust,43,0.4,12.7,2.7,116.22
Memphis,5/30/2019,US,wind-gust,38,0.2,11.5,2.5,107.12
Memphis,6/14/2019,US,wind-gust,43,0.2,18.0,3.0,135.27
Memphis,4/10/2019,US,wind-gust,50,0.2,16.0,5.5,200.34
Memphis,4/14/2019,US,wind-gust,58,0.2,23.0,5.6,318.62
Memphis,5/4/2019,US,wind-gust,50,0.2,12.2,1.0,127.6
Memphis,5/7/2019,US,wind-gust,43,0.2,10.5,2.5,67.55
Memphis,5/12/2019,US,wind-gust,52,0.1,9.0,1.5,65.92
Memphis,5/19/2019,US,wind-gust,53,0.1,16.0,6.5,235.16
Memphis,4/5/2019,US,wind-gust,26,0.1,6.2,1.2,37.99
Memphis,5/18/2019,US,wind-gust,54,0.4,17.7,6.0,223.06
Memphis,5/20/2019,US,wind-gust,44,0.1,8.2,2.0,59.4
Memphis,6/23/2019,US,wind-gust,44,1.2,19.0,6.0,278.52
Memphis,6/25/2019,US,wind-gust,32,0.1,8.5,1.2,95.33
Memphis,4/6/2019,US,wind-gust,47,0.2,9.0,3.0,53.01
Memphis,5/27/2019,US,wind-gust,51,0.2,14.7,5.5,164.57
Memphis,5/28/2019,US,wind-gust,65,0.4,18.7,4.5,212.66
Memphis,6/4/2019,US,wind-gust,44,0.2,13.2,2.0,78.57
Memphis,6/12/2019,US,wind-gust,49,0.2,9.7,1.6,81.91
Memphis,6/18/2019,US,wind-gust,34,0.2,6.5,1.0,26.43
Memphis,4/3/2019,US,wind-gust,46,0.1,12.2,5.2,126.49
Memphis,4/26/2019,US,wind-gust,60,0.1,15.7,4.2,185.14
Memphis,5/14/2019,US,wind-gust,50,0.1,7.0,1.5,51.22
Memphis,5/16/2019,US,wind-gust,38,0.2,11.7,2.6,112.89
Memphis,6/21/2019,US,wind-gust,60,0.3,22.0,4.6,330.99
Memphis,6/26/2019,US,wind-gust,50,0.1,16.0,1.8,155.18
Memphis,4/3/2019,US,dew,9,2.0,6.0,3.0,15.0
Memphis,5/3/2019,US,dew,16,17.0,21.0,18.5,10.73
Memphis,6/1/2019,US,dew,22,14.0,19.0,17.0,13.96
Memphis,4/9/2019,US,dew,25,13.0,17.0,15.0,13.77
Memphis,6/8/2019,US,dew,7,21.0,22.0,21.5,2.5
Memphis,4/10/2019,US,dew,42,11.0,16.0,14.0,16.27
Memphis,4/14/2019,US,dew,33,5.0,16.0,8.0,115.37
Memphis,4/17/2019,US,dew,12,14.0,18.0,17.0,20.91
Memphis,5/9/2019,US,dew,19,18.0,21.0,19.0,10.85
Memphis,4/2/2019,US,dew,10,-1.0,2.0,1.0,9.89
Memphis,4/27/2019,US,dew,20,8.0,14.0,12.0,28.92
Memphis,5/30/2019,US,dew,19,19.0,21.0,20.0,5.89
Memphis,6/20/2019,US,dew,16,20.5,23.0,22.0,5.97
Memphis,4/7/2019,US,dew,19,16.8,19.0,18.0,4.58
Memphis,4/13/2019,US,dew,31,9.0,16.0,14.0,48.9
Memphis,5/20/2019,US,dew,18,17.0,22.0,20.0,41.34
Memphis,6/10/2019,US,dew,10,9.0,22.0,21.0,301.14
Memphis,4/6/2019,US,dew,20,11.0,19.1,16.0,58.96
Memphis,4/29/2019,US,dew,20,14.0,18.0,17.0,12.08
Memphis,5/13/2019,US,dew,21,11.0,14.0,12.0,6.9
Memphis,5/24/2019,US,dew,18,19.0,22.5,20.0,15.04
Memphis,5/27/2019,US,dew,21,19.0,23.0,20.0,12.57
Memphis,6/12/2019,US,dew,23,11.0,16.0,13.0,26.32
Memphis,6/16/2019,US,dew,18,20.0,24.0,23.0,11.24
Memphis,5/11/2019,US,dew,14,14.0,17.0,16.0,10.38
Memphis,5/15/2019,US,dew,16,17.0,19.0,18.0,6.0
Memphis,5/16/2019,US,dew,22,16.0,20.0,18.0,13.61
Memphis,5/21/2019,US,dew,14,17.0,23.0,22.0,32.58
Memphis,6/11/2019,US,dew,15,8.0,16.0,11.0,46.86
Memphis,4/11/2019,US,dew,48,11.0,16.0,14.0,18.44
Memphis,4/16/2019,US,dew,21,9.0,14.0,13.0,27.9
Memphis,5/5/2019,US,dew,22,12.0,14.0,13.0,5.22
Memphis,5/28/2019,US,dew,21,21.0,23.0,22.0,5.48
Memphis,5/31/2019,US,dew,22,13.0,19.0,16.0,39.68
Memphis,6/9/2019,US,dew,12,21.0,23.3,22.6,6.41
Memphis,6/21/2019,US,dew,13,19.0,26.0,24.0,64.1
Memphis,6/22/2019,US,dew,21,21.0,26.5,24.0,31.58
Memphis,4/18/2019,US,dew,18,9.0,19.0,17.7,106.54
Memphis,5/2/2019,US,dew,22,18.0,22.0,20.0,12.3
Memphis,5/6/2019,US,dew,23,10.0,17.0,14.0,28.55
Memphis,5/8/2019,US,dew,16,11.0,21.0,18.0,72.67
Memphis,5/18/2019,US,dew,18,17.0,22.0,19.0,12.81
Memphis,6/13/2019,US,dew,23,6.0,14.0,11.0,77.83
Memphis,6/27/2019,US,dew,18,20.5,23.0,22.0,9.22
Memphis,4/8/2019,US,dew,6,17.0,18.0,17.5,2.42
Memphis,4/12/2019,US,dew,47,3.0,13.0,7.0,73.86
Memphis,5/7/2019,US,dew,14,16.0,18.0,17.0,4.4
Memphis,5/22/2019,US,dew,21,17.0,25.0,23.0,76.14
Memphis,5/29/2019,US,dew,21,19.0,23.0,21.0,14.54
Memphis,6/6/2019,US,dew,16,21.0,23.0,22.5,5.99
Memphis,6/7/2019,US,dew,21,21.0,23.7,22.0,5.92
Memphis,6/28/2019,US,dew,21,21.0,24.0,22.4,5.6
Memphis,4/19/2019,US,dew,23,4.0,10.0,7.0,15.38
Memphis,4/30/2019,US,dew,15,17.0,20.0,19.0,8.38
Memphis,6/3/2019,US,dew,17,16.0,19.0,18.0,10.07
Memphis,6/17/2019,US,dew,21,20.0,23.0,21.0,8.0
Memphis,6/19/2019,US,dew,12,20.0,24.0,22.0,11.74
Memphis,6/23/2019,US,dew,22,19.7,26.0,22.0,30.31
Memphis,6/25/2019,US,dew,20,21.0,24.0,23.0,6.91
Memphis,4/15/2019,US,dew,24,5.0,12.0,9.0,39.11
Memphis,4/24/2019,US,dew,23,14.0,19.0,15.0,25.65
Memphis,5/17/2019,US,dew,18,15.0,20.0,18.0,16.24
Memphis,5/19/2019,US,dew,21,18.0,23.0,21.0,20.98
Memphis,6/5/2019,US,dew,15,21.0,25.0,23.0,10.67
Memphis,6/24/2019,US,dew,13,20.0,23.0,21.0,6.03
Memphis,6/26/2019,US,dew,20,21.0,24.0,22.0,11.03
Memphis,6/30/2019,US,dew,17,23.0,26.0,24.0,8.43
Memphis,4/21/2019,US,dew,18,8.0,12.0,11.0,17.94
Memphis,4/25/2019,US,dew,24,15.0,19.0,17.0,13.37
Memphis,5/4/2019,US,dew,15,14.0,19.0,17.5,18.74
Memphis,6/4/2019,US,dew,22,16.0,24.0,21.0,70.08
Memphis,4/4/2019,US,dew,15,6.0,14.0,13.0,86.84
Memphis,4/22/2019,US,dew,23,9.0,14.0,11.0,15.14
Memphis,5/1/2019,US,dew,18,17.0,21.0,19.0,8.24
Memphis,5/10/2019,US,dew,16,11.5,18.3,13.0,40.76
Memphis,5/25/2019,US,dew,18,17.0,22.0,20.0,25.0
Memphis,6/2/2019,US,dew,21,15.0,19.0,18.0,14.57
Memphis,6/29/2019,US,dew,20,22.0,24.0,23.0,3.49
Memphis,4/5/2019,US,dew,19,12.0,14.0,13.0,4.41
Memphis,4/23/2019,US,dew,24,11.0,17.0,14.0,39.11
Memphis,4/26/2019,US,dew,24,4.0,16.0,9.0,62.5
Memphis,4/28/2019,US,dew,23,9.0,16.0,12.0,35.38
Memphis,5/12/2019,US,dew,21,12.0,14.0,13.0,4.05
Memphis,5/23/2019,US,dew,18,20.0,24.0,22.0,16.47
Memphis,5/26/2019,US,dew,22,16.0,22.0,20.0,28.31
Memphis,6/14/2019,US,dew,23,10.0,16.0,14.0,33.12
Memphis,6/15/2019,US,dew,21,16.0,22.0,21.0,39.9
Memphis,6/18/2019,US,dew,16,21.0,24.0,22.8,6.43
Memphis,4/7/2019,US,temperature,72,16.6,21.5,18.4,12.69
Memphis,5/3/2019,US,temperature,72,17.7,24.9,20.5,39.09
Memphis,6/26/2019,US,temperature,72,19.8,32.2,26.7,157.71
Memphis,4/1/2019,US,temperature,72,0.8,15.3,8.8,206.71
Memphis,4/3/2019,US,temperature,72,3.8,25.0,16.6,487.43
Memphis,5/4/2019,US,temperature,72,15.5,20.7,18.8,19.44
Memphis,6/13/2019,US,temperature,72,13.1,27.0,18.0,225.51
Memphis,5/13/2019,US,temperature,72,10.2,22.9,15.8,180.42
Memphis,6/11/2019,US,temperature,72,12.7,26.5,20.2,189.78
Memphis,6/15/2019,US,temperature,72,19.8,30.6,27.5,138.77
Memphis,4/20/2019,US,temperature,72,7.3,21.6,12.5,224.65
Memphis,5/12/2019,US,temperature,72,13.1,20.0,14.6,49.68
Memphis,4/16/2019,US,temperature,72,9.6,26.2,17.6,307.97
Memphis,4/27/2019,US,temperature,72,9.4,25.4,21.4,329.67
Memphis,5/5/2019,US,temperature,72,12.0,28.4,16.1,147.79
Memphis,5/26/2019,US,temperature,72,20.0,34.1,26.9,232.04
Memphis,6/4/2019,US,temperature,72,19.7,32.0,24.0,106.97
Memphis,6/7/2019,US,temperature,72,19.8,27.0,23.1,31.04
Memphis,4/5/2019,US,temperature,72,11.9,21.7,14.2,106.94
Memphis,4/13/2019,US,temperature,71,13.0,17.7,14.4,10.34
Memphis,6/18/2019,US,temperature,72,21.1,31.2,23.8,85.61
Memphis,6/30/2019,US,temperature,72,21.1,34.0,26.6,147.66
Memphis,5/22/2019,US,temperature,72,20.2,32.0,26.1,135.48
Memphis,6/14/2019,US,temperature,72,10.6,28.8,23.2,362.24
Memphis,6/16/2019,US,temperature,72,23.3,33.0,26.1,62.09
Memphis,6/27/2019,US,temperature,71,18.8,28.3,22.8,48.46
Memphis,4/18/2019,US,temperature,72,9.7,19.8,17.7,70.78
Memphis,4/22/2019,US,temperature,72,10.4,28.3,19.1,338.28
Memphis,4/29/2019,US,temperature,54,14.7,27.5,20.6,165.4
Memphis,6/8/2019,US,temperature,72,21.2,28.0,23.2,39.49
Memphis,5/20/2019,US,temperature,72,17.2,31.5,24.9,229.33
Memphis,4/23/2019,US,temperature,72,11.8,25.8,18.5,227.41
Memphis,5/6/2019,US,temperature,67,11.1,28.8,20.1,348.05
Memphis,5/24/2019,US,temperature,71,20.0,33.4,26.9,215.27
Memphis,6/2/2019,US,temperature,72,18.7,32.7,26.2,223.09
Memphis,4/30/2019,US,temperature,72,17.7,29.2,23.8,121.74
Memphis,5/14/2019,US,temperature,72,10.2,26.6,17.6,259.06
Memphis,5/23/2019,US,temperature,72,20.8,32.9,25.9,141.29
Memphis,6/24/2019,US,temperature,72,19.8,29.2,23.1,92.86
Memphis,4/4/2019,US,temperature,72,11.6,16.0,13.3,10.14
Memphis,4/25/2019,US,temperature,72,13.1,20.0,18.3,31.31
Memphis,5/11/2019,US,temperature,72,14.4,18.5,16.2,18.49
