msa,Date,Country,Specie,count,min,max,median,variance
Oklahoma City,2019-09-29,US,wind-speed,96,1.0,15.5,8.1,87.83
Oklahoma City,2019-07-17,US,wind-speed,96,2.2,12.0,6.3,65.77
Oklahoma City,2019-09-02,US,wind-speed,72,0.2,8.6,3.0,33.27
Oklahoma City,2019-09-21,US,wind-speed,96,0.2,15.6,6.4,131.06
Oklahoma City,2019-08-16,US,wind-speed,96,2.2,11.5,7.2,69.68
Oklahoma City,2019-09-14,US,wind-speed,76,0.1,11.0,4.1,68.26
Oklahoma City,2019-09-19,US,wind-speed,86,0.2,11.0,2.5,61.12
Oklahoma City,2019-07-07,US,wind-speed,67,0.1,8.2,2.3,36.77
Oklahoma City,2019-07-18,US,wind-speed,86,3.2,14.7,8.2,79.18
Oklahoma City,2019-07-25,US,wind-speed,88,0.2,9.4,3.7,49.17
Oklahoma City,2019-09-17,US,wind-speed,82,0.6,9.6,4.5,54.63
Oklahoma City,2019-09-25,US,wind-speed,95,0.1,10.2,5.5,59.69
Oklahoma City,2019-09-28,US,wind-speed,96,0.1,13.1,5.0,91.23
Oklahoma City,2019-07-26,US,wind-speed,82,0.2,9.4,3.4,42.48
Oklahoma City,2019-08-27,US,wind-speed,65,0.1,6.0,2.2,35.92
Oklahoma City,2019-09-05,US,wind-speed,70,0.2,6.0,2.4,22.91
Oklahoma City,2019-08-02,US,wind-speed,93,0.1,12.2,4.5,67.09
Oklahoma City,2019-09-20,US,wind-speed,89,0.1,14.6,4.1,179.79
Oklahoma City,2019-07-01,US,wind-speed,82,0.2,8.6,2.5,44.7
Oklahoma City,2019-07-02,US,wind-speed,96,1.0,10.7,5.1,58.35
Oklahoma City,2019-07-13,US,wind-speed,75,0.1,7.8,3.0,46.55
Oklahoma City,2019-08-28,US,wind-speed,84,0.1,5.4,1.8,20.05
Oklahoma City,2019-09-16,US,wind-speed,76,0.1,8.0,3.6,31.41
Oklahoma City,2019-10-06,US,wind-speed,90,0.1,10.6,5.2,56.17
Oklahoma City,2019-07-23,US,wind-speed,92,0.1,8.6,2.9,38.37
Oklahoma City,2019-08-10,US,wind-speed,90,0.1,7.7,4.2,44.31
Oklahoma City,2019-08-26,US,wind-speed,70,0.8,23.9,6.2,105.07
Oklahoma City,2019-08-31,US,wind-speed,80,0.1,5.8,1.7,28.82
Oklahoma City,2019-09-18,US,wind-speed,81,0.1,9.0,3.0,41.61
Oklahoma City,2019-09-22,US,wind-speed,87,0.2,12.6,5.9,89.88
Oklahoma City,2019-09-30,US,wind-speed,94,0.5,13.1,6.6,106.6
Oklahoma City,2019-10-01,US,wind-speed,96,0.3,14.0,7.0,115.24
Oklahoma City,2019-07-03,US,wind-speed,96,0.7,10.6,5.6,69.71
Oklahoma City,2019-07-05,US,wind-speed,95,0.1,11.0,4.7,66.97
Oklahoma City,2019-08-15,US,wind-speed,81,0.2,8.6,3.7,41.59
Oklahoma City,2019-10-03,US,wind-speed,92,0.1,7.6,3.8,47.56
Oklahoma City,2019-08-07,US,wind-speed,90,0.1,8.8,4.5,43.67
Oklahoma City,2019-08-14,US,wind-speed,86,0.1,10.3,2.0,45.07
Oklahoma City,2019-08-19,US,wind-speed,72,1.0,9.2,5.2,33.37
Oklahoma City,2019-08-23,US,wind-speed,73,0.2,10.2,3.5,78.78
Oklahoma City,2019-09-01,US,wind-speed,76,0.1,6.0,2.0,23.33
Oklahoma City,2019-07-09,US,wind-speed,95,0.1,11.0,4.0,66.49
Oklahoma City,2019-07-10,US,wind-speed,84,0.2,9.1,3.0,50.55
Oklahoma City,2019-07-14,US,wind-speed,86,0.1,10.1,3.0,51.93
Oklahoma City,2019-09-26,US,wind-speed,96,0.1,13.8,6.2,90.29
Oklahoma City,2019-10-05,US,wind-speed,93,0.3,13.6,5.9,80.67
Oklahoma City,2019-07-24,US,wind-speed,76,0.1,6.2,3.0,34.11
Oklahoma City,2019-07-28,US,wind-speed,90,0.1,11.5,6.1,69.88
Oklahoma City,2019-09-03,US,wind-speed,74,0.2,9.1,3.6,42.92
Oklahoma City,2019-09-15,US,wind-speed,70,0.2,7.1,3.7,27.51
Oklahoma City,2019-07-12,US,wind-speed,68,0.2,7.6,3.0,35.58
Oklahoma City,2019-08-06,US,wind-speed,80,0.1,7.3,2.7,39.44
Oklahoma City,2019-08-24,US,wind-speed,70,0.2,9.8,2.5,49.89
Oklahoma City,2019-07-21,US,wind-speed,82,0.4,10.7,6.2,60.76
Oklahoma City,2019-08-09,US,wind-speed,93,0.1,8.7,2.6,49.07
Oklahoma City,2019-08-21,US,wind-speed,72,0.7,8.3,4.0,28.25
Oklahoma City,2019-09-09,US,wind-speed,95,0.1,14.0,7.2,103.83
Oklahoma City,2019-09-12,US,wind-speed,93,0.2,12.2,5.8,100.8
Oklahoma City,2019-07-08,US,wind-speed,87,0.3,11.6,2.8,46.69
Oklahoma City,2019-07-11,US,wind-speed,84,0.2,7.2,2.5,27.02
Oklahoma City,2019-07-20,US,wind-speed,72,3.2,14.3,9.0,84.32
Oklahoma City,2019-09-08,US,wind-speed,95,0.1,12.0,5.1,78.01
Oklahoma City,2019-09-27,US,wind-speed,96,2.7,16.0,8.1,117.73
Oklahoma City,2019-08-01,US,wind-speed,89,0.3,10.2,4.6,54.05
Oklahoma City,2019-08-08,US,wind-speed,96,0.2,10.2,4.2,54.99
Oklahoma City,2019-08-30,US,wind-speed,93,0.2,11.0,3.0,72.67
Oklahoma City,2019-09-28,US,wind-gust,96,0.2,17.0,9.2,210.99
Oklahoma City,2019-07-26,US,wind-gust,85,0.2,11.7,7.2,83.4
Oklahoma City,2019-07-27,US,wind-gust,85,0.2,14.7,7.6,119.26
Oklahoma City,2019-08-16,US,wind-gust,96,0.2,17.5,9.7,192.06
Oklahoma City,2019-08-17,US,wind-gust,96,0.2,17.4,10.2,203.86
Oklahoma City,2019-09-08,US,wind-gust,95,0.2,15.7,8.5,154.65
Oklahoma City,2019-09-25,US,wind-gust,96,0.2,16.4,8.0,191.38
Oklahoma City,2019-10-06,US,wind-gust,91,0.2,18.4,6.7,163.95
Oklahoma City,2019-07-04,US,wind-gust,96,0.2,15.0,9.7,157.8
Oklahoma City,2019-08-01,US,wind-gust,90,0.2,15.6,8.2,149.59
Oklahoma City,2019-08-19,US,wind-gust,82,0.2,15.7,8.4,120.37
Oklahoma City,2019-08-29,US,wind-gust,91,0.1,13.2,8.6,127.96
Oklahoma City,2019-08-28,US,wind-gust,88,0.1,9.1,3.5,38.86
Oklahoma City,2019-09-18,US,wind-gust,84,0.1,14.3,4.0,132.96
Oklahoma City,2019-09-27,US,wind-gust,96,0.2,21.7,13.0,387.18
Oklahoma City,2019-07-08,US,wind-gust,89,0.2,14.0,5.0,144.47
Oklahoma City,2019-07-09,US,wind-gust,95,0.2,17.1,7.0,112.06
Oklahoma City,2019-07-15,US,wind-gust,81,0.2,11.1,4.8,57.43
Oklahoma City,2019-08-24,US,wind-gust,69,0.2,11.5,5.2,79.77
Oklahoma City,2019-08-07,US,wind-gust,90,0.1,18.0,8.4,161.06
Oklahoma City,2019-08-30,US,wind-gust,95,0.2,12.6,6.2,99.13
Oklahoma City,2019-09-23,US,wind-gust,82,0.2,11.7,4.0,46.65
Oklahoma City,2019-07-10,US,wind-gust,85,0.2,20.5,5.7,84.42
Oklahoma City,2019-07-12,US,wind-gust,74,0.2,11.2,5.5,106.03
Oklahoma City,2019-07-24,US,wind-gust,82,0.2,11.0,4.6,57.83
Oklahoma City,2019-07-29,US,wind-gust,93,0.2,14.0,7.8,171.24
Oklahoma City,2019-10-03,US,wind-gust,93,0.3,15.0,7.5,87.37
Oklahoma City,2019-07-13,US,wind-gust,77,0.1,14.1,5.0,171.42
Oklahoma City,2019-08-02,US,wind-gust,93,0.2,14.5,8.2,128.54
Oklahoma City,2019-08-23,US,wind-gust,80,0.2,13.7,7.5,88.83
Oklahoma City,2019-09-22,US,wind-gust,90,0.2,15.6,8.5,196.0
Oklahoma City,2019-07-22,US,wind-gust,95,0.2,16.5,8.5,251.89
Oklahoma City,2019-08-11,US,wind-gust,95,0.2,15.0,8.8,131.12
Oklahoma City,2019-10-05,US,wind-gust,93,0.2,18.1,9.8,164.32
Oklahoma City,2019-09-30,US,wind-gust,96,0.2,18.6,10.5,213.7
Oklahoma City,2019-07-30,US,wind-gust,82,0.2,14.0,5.5,92.9
Oklahoma City,2019-08-06,US,wind-gust,82,0.2,10.7,4.7,59.88
Oklahoma City,2019-09-02,US,wind-gust,68,0.2,9.7,5.0,66.12
Oklahoma City,2019-09-24,US,wind-gust,89,0.2,10.8,6.0,75.55
Oklahoma City,2019-07-01,US,wind-gust,84,0.2,13.1,6.3,96.28
Oklahoma City,2019-07-16,US,wind-gust,89,0.2,12.0,5.5,108.14
Oklahoma City,2019-07-17,US,wind-gust,96,0.2,18.5,10.0,214.18
Oklahoma City,2019-07-20,US,wind-gust,87,0.2,17.3,11.3,232.11
Oklahoma City,2019-08-03,US,wind-gust,93,0.2,13.5,5.8,142.14
Oklahoma City,2019-08-08,US,wind-gust,96,0.2,13.1,6.7,92.19
Oklahoma City,2019-09-13,US,wind-gust,90,0.2,9.0,4.0,36.31
Oklahoma City,2019-08-12,US,wind-gust,93,0.2,17.9,7.8,139.92
Oklahoma City,2019-09-10,US,wind-gust,96,0.2,18.1,11.0,171.89
Oklahoma City,2019-09-17,US,wind-gust,83,0.1,14.5,5.0,158.52
Oklahoma City,2019-08-21,US,wind-gust,79,0.2,11.0,7.2,81.45
Oklahoma City,2019-08-25,US,wind-gust,77,0.2,17.7,6.5,138.48
Oklahoma City,2019-09-04,US,wind-gust,65,0.2,8.0,3.7,49.64
Oklahoma City,2019-07-03,US,wind-gust,96,0.2,15.3,8.6,126.42
Oklahoma City,2019-07-19,US,wind-gust,88,0.2,19.7,12.0,295.59
Oklahoma City,2019-08-13,US,wind-gust,91,0.2,11.1,2.3,70.31
Oklahoma City,2019-08-14,US,wind-gust,84,0.2,12.6,4.5,96.97
Oklahoma City,2019-09-03,US,wind-gust,78,0.2,13.0,4.8,103.72
Oklahoma City,2019-09-12,US,wind-gust,93,0.2,16.2,10.2,204.31
Oklahoma City,2019-09-15,US,wind-gust,78,0.2,10.5,5.2,77.7
Oklahoma City,2019-09-26,US,wind-gust,96,0.2,20.4,9.7,237.55
Oklahoma City,2019-07-25,US,wind-gust,91,0.1,13.9,6.8,122.26
Oklahoma City,2019-07-31,US,wind-gust,89,0.1,16.3,8.0,203.53
Oklahoma City,2019-08-09,US,wind-gust,94,0.2,12.0,5.1,60.42
Oklahoma City,2019-08-22,US,wind-gust,76,0.2,13.6,6.0,99.19
Oklahoma City,2019-09-29,US,wind-gust,96,0.2,18.5,11.0,181.1
Oklahoma City,2019-08-31,US,wind-gust,83,0.3,8.5,4.0,25.74
Oklahoma City,2019-09-01,US,wind-gust,76,0.2,8.0,3.7,44.36
Oklahoma City,2019-09-21,US,wind-gust,96,0.2,19.5,11.2,277.56
Oklahoma City,2019-07-05,US,wind-gust,96,0.2,15.5,8.3,109.96
Oklahoma City,2019-07-23,US,wind-gust,92,0.2,12.8,5.8,85.44
Oklahoma City,2019-07-28,US,wind-gust,92,0.1,19.6,9.1,218.63
Oklahoma City,2019-08-20,US,wind-gust,80,0.2,10.5,7.5,84.92
Oklahoma City,2019-07-14,US,wind-gust,88,0.2,14.5,5.4,153.06
Oklahoma City,2019-07-18,US,wind-gust,92,0.2,19.0,11.5,257.41
Oklahoma City,2019-09-14,US,wind-gust,79,0.1,14.7,5.0,134.18
Oklahoma City,2019-08-10,US,wind-gust,91,0.2,13.1,6.6,100.44
Oklahoma City,2019-08-26,US,wind-gust,81,0.2,27.7,9.0,264.43
Oklahoma City,2019-08-27,US,wind-gust,72,0.2,11.5,5.2,59.69
Oklahoma City,2019-09-06,US,wind-gust,82,0.2,11.5,4.5,59.58
Oklahoma City,2019-07-06,US,wind-gust,83,0.2,9.7,3.5,64.97
Oklahoma City,2019-07-07,US,wind-gust,80,0.2,11.3,3.6,47.99
Oklahoma City,2019-08-04,US,wind-gust,69,0.2,9.3,3.7,59.01
Oklahoma City,2019-08-05,US,wind-gust,68,0.2,9.2,4.2,61.18
Oklahoma City,2019-09-07,US,wind-gust,80,0.1,14.2,5.0,132.07
Oklahoma City,2019-09-09,US,wind-gust,96,0.2,19.4,9.4,180.85
Oklahoma City,2019-10-02,US,wind-gust,82,0.2,21.0,8.7,189.08
Oklahoma City,2019-08-18,US,wind-gust,94,0.2,16.5,8.2,201.71
Oklahoma City,2019-09-05,US,wind-gust,76,0.2,10.3,4.2,71.43
Oklahoma City,2019-09-11,US,wind-gust,96,0.2,19.0,11.0,208.45
Oklahoma City,2019-09-16,US,wind-gust,78,0.1,12.0,4.3,91.51
Oklahoma City,2019-07-02,US,wind-gust,96,0.2,15.1,9.0,120.87
Oklahoma City,2019-07-11,US,wind-gust,84,0.1,14.3,5.1,150.83
Oklahoma City,2019-07-21,US,wind-gust,85,0.2,15.2,7.7,110.52
Oklahoma City,2019-08-15,US,wind-gust,85,0.1,14.0,6.5,167.68
Oklahoma City,2019-09-19,US,wind-gust,84,0.1,12.6,4.2,131.94
Oklahoma City,2019-09-20,US,wind-gust,91,0.2,17.0,6.5,243.66
Oklahoma City,2019-10-01,US,wind-gust,96,0.2,19.1,10.7,220.31
Oklahoma City,2019-10-04,US,wind-gust,92,0.2,9.3,4.5,49.35
Oklahoma City,2019-08-17,US,pressure,96,1002.7,1011.5,1007.7,52.16
Oklahoma City,2019-08-29,US,pressure,96,1011.9,1017.2,1014.3,22.58
Oklahoma City,2019-09-08,US,pressure,96,1008.7,1014.5,1011.9,19.82
Oklahoma City,2019-09-13,US,pressure,96,1017.8,1023.7,1020.5,18.32
Oklahoma City,2019-07-11,US,pressure,96,1012.1,1019.5,1015.5,43.4
Oklahoma City,2019-07-19,US,pressure,96,1006.7,1012.8,1010.5,23.98
Oklahoma City,2019-07-31,US,pressure,96,1012.9,1018.3,1015.0,19.24
Oklahoma City,2019-08-02,US,pressure,96,1009.0,1017.6,1013.5,41.19
Oklahoma City,2019-09-20,US,pressure,96,1011.1,1015.7,1013.2,11.54
Oklahoma City,2019-09-22,US,pressure,96,1010.3,1015.8,1013.2,12.14
Oklahoma City,2019-09-27,US,pressure,96,1001.4,1008.7,1006.0,32.36
Oklahoma City,2019-08-11,US,pressure,96,1007.1,1014.2,1010.8,32.44
Oklahoma City,2019-08-18,US,pressure,96,1004.7,1012.8,1009.8,31.77
Oklahoma City,2019-08-30,US,pressure,96,1012.2,1021.8,1016.4,41.74
Oklahoma City,2019-07-04,US,pressure,96,1007.9,1013.5,1011.0,18.12
Oklahoma City,2019-07-20,US,pressure,96,1007.8,1012.8,1010.3,14.06
Oklahoma City,2019-09-21,US,pressure,96,1010.8,1017.2,1013.6,27.53
Oklahoma City,2019-10-05,US,pressure,96,1010.2,1017.3,1014.7,34.85
Oklahoma City,2019-08-19,US,pressure,96,1009.2,1015.2,1012.7,22.2
Oklahoma City,2019-08-26,US,pressure,96,1001.2,1012.2,1005.6,36.59
Oklahoma City,2019-07-18,US,pressure,96,1006.1,1014.2,1011.9,45.44
Oklahoma City,2019-07-26,US,pressure,96,1016.9,1022.0,1019.3,13.31
Oklahoma City,2019-07-28,US,pressure,96,1011.8,1019.0,1015.3,40.28
Oklahoma City,2019-08-16,US,pressure,96,1007.4,1013.5,1010.2,29.23
Oklahoma City,2019-09-18,US,pressure,96,1009.9,1015.9,1013.4,23.82
Oklahoma City,2019-07-05,US,pressure,96,1011.4,1017.2,1014.7,19.84
Oklahoma City,2019-08-21,US,pressure,96,1007.8,1016.9,1013.6,58.09
Oklahoma City,2019-08-24,US,pressure,96,1009.6,1015.5,1012.7,21.16
Oklahoma City,2019-09-02,US,pressure,96,1013.0,1019.9,1016.5,29.09
Oklahoma City,2019-10-04,US,pressure,96,1016.6,1022.8,1019.9,38.27
Oklahoma City,2019-07-13,US,pressure,96,1010.1,1016.2,1013.9,21.11
Oklahoma City,2019-09-06,US,pressure,96,1012.8,1018.6,1015.7,21.99
Oklahoma City,2019-09-14,US,pressure,96,1016.9,1022.3,1019.4,22.59
Oklahoma City,2019-09-30,US,pressure,96,1010.3,1016.3,1013.9,23.03
Oklahoma City,2019-09-28,US,pressure,96,1004.3,1013.3,1010.4,47.0
Oklahoma City,2019-09-29,US,pressure,96,1010.9,1015.9,1013.8,11.26
Oklahoma City,2019-08-10,US,pressure,96,1008.4,1013.8,1011.0,16.44
Oklahoma City,2019-08-20,US,pressure,96,1010.1,1017.2,1014.5,25.71
Oklahoma City,2019-09-01,US,pressure,96,1014.4,1020.3,1017.1,20.66
Oklahoma City,2019-09-11,US,pressure,96,1012.0,1019.6,1015.9,35.15
Oklahoma City,2019-09-25,US,pressure,96,1005.0,1010.6,1008.5,18.13
Oklahoma City,2019-09-26,US,pressure,96,1005.6,1015.2,1010.0,71.85
Oklahoma City,2019-10-01,US,pressure,96,1009.1,1015.2,1013.1,27.07
Oklahoma City,2019-10-06,US,pressure,96,1012.2,1024.5,1017.6,127.36
Oklahoma City,2019-07-16,US,pressure,96,1008.3,1014.2,1011.9,19.21
Oklahoma City,2019-08-06,US,pressure,96,1008.7,1015.2,1012.0,21.55
Oklahoma City,2019-08-15,US,pressure,96,1009.2,1018.1,1014.6,62.31
Oklahoma City,2019-09-07,US,pressure,96,1011.2,1016.9,1013.7,24.15
Oklahoma City,2019-07-14,US,pressure,96,1011.0,1016.5,1013.6,22.71
Oklahoma City,2019-08-14,US,pressure,96,1012.6,1019.9,1016.3,30.41
Oklahoma City,2019-09-04,US,pressure,96,1014.9,1020.6,1017.4,19.31
Oklahoma City,2019-10-03,US,pressure,96,1014.0,1023.4,1020.1,71.52
Oklahoma City,2019-08-08,US,pressure,96,1006.6,1014.2,1010.2,30.05
Oklahoma City,2019-08-12,US,pressure,96,1007.1,1012.4,1010.0,21.32
Oklahoma City,2019-08-27,US,pressure,96,1008.3,1018.8,1014.6,87.59
Oklahoma City,2019-09-16,US,pressure,96,1014.2,1019.6,1016.4,23.41
Oklahoma City,2019-07-02,US,pressure,96,1007.8,1014.8,1011.9,34.77
Oklahoma City,2019-07-08,US,pressure,96,1008.3,1015.2,1011.8,29.9
Oklahoma City,2019-07-27,US,pressure,96,1016.3,1022.3,1019.3,21.08
Oklahoma City,2019-08-03,US,pressure,96,1011.4,1016.3,1013.7,17.21
Oklahoma City,2019-09-12,US,pressure,96,1011.8,1020.3,1015.5,34.17
Oklahoma City,2019-07-03,US,pressure,96,1007.2,1013.2,1010.5,19.51
Oklahoma City,2019-07-15,US,pressure,96,1008.0,1014.5,1011.8,27.33
Oklahoma City,2019-08-07,US,pressure,96,1005.5,1012.5,1009.9,31.99
Oklahoma City,2019-09-05,US,pressure,96,1014.1,1020.6,1017.1,27.99
Oklahoma City,2019-09-23,US,pressure,96,1012.4,1018.5,1014.7,23.84
Oklahoma City,2019-07-10,US,pressure,96,1011.2,1018.3,1014.0,24.9
Oklahoma City,2019-07-29,US,pressure,96,1010.2,1015.6,1013.2,14.28
Oklahoma City,2019-09-03,US,pressure,96,1012.7,1017.2,1015.2,12.08
Oklahoma City,2019-09-10,US,pressure,96,1012.4,1017.9,1015.5,20.49
Oklahoma City,2019-09-24,US,pressure,96,1008.6,1014.0,1011.4,31.48
Oklahoma City,2019-07-22,US,pressure,96,1011.5,1022.0,1017.1,48.39
Oklahoma City,2019-07-25,US,pressure,96,1015.5,1021.6,1018.8,20.05
Oklahoma City,2019-08-28,US,pressure,96,1013.2,1019.9,1017.4,34.43
Oklahoma City,2019-09-17,US,pressure,96,1012.2,1017.2,1014.7,19.44
Oklahoma City,2019-08-09,US,pressure,96,1009.0,1015.9,1011.5,28.5
Oklahoma City,2019-08-23,US,pressure,96,1010.1,1015.9,1012.7,22.26
Oklahoma City,2019-09-19,US,pressure,96,1009.3,1015.9,1013.0,25.98
Oklahoma City,2019-07-06,US,pressure,96,1014.1,1019.7,1016.7,18.88
Oklahoma City,2019-07-09,US,pressure,96,1008.3,1013.8,1011.0,17.56
Oklahoma City,2019-07-17,US,pressure,96,678.9,1015.2,1012.0,11579.5
Oklahoma City,2019-08-04,US,pressure,96,1011.7,1017.6,1015.1,18.57
Oklahoma City,2019-07-07,US,pressure,96,1010.7,1017.9,1014.8,29.55
Oklahoma City,2019-07-12,US,pressure,96,1009.7,1015.9,1013.6,21.5
Oklahoma City,2019-08-05,US,pressure,96,1010.1,1017.2,1014.1,38.38
Oklahoma City,2019-10-02,US,pressure,87,1009.8,1015.2,1013.3,10.88
Oklahoma City,2019-07-30,US,pressure,96,1011.8,1018.6,1015.7,27.31
Oklahoma City,2019-08-01,US,pressure,96,1011.0,1018.2,1014.7,30.48
Oklahoma City,2019-08-13,US,pressure,96,1008.9,1017.2,1013.6,41.62
Oklahoma City,2019-08-22,US,pressure,96,1007.7,1014.8,1011.6,31.38
Oklahoma City,2019-07-01,US,pressure,96,1010.7,1017.2,1014.7,33.73
Oklahoma City,2019-07-21,US,pressure,96,1008.6,1013.9,1011.5,14.48
Oklahoma City,2019-07-23,US,pressure,96,1018.2,1023.8,1020.8,22.77
Oklahoma City,2019-07-24,US,pressure,96,1016.6,1023.7,1020.3,34.68
Oklahoma City,2019-08-25,US,pressure,96,707.4,1014.5,1009.5,9562.74
Oklahoma City,2019-08-31,US,pressure,96,1014.5,1020.6,1017.6,21.65
Oklahoma City,2019-09-09,US,pressure,96,1010.6,1015.9,1013.8,13.76
Oklahoma City,2019-09-15,US,pressure,96,1014.2,1019.9,1017.4,25.02
Oklahoma City,2019-07-21,US,co,28,3.4,8.9,4.5,23.35
Oklahoma City,2019-08-19,US,co,21,1.2,5.6,4.5,32.21
Oklahoma City,2019-09-04,US,co,23,1.2,7.8,4.5,32.71
Oklahoma City,2019-09-08,US,co,27,1.2,5.6,3.4,18.13
Oklahoma City,2019-07-09,US,co,30,3.4,10.0,7.8,54.19
Oklahoma City,2019-07-23,US,co,31,2.3,7.8,4.5,20.48
Oklahoma City,2019-08-03,US,co,19,1.2,4.5,4.5,12.17
Oklahoma City,2019-09-02,US,co,17,1.2,5.6,4.5,30.43
Oklahoma City,2019-09-24,US,co,29,1.2,6.7,4.5,16.0
Oklahoma City,2019-10-03,US,co,9,2.3,3.4,2.3,3.03
Oklahoma City,2019-10-06,US,co,28,2.3,4.5,3.4,6.91
Oklahoma City,2019-07-13,US,co,30,3.4,8.9,6.7,27.27
Oklahoma City,2019-07-11,US,co,27,3.4,8.9,5.6,24.23
Oklahoma City,2019-08-16,US,co,17,1.2,5.6,4.5,37.63
Oklahoma City,2019-08-17,US,co,19,1.2,5.6,4.5,30.78
Oklahoma City,2019-08-23,US,co,5,1.2,4.5,4.5,32.67
Oklahoma City,2019-09-11,US,co,36,1.2,7.8,3.4,22.2
Oklahoma City,2019-09-26,US,co,22,1.2,4.5,3.4,18.15
Oklahoma City,2019-10-02,US,co,26,1.2,4.5,2.3,7.69
Oklahoma City,2019-07-07,US,co,26,3.4,7.8,4.5,21.37
Oklahoma City,2019-08-02,US,co,13,1.2,4.5,2.3,20.48
Oklahoma City,2019-08-10,US,co,19,1.2,5.6,2.3,24.7
Oklahoma City,2019-08-29,US,co,28,1.2,6.7,3.4,33.6
Oklahoma City,2019-10-01,US,co,26,1.2,4.5,2.3,8.71
Oklahoma City,2019-07-20,US,co,29,3.4,7.8,5.6,31.74
Oklahoma City,2019-08-24,US,co,19,1.2,5.6,4.5,33.96
Oklahoma City,2019-08-26,US,co,20,1.2,5.6,2.3,27.1
Oklahoma City,2019-09-12,US,co,29,1.2,6.7,3.4,22.47
Oklahoma City,2019-09-13,US,co,34,1.2,6.7,4.5,28.04
Oklahoma City,2019-09-15,US,co,31,2.3,10.0,4.5,38.46
Oklahoma City,2019-09-18,US,co,39,1.2,8.9,4.5,38.52
Oklahoma City,2019-07-25,US,co,33,3.4,7.8,5.6,21.27
Oklahoma City,2019-07-18,US,co,24,3.4,10.0,5.6,30.16
Oklahoma City,2019-07-22,US,co,15,3.4,6.7,4.5,9.45
Oklahoma City,2019-07-28,US,co,31,3.4,7.8,5.6,17.69
Oklahoma City,2019-08-06,US,co,13,1.2,5.6,4.5,23.42
Oklahoma City,2019-08-30,US,co,15,1.2,4.5,3.4,14.17
Oklahoma City,2019-09-20,US,co,33,1.2,8.9,3.4,27.29
Oklahoma City,2019-07-14,US,co,24,3.4,6.7,5.6,8.42
Oklahoma City,2019-07-27,US,co,22,4.5,8.9,6.7,26.5
Oklahoma City,2019-07-30,US,co,40,3.4,11.2,5.6,50.51
Oklahoma City,2019-08-05,US,co,14,1.2,6.7,4.5,23.2
Oklahoma City,2019-08-07,US,co,15,1.2,5.6,4.5,25.01
Oklahoma City,2019-08-15,US,co,20,1.2,6.7,4.5,34.74
Oklahoma City,2019-08-22,US,co,18,1.2,6.7,4.5,25.47
Oklahoma City,2019-09-14,US,co,32,2.3,8.9,4.5,36.69
Oklahoma City,2019-07-06,US,co,28,2.3,8.9,3.4,36.75
Oklahoma City,2019-09-23,US,co,18,1.2,5.6,3.4,16.45
